casual,yr,holiday,windspeed,atemp,temp,hum,workingday,weathersit,season,weekday,mnth,hr,cnt,registered
190.0,1.0,0.0,0.3582,0.6515,0.72,0.45,0.0,1.0,2.0,0.0,5.0,15.0,499.0,309.0
225.0,1.0,0.0,0.2537,0.6515,0.72,0.42,0.0,1.0,2.0,0.0,5.0,16.0,564.0,339.0
191.0,1.0,0.0,0.4179,0.6364,0.7,0.45,0.0,1.0,2.0,0.0,5.0,17.0,478.0,287.0
129.0,1.0,0.0,0.3582,0.6364,0.68,0.44,0.0,2.0,2.0,0.0,5.0,18.0,389.0,260.0
107.0,1.0,0.0,0.4179,0.6212,0.66,0.5,0.0,2.0,2.0,0.0,5.0,19.0,339.0,232.0
67.0,1.0,0.0,0.2836,0.6212,0.66,0.5,0.0,2.0,2.0,0.0,5.0,20.0,230.0,163.0
48.0,1.0,0.0,0.194,0.6212,0.64,0.53,0.0,2.0,2.0,0.0,5.0,21.0,169.0,121.0
42.0,1.0,0.0,0.1642,0.6061,0.62,0.61,0.0,2.0,2.0,0.0,5.0,22.0,131.0,89.0
17.0,1.0,0.0,0.2239,0.6212,0.62,0.57,0.0,2.0,2.0,0.0,5.0,23.0,74.0,57.0
21.0,1.0,0.0,0.2537,0.6212,0.6,0.56,1.0,2.0,2.0,1.0,5.0,0.0,35.0,14.0
5.0,1.0,0.0,0.2836,0.6061,0.6,0.6,1.0,2.0,2.0,1.0,5.0,1.0,11.0,6.0
1.0,1.0,0.0,0.2985,0.6061,0.6,0.6,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0
0.0,1.0,0.0,0.3284,0.5455,0.58,0.68,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0
3.0,1.0,0.0,0.2239,0.5152,0.54,0.77,1.0,2.0,2.0,1.0,5.0,4.0,6.0,3.0
1.0,1.0,0.0,0.1642,0.5152,0.54,0.77,1.0,2.0,2.0,1.0,5.0,5.0,26.0,25.0
3.0,1.0,0.0,0.2985,0.5,0.52,0.94,1.0,3.0,2.0,1.0,5.0,6.0,65.0,62.0
3.0,1.0,0.0,0.194,0.5,0.52,0.94,1.0,3.0,2.0,1.0,5.0,7.0,75.0,72.0
1.0,1.0,0.0,0.2239,0.5152,0.54,0.88,1.0,3.0,2.0,1.0,5.0,8.0,156.0,155.0
5.0,1.0,0.0,0.2836,0.5152,0.54,0.88,1.0,3.0,2.0,1.0,5.0,9.0,110.0,105.0
6.0,1.0,0.0,0.2537,0.5152,0.54,0.88,1.0,3.0,2.0,1.0,5.0,10.0,59.0,53.0
12.0,1.0,0.0,0.2239,0.5303,0.56,0.83,1.0,2.0,2.0,1.0,5.0,11.0,79.0,67.0
53.0,1.0,0.0,0.2836,0.5303,0.56,0.88,1.0,2.0,2.0,1.0,5.0,12.0,185.0,132.0
33.0,1.0,0.0,0.2239,0.5909,0.62,0.73,1.0,2.0,2.0,1.0,5.0,13.0,176.0,143.0
43.0,1.0,0.0,0.2537,0.5909,0.62,0.73,1.0,2.0,2.0,1.0,5.0,14.0,171.0,128.0
40.0,1.0,0.0,0.1642,0.5909,0.62,0.73,1.0,2.0,2.0,1.0,5.0,15.0,196.0,156.0
20.0,1.0,0.0,0.2836,0.6061,0.62,0.69,1.0,3.0,2.0,1.0,5.0,16.0,111.0,91.0
25.0,1.0,0.0,0.2537,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,17.0,229.0,204.0
17.0,1.0,0.0,0.0,0.5455,0.58,0.83,1.0,2.0,2.0,1.0,5.0,18.0,300.0,283.0
10.0,1.0,0.0,0.1343,0.5455,0.58,0.88,1.0,3.0,2.0,1.0,5.0,19.0,304.0,294.0
11.0,1.0,0.0,0.194,0.5455,0.58,0.88,1.0,2.0,2.0,1.0,5.0,20.0,189.0,178.0
7.0,1.0,0.0,0.0896,0.5455,0.58,0.83,1.0,2.0,2.0,1.0,5.0,21.0,152.0,145.0
11.0,1.0,0.0,0.0896,0.5455,0.58,0.78,1.0,2.0,2.0,1.0,5.0,22.0,129.0,118.0
11.0,1.0,0.0,0.1045,0.5455,0.58,0.78,1.0,2.0,2.0,1.0,5.0,23.0,75.0,64.0
7.0,1.0,0.0,0.1343,0.5303,0.56,0.88,1.0,2.0,2.0,2.0,5.0,0.0,32.0,25.0
5.0,1.0,0.0,0.1343,0.5303,0.56,0.88,1.0,3.0,2.0,2.0,5.0,1.0,19.0,14.0
1.0,1.0,0.0,0.1343,0.5303,0.56,0.88,1.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0
1.0,1.0,0.0,0.1343,0.5455,0.58,0.83,1.0,3.0,2.0,2.0,5.0,3.0,6.0,5.0
1.0,1.0,0.0,0.0,0.5303,0.56,0.94,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0
0.0,1.0,0.0,0.2239,0.5303,0.56,0.94,1.0,3.0,2.0,2.0,5.0,5.0,8.0,8.0
2.0,1.0,0.0,0.2239,0.5303,0.56,0.94,1.0,3.0,2.0,2.0,5.0,6.0,24.0,22.0
1.0,1.0,0.0,0.1343,0.5303,0.56,0.94,1.0,3.0,2.0,2.0,5.0,7.0,92.0,91.0
8.0,1.0,0.0,0.0896,0.5455,0.58,0.88,1.0,2.0,2.0,2.0,5.0,8.0,409.0,401.0
28.0,1.0,0.0,0.0896,0.5455,0.58,0.88,1.0,2.0,2.0,2.0,5.0,9.0,355.0,327.0
27.0,1.0,0.0,0.1045,0.5909,0.62,0.78,1.0,1.0,2.0,2.0,5.0,10.0,171.0,144.0
38.0,1.0,0.0,0.194,0.5909,0.64,0.78,1.0,1.0,2.0,2.0,5.0,11.0,224.0,186.0
44.0,1.0,0.0,0.194,0.6061,0.64,0.73,1.0,1.0,2.0,2.0,5.0,12.0,264.0,220.0
35.0,1.0,0.0,0.194,0.6061,0.64,0.73,1.0,3.0,2.0,2.0,5.0,13.0,239.0,204.0
39.0,1.0,0.0,0.194,0.6061,0.64,0.73,1.0,2.0,2.0,2.0,5.0,14.0,184.0,145.0
51.0,1.0,0.0,0.0896,0.6515,0.7,0.61,1.0,2.0,2.0,2.0,5.0,15.0,256.0,205.0
74.0,1.0,0.0,0.1642,0.6364,0.68,0.65,1.0,1.0,2.0,2.0,5.0,16.0,374.0,300.0
75.0,1.0,0.0,0.1045,0.6364,0.68,0.65,1.0,1.0,2.0,2.0,5.0,17.0,678.0,603.0
68.0,1.0,0.0,0.0896,0.6515,0.7,0.61,1.0,1.0,2.0,2.0,5.0,18.0,733.0,665.0
57.0,1.0,0.0,0.1642,0.6212,0.66,0.69,1.0,1.0,2.0,2.0,5.0,19.0,512.0,455.0
30.0,1.0,0.0,0.1343,0.6061,0.64,0.73,1.0,3.0,2.0,2.0,5.0,20.0,263.0,233.0
11.0,1.0,0.0,0.2836,0.6061,0.64,0.73,1.0,3.0,2.0,2.0,5.0,21.0,109.0,98.0
9.0,1.0,0.0,0.2239,0.5455,0.58,0.78,1.0,1.0,2.0,2.0,5.0,22.0,83.0,74.0
13.0,1.0,0.0,0.1045,0.5303,0.56,0.88,1.0,3.0,2.0,2.0,5.0,23.0,71.0,58.0
12.0,1.0,0.0,0.0,0.5455,0.58,0.88,1.0,2.0,2.0,3.0,5.0,0.0,39.0,27.0
7.0,1.0,0.0,0.1343,0.5455,0.58,0.88,1.0,2.0,2.0,3.0,5.0,1.0,21.0,14.0
5.0,1.0,0.0,0.194,0.5303,0.56,0.94,1.0,1.0,2.0,3.0,5.0,2.0,19.0,14.0
1.0,1.0,0.0,0.1045,0.5303,0.56,0.88,1.0,1.0,2.0,3.0,5.0,3.0,6.0,5.0
1.0,1.0,0.0,0.1343,0.5152,0.54,0.94,1.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0
4.0,1.0,0.0,0.1045,0.5152,0.54,0.94,1.0,1.0,2.0,3.0,5.0,5.0,38.0,34.0
8.0,1.0,0.0,0.0896,0.5152,0.54,0.94,1.0,1.0,2.0,3.0,5.0,6.0,158.0,150.0
14.0,1.0,0.0,0.0,0.5303,0.56,0.83,1.0,1.0,2.0,3.0,5.0,7.0,440.0,426.0
33.0,1.0,0.0,0.0,0.5455,0.58,0.83,1.0,1.0,2.0,3.0,5.0,8.0,650.0,617.0
33.0,1.0,0.0,0.1343,0.5758,0.6,0.78,1.0,2.0,2.0,3.0,5.0,9.0,347.0,314.0
43.0,1.0,0.0,0.0,0.6212,0.66,0.61,1.0,1.0,2.0,3.0,5.0,10.0,192.0,149.0
55.0,1.0,0.0,0.1343,0.6515,0.7,0.54,1.0,1.0,2.0,3.0,5.0,11.0,267.0,212.0
59.0,1.0,0.0,0.194,0.6515,0.7,0.54,1.0,1.0,2.0,3.0,5.0,12.0,330.0,271.0
77.0,1.0,0.0,0.0,0.6515,0.72,0.42,1.0,1.0,2.0,3.0,5.0,13.0,350.0,273.0
42.0,1.0,0.0,0.0896,0.6515,0.72,0.42,1.0,1.0,2.0,3.0,5.0,14.0,263.0,221.0
52.0,1.0,0.0,0.1045,0.6667,0.72,0.48,1.0,2.0,2.0,3.0,5.0,15.0,274.0,222.0
70.0,1.0,0.0,0.1045,0.6515,0.72,0.45,1.0,1.0,2.0,3.0,5.0,16.0,446.0,376.0
104.0,1.0,0.0,0.194,0.6667,0.72,0.51,1.0,1.0,2.0,3.0,5.0,17.0,873.0,769.0
97.0,1.0,0.0,0.2239,0.6667,0.72,0.51,1.0,1.0,2.0,3.0,5.0,18.0,846.0,749.0
91.0,1.0,0.0,0.2836,0.6515,0.7,0.54,1.0,1.0,2.0,3.0,5.0,19.0,590.0,499.0
61.0,1.0,0.0,0.2537,0.6212,0.66,0.65,1.0,1.0,2.0,3.0,5.0,20.0,459.0,398.0
63.0,1.0,0.0,0.194,0.6061,0.64,0.73,1.0,1.0,2.0,3.0,5.0,21.0,393.0,330.0
33.0,1.0,0.0,0.1642,0.6061,0.64,0.73,1.0,1.0,2.0,3.0,5.0,22.0,286.0,253.0
26.0,1.0,0.0,0.1045,0.5909,0.62,0.78,1.0,1.0,2.0,3.0,5.0,23.0,133.0,107.0
30.0,1.0,0.0,0.1343,0.5758,0.6,0.78,1.0,1.0,2.0,4.0,5.0,0.0,79.0,49.0
12.0,1.0,0.0,0.1642,0.5606,0.6,0.83,1.0,1.0,2.0,4.0,5.0,1.0,28.0,16.0
8.0,1.0,0.0,0.1642,0.5758,0.6,0.78,1.0,1.0,2.0,4.0,5.0,2.0,16.0,8.0
0.0,1.0,0.0,0.2537,0.5909,0.6,0.73,1.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0
3.0,1.0,0.0,0.3284,0.6061,0.6,0.64,1.0,1.0,2.0,4.0,5.0,4.0,16.0,13.0
1.0,1.0,0.0,0.3284,0.5303,0.56,0.68,1.0,1.0,2.0,4.0,5.0,5.0,35.0,34.0
10.0,1.0,0.0,0.3582,0.5152,0.54,0.73,1.0,1.0,2.0,4.0,5.0,6.0,159.0,149.0
25.0,1.0,0.0,0.3881,0.5152,0.54,0.73,1.0,1.0,2.0,4.0,5.0,7.0,474.0,449.0
29.0,1.0,0.0,0.4478,0.5,0.52,0.55,1.0,1.0,2.0,4.0,5.0,8.0,634.0,605.0
57.0,1.0,0.0,0.4179,0.5152,0.54,0.52,1.0,1.0,2.0,4.0,5.0,9.0,346.0,289.0
43.0,1.0,0.0,0.2537,0.5303,0.56,0.52,1.0,1.0,2.0,4.0,5.0,10.0,205.0,162.0
77.0,1.0,0.0,0.2239,0.5455,0.58,0.49,1.0,1.0,2.0,4.0,5.0,11.0,279.0,202.0
72.0,1.0,0.0,0.194,0.6212,0.6,0.43,1.0,1.0,2.0,4.0,5.0,12.0,348.0,276.0
86.0,1.0,0.0,0.194,0.6212,0.62,0.41,1.0,1.0,2.0,4.0,5.0,13.0,327.0,241.0
68.0,1.0,0.0,0.194,0.6212,0.64,0.38,1.0,1.0,2.0,4.0,5.0,14.0,270.0,202.0
83.0,1.0,0.0,0.2537,0.6212,0.64,0.36,1.0,1.0,2.0,4.0,5.0,15.0,316.0,233.0
86.0,1.0,0.0,0.194,0.6212,0.66,0.31,1.0,1.0,2.0,4.0,5.0,16.0,430.0,344.0
133.0,1.0,0.0,0.1343,0.6212,0.66,0.31,1.0,1.0,2.0,4.0,5.0,17.0,852.0,719.0
134.0,1.0,0.0,0.1642,0.6212,0.66,0.27,1.0,1.0,2.0,4.0,5.0,18.0,868.0,734.0
86.0,1.0,0.0,0.194,0.6212,0.64,0.31,1.0,1.0,2.0,4.0,5.0,19.0,537.0,451.0
83.0,1.0,0.0,0.194,0.6212,0.6,0.4,1.0,1.0,2.0,4.0,5.0,20.0,446.0,363.0
45.0,1.0,0.0,0.1045,0.5455,0.58,0.4,1.0,1.0,2.0,4.0,5.0,21.0,299.0,254.0
42.0,1.0,0.0,0.0896,0.5303,0.56,0.43,1.0,1.0,2.0,4.0,5.0,22.0,251.0,209.0
29.0,1.0,0.0,0.1343,0.5152,0.54,0.49,1.0,1.0,2.0,4.0,5.0,23.0,166.0,137.0
13.0,1.0,0.0,0.1045,0.5,0.52,0.59,1.0,1.0,2.0,5.0,5.0,0.0,70.0,57.0
16.0,1.0,0.0,0.0896,0.4848,0.5,0.59,1.0,1.0,2.0,5.0,5.0,1.0,49.0,33.0
12.0,1.0,0.0,0.1343,0.4697,0.48,0.67,1.0,1.0,2.0,5.0,5.0,2.0,21.0,9.0
6.0,1.0,0.0,0.0896,0.4545,0.46,0.72,1.0,1.0,2.0,5.0,5.0,3.0,14.0,8.0
0.0,1.0,0.0,0.1642,0.4545,0.46,0.77,1.0,1.0,2.0,5.0,5.0,4.0,11.0,11.0
1.0,1.0,0.0,0.1045,0.4545,0.46,0.77,1.0,1.0,2.0,5.0,5.0,5.0,34.0,33.0
14.0,1.0,0.0,0.1343,0.4394,0.44,0.77,1.0,1.0,2.0,5.0,5.0,6.0,182.0,168.0
40.0,1.0,0.0,0.1045,0.4545,0.46,0.82,1.0,1.0,2.0,5.0,5.0,7.0,515.0,475.0
49.0,1.0,0.0,0.1343,0.5,0.52,0.59,1.0,1.0,2.0,5.0,5.0,8.0,745.0,696.0
57.0,1.0,0.0,0.1045,0.5303,0.56,0.56,1.0,1.0,2.0,5.0,5.0,9.0,361.0,304.0
74.0,1.0,0.0,0.1343,0.6212,0.6,0.46,1.0,1.0,2.0,5.0,5.0,10.0,255.0,181.0
109.0,1.0,0.0,0.0,0.6212,0.62,0.43,1.0,1.0,2.0,5.0,5.0,11.0,334.0,225.0
108.0,1.0,0.0,0.194,0.6212,0.62,0.41,1.0,1.0,2.0,5.0,5.0,12.0,360.0,252.0
98.0,1.0,0.0,0.1642,0.6212,0.64,0.36,1.0,1.0,2.0,5.0,5.0,13.0,395.0,297.0
108.0,1.0,0.0,0.1343,0.6212,0.66,0.34,1.0,1.0,2.0,5.0,5.0,14.0,350.0,242.0
131.0,1.0,0.0,0.194,0.6212,0.66,0.36,1.0,1.0,2.0,5.0,5.0,15.0,391.0,260.0
151.0,1.0,0.0,0.2537,0.6212,0.66,0.34,1.0,1.0,2.0,5.0,5.0,16.0,568.0,417.0
124.0,1.0,0.0,0.1343,0.6212,0.66,0.34,1.0,1.0,2.0,5.0,5.0,17.0,812.0,688.0
99.0,1.0,0.0,0.2239,0.6212,0.64,0.38,1.0,1.0,2.0,5.0,5.0,18.0,669.0,570.0
91.0,1.0,0.0,0.194,0.6212,0.62,0.41,1.0,1.0,2.0,5.0,5.0,19.0,483.0,392.0
73.0,1.0,0.0,0.1642,0.6212,0.62,0.41,1.0,1.0,2.0,5.0,5.0,20.0,337.0,264.0
49.0,1.0,0.0,0.0,0.6212,0.6,0.4,1.0,1.0,2.0,5.0,5.0,21.0,258.0,209.0
57.0,1.0,0.0,0.3284,0.5303,0.56,0.52,1.0,1.0,2.0,5.0,5.0,22.0,251.0,194.0
41.0,1.0,0.0,0.0,0.5,0.52,0.55,1.0,1.0,2.0,5.0,5.0,23.0,174.0,133.0
30.0,1.0,0.0,0.1045,0.5,0.52,0.48,0.0,1.0,2.0,6.0,5.0,0.0,148.0,118.0
20.0,1.0,0.0,0.0,0.4848,0.5,0.48,0.0,1.0,2.0,6.0,5.0,1.0,104.0,84.0
13.0,1.0,0.0,0.1045,0.4848,0.5,0.51,0.0,1.0,2.0,6.0,5.0,2.0,69.0,56.0
10.0,1.0,0.0,0.1045,0.4848,0.5,0.48,0.0,1.0,2.0,6.0,5.0,3.0,33.0,23.0
6.0,1.0,0.0,0.0896,0.4697,0.48,0.59,0.0,1.0,2.0,6.0,5.0,4.0,14.0,8.0
1.0,1.0,0.0,0.0,0.4545,0.46,0.67,0.0,1.0,2.0,6.0,5.0,5.0,12.0,11.0
12.0,1.0,0.0,0.0896,0.4394,0.44,0.72,0.0,1.0,2.0,6.0,5.0,6.0,50.0,38.0
28.0,1.0,0.0,0.1045,0.4545,0.46,0.67,0.0,1.0,2.0,6.0,5.0,7.0,95.0,67.0
33.0,1.0,0.0,0.1642,0.5,0.52,0.52,0.0,1.0,2.0,6.0,5.0,8.0,195.0,162.0
79.0,1.0,0.0,0.1642,0.5303,0.56,0.43,0.0,1.0,2.0,6.0,5.0,9.0,292.0,213.0
177.0,1.0,0.0,0.0,0.5303,0.56,0.43,0.0,1.0,2.0,6.0,5.0,10.0,452.0,275.0
235.0,1.0,0.0,0.0896,0.6212,0.62,0.38,0.0,1.0,2.0,6.0,5.0,11.0,586.0,351.0
276.0,1.0,0.0,0.0,0.6212,0.66,0.36,0.0,1.0,2.0,6.0,5.0,12.0,642.0,366.0
332.0,1.0,0.0,0.1343,0.6364,0.7,0.37,0.0,1.0,2.0,6.0,5.0,13.0,704.0,372.0
361.0,1.0,0.0,0.0896,0.6515,0.72,0.3,0.0,1.0,2.0,6.0,5.0,14.0,730.0,369.0
356.0,1.0,0.0,0.1045,0.6515,0.72,0.3,0.0,1.0,2.0,6.0,5.0,15.0,672.0,316.0
331.0,1.0,0.0,0.1045,0.6515,0.74,0.3,0.0,1.0,2.0,6.0,5.0,16.0,642.0,311.0
279.0,1.0,0.0,0.0896,0.6515,0.74,0.3,0.0,1.0,2.0,6.0,5.0,17.0,626.0,347.0
254.0,1.0,0.0,0.0896,0.6515,0.74,0.33,0.0,1.0,2.0,6.0,5.0,18.0,645.0,391.0
203.0,1.0,0.0,0.1343,0.6364,0.7,0.39,0.0,1.0,2.0,6.0,5.0,19.0,432.0,229.0
118.0,1.0,0.0,0.0896,0.6364,0.68,0.41,0.0,1.0,2.0,6.0,5.0,20.0,315.0,197.0
81.0,1.0,0.0,0.0,0.6212,0.64,0.5,0.0,1.0,2.0,6.0,5.0,21.0,259.0,178.0
104.0,1.0,0.0,0.0,0.6212,0.64,0.47,0.0,1.0,2.0,6.0,5.0,22.0,338.0,234.0
71.0,1.0,0.0,0.1642,0.6212,0.6,0.56,0.0,1.0,2.0,6.0,5.0,23.0,239.0,168.0
42.0,1.0,0.0,0.1045,0.5455,0.58,0.53,0.0,1.0,2.0,0.0,5.0,0.0,170.0,128.0
28.0,1.0,0.0,0.0,0.5303,0.56,0.52,0.0,1.0,2.0,0.0,5.0,1.0,130.0,102.0
36.0,1.0,0.0,0.0,0.5303,0.56,0.52,0.0,1.0,2.0,0.0,5.0,2.0,98.0,62.0
26.0,1.0,0.0,0.0896,0.5152,0.54,0.56,0.0,1.0,2.0,0.0,5.0,3.0,66.0,40.0
2.0,1.0,0.0,0.0896,0.5,0.52,0.68,0.0,1.0,2.0,0.0,5.0,4.0,16.0,14.0
1.0,1.0,0.0,0.1045,0.4848,0.5,0.72,0.0,1.0,2.0,0.0,5.0,5.0,8.0,7.0
4.0,1.0,0.0,0.1343,0.4848,0.5,0.63,0.0,1.0,2.0,0.0,5.0,6.0,25.0,21.0
35.0,1.0,0.0,0.194,0.5,0.52,0.68,0.0,1.0,2.0,0.0,5.0,7.0,90.0,55.0
51.0,1.0,0.0,0.1642,0.5303,0.56,0.56,0.0,1.0,2.0,0.0,5.0,8.0,171.0,120.0
129.0,1.0,0.0,0.2537,0.6212,0.62,0.32,0.0,1.0,2.0,0.0,5.0,9.0,313.0,184.0
174.0,1.0,0.0,0.2985,0.6212,0.66,0.34,0.0,1.0,2.0,0.0,5.0,10.0,432.0,258.0
258.0,1.0,0.0,0.3284,0.6212,0.66,0.36,0.0,1.0,2.0,0.0,5.0,11.0,581.0,323.0
247.0,1.0,0.0,0.3284,0.6364,0.68,0.36,0.0,1.0,2.0,0.0,5.0,12.0,637.0,390.0
244.0,1.0,0.0,0.2836,0.6364,0.7,0.37,0.0,1.0,2.0,0.0,5.0,13.0,607.0,363.0
236.0,1.0,0.0,0.3881,0.6515,0.72,0.39,0.0,1.0,2.0,0.0,5.0,14.0,543.0,307.0
246.0,1.0,0.0,0.4179,0.6364,0.7,0.39,0.0,2.0,2.0,0.0,5.0,15.0,502.0,256.0
238.0,1.0,0.0,0.3582,0.6515,0.72,0.42,0.0,1.0,2.0,0.0,5.0,16.0,577.0,339.0
209.0,1.0,0.0,0.3284,0.6515,0.72,0.45,0.0,1.0,2.0,0.0,5.0,17.0,549.0,340.0
146.0,1.0,0.0,0.3284,0.6515,0.7,0.51,0.0,1.0,2.0,0.0,5.0,18.0,474.0,328.0
142.0,1.0,0.0,0.4179,0.6212,0.66,0.61,0.0,1.0,2.0,0.0,5.0,19.0,402.0,260.0
83.0,1.0,0.0,0.4179,0.6212,0.66,0.61,0.0,1.0,2.0,0.0,5.0,20.0,274.0,191.0
51.0,1.0,0.0,0.3881,0.6061,0.64,0.69,0.0,1.0,2.0,0.0,5.0,21.0,233.0,182.0
44.0,1.0,0.0,0.3284,0.5909,0.62,0.73,0.0,1.0,2.0,0.0,5.0,22.0,145.0,101.0
32.0,1.0,0.0,0.3582,0.5758,0.6,0.78,0.0,3.0,2.0,0.0,5.0,23.0,86.0,54.0
12.0,1.0,0.0,0.2985,0.5455,0.58,0.88,1.0,3.0,2.0,1.0,5.0,0.0,40.0,28.0
4.0,1.0,0.0,0.3582,0.5455,0.58,0.88,1.0,3.0,2.0,1.0,5.0,1.0,15.0,11.0
2.0,1.0,0.0,0.2537,0.5303,0.56,0.94,1.0,3.0,2.0,1.0,5.0,2.0,11.0,9.0
0.0,1.0,0.0,0.2985,0.5303,0.56,0.88,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0
2.0,1.0,0.0,0.2985,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,4.0,7.0,5.0
1.0,1.0,0.0,0.2985,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,5.0,15.0,14.0
3.0,1.0,0.0,0.2985,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,6.0,79.0,76.0
7.0,1.0,0.0,0.2985,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,7.0,153.0,146.0
12.0,1.0,0.0,0.2537,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,8.0,270.0,258.0
14.0,1.0,0.0,0.2239,0.5303,0.56,0.88,1.0,3.0,2.0,1.0,5.0,9.0,186.0,172.0
28.0,1.0,0.0,0.2836,0.5455,0.58,0.88,1.0,3.0,2.0,1.0,5.0,10.0,99.0,71.0
24.0,1.0,0.0,0.1642,0.5606,0.6,0.83,1.0,2.0,2.0,1.0,5.0,11.0,106.0,82.0
46.0,1.0,0.0,0.2537,0.5606,0.6,0.83,1.0,2.0,2.0,1.0,5.0,12.0,170.0,124.0
49.0,1.0,0.0,0.2537,0.5606,0.6,0.83,1.0,3.0,2.0,1.0,5.0,13.0,184.0,135.0
45.0,1.0,0.0,0.194,0.5606,0.6,0.83,1.0,3.0,2.0,1.0,5.0,14.0,180.0,135.0
67.0,1.0,0.0,0.194,0.6061,0.64,0.73,1.0,2.0,2.0,1.0,5.0,15.0,225.0,158.0
46.0,1.0,0.0,0.2537,0.6061,0.64,0.73,1.0,2.0,2.0,1.0,5.0,16.0,315.0,269.0
40.0,1.0,0.0,0.2537,0.6212,0.66,0.69,1.0,2.0,2.0,1.0,5.0,17.0,508.0,468.0
52.0,1.0,0.0,0.1045,0.6061,0.64,0.73,1.0,1.0,2.0,1.0,5.0,18.0,530.0,478.0
57.0,1.0,0.0,0.0896,0.6212,0.66,0.69,1.0,1.0,2.0,1.0,5.0,19.0,448.0,391.0
44.0,1.0,0.0,0.1343,0.6061,0.64,0.69,1.0,1.0,2.0,1.0,5.0,20.0,336.0,292.0
31.0,1.0,0.0,0.0896,0.6061,0.62,0.69,1.0,1.0,2.0,1.0,5.0,21.0,241.0,210.0
26.0,1.0,0.0,0.1642,0.5909,0.62,0.73,1.0,2.0,2.0,1.0,5.0,22.0,142.0,116.0
18.0,1.0,0.0,0.2836,0.5909,0.62,0.73,1.0,1.0,2.0,1.0,5.0,23.0,97.0,79.0
10.0,1.0,0.0,0.2537,0.5455,0.58,0.83,1.0,1.0,2.0,2.0,5.0,0.0,36.0,26.0
11.0,1.0,0.0,0.1343,0.5455,0.58,0.83,1.0,2.0,2.0,2.0,5.0,1.0,27.0,16.0
1.0,1.0,0.0,0.1045,0.5455,0.58,0.83,1.0,2.0,2.0,2.0,5.0,2.0,11.0,10.0
0.0,1.0,0.0,0.1045,0.5455,0.58,0.83,1.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0
0.0,1.0,0.0,0.1642,0.5303,0.56,0.88,1.0,2.0,2.0,2.0,5.0,4.0,7.0,7.0
0.0,1.0,0.0,0.194,0.5303,0.56,0.88,1.0,3.0,2.0,2.0,5.0,5.0,17.0,17.0
8.0,1.0,0.0,0.1045,0.5303,0.56,0.88,1.0,3.0,2.0,2.0,5.0,6.0,137.0,129.0
9.0,1.0,0.0,0.1045,0.5303,0.56,0.88,1.0,3.0,2.0,2.0,5.0,7.0,324.0,315.0
20.0,1.0,0.0,0.1343,0.5303,0.56,0.88,1.0,2.0,2.0,2.0,5.0,8.0,590.0,570.0
46.0,1.0,0.0,0.1045,0.5606,0.6,0.83,1.0,2.0,2.0,2.0,5.0,9.0,333.0,287.0
52.0,1.0,0.0,0.0896,0.5758,0.6,0.78,1.0,2.0,2.0,2.0,5.0,10.0,200.0,148.0
39.0,1.0,0.0,0.0,0.5758,0.6,0.78,1.0,2.0,2.0,2.0,5.0,11.0,189.0,150.0
76.0,1.0,0.0,0.1045,0.5909,0.62,0.78,1.0,2.0,2.0,2.0,5.0,12.0,254.0,178.0
48.0,1.0,0.0,0.0,0.6061,0.64,0.73,1.0,2.0,2.0,2.0,5.0,13.0,243.0,195.0
73.0,1.0,0.0,0.1045,0.6061,0.64,0.73,1.0,2.0,2.0,2.0,5.0,14.0,222.0,149.0
54.0,1.0,0.0,0.0896,0.6515,0.7,0.61,1.0,1.0,2.0,2.0,5.0,15.0,245.0,191.0
70.0,1.0,0.0,0.1045,0.6364,0.68,0.61,1.0,1.0,2.0,2.0,5.0,16.0,386.0,316.0
69.0,1.0,0.0,0.0,0.6667,0.72,0.54,1.0,1.0,2.0,2.0,5.0,17.0,785.0,716.0
76.0,1.0,0.0,0.1343,0.6364,0.68,0.61,1.0,1.0,2.0,2.0,5.0,18.0,785.0,709.0
44.0,1.0,0.0,0.2239,0.6212,0.66,0.69,1.0,1.0,2.0,2.0,5.0,19.0,364.0,320.0
54.0,1.0,0.0,0.2537,0.6061,0.64,0.73,1.0,1.0,2.0,2.0,5.0,20.0,373.0,319.0
28.0,1.0,0.0,0.1343,0.5909,0.62,0.78,1.0,1.0,2.0,2.0,5.0,21.0,261.0,233.0
17.0,1.0,0.0,0.0896,0.5909,0.62,0.73,1.0,1.0,2.0,2.0,5.0,22.0,174.0,157.0
14.0,1.0,0.0,0.1045,0.5909,0.62,0.73,1.0,1.0,2.0,2.0,5.0,23.0,105.0,91.0
