mcg,gvh,vac,erl,alm,nuc,pox,mit,class
0.53,0.25,0.45,0.5,0.59,0.26,0.0,0.27,NUC
0.31,0.5,0.53,0.5,0.54,0.31,0.0,0.32,NUC
0.25,0.33,0.42,0.5,0.48,0.33,0.0,0.18,NUC
0.55,0.46,0.47,0.5,0.47,0.22,0.0,0.15,ME3
0.61,0.5,0.55,0.5,0.61,0.54,0.0,0.21,CYT
0.5,0.52,0.46,0.5,0.51,0.37,0.0,0.22,CYT
0.62,0.33,0.51,0.5,0.49,0.42,0.0,0.24,CYT
0.56,0.52,0.49,0.5,0.46,0.73,0.0,0.17,CYT
0.52,0.56,0.53,0.5,0.55,0.39,0.0,0.16,CYT
0.53,0.48,0.52,0.5,0.51,0.27,0.0,0.18,CYT
0.51,0.48,0.51,0.5,0.51,0.27,0.0,0.19,CYT
0.51,0.48,0.51,0.5,0.51,0.27,0.0,0.26,CYT
0.53,0.48,0.51,0.5,0.51,0.27,0.0,0.18,CYT
0.6,0.46,0.48,0.5,0.51,0.31,0.0,0.1,CYT
0.6,0.46,0.48,0.5,0.51,0.31,0.0,0.1,CYT
0.44,0.39,0.49,0.5,0.63,0.26,0.0,0.11,NUC
0.51,0.5,0.48,0.5,0.49,0.22,0.0,0.45,MIT
0.45,0.45,0.48,0.5,0.51,0.44,0.0,0.3,CYT
0.38,0.42,0.47,0.5,0.47,0.53,0.0,0.12,NUC
0.19,0.66,0.2,0.5,0.6,0.25,0.0,0.14,NUC
0.41,0.42,0.4,0.5,0.23,0.22,0.0,0.16,ME3
0.25,0.42,0.41,0.5,0.21,0.22,0.0,0.14,ME3
0.7,0.58,0.59,0.5,0.53,0.22,0.0,0.39,EXC
0.49,0.31,0.54,0.5,0.43,0.22,0.0,0.24,ME3
0.46,0.41,0.54,0.5,0.43,0.22,0.0,0.18,ME3
0.83,0.81,0.4,0.5,0.45,0.26,0.0,0.38,EXC
0.38,0.51,0.48,0.5,0.56,0.31,0.0,0.21,NUC
0.32,0.36,0.5,0.5,0.28,0.4,0.0,0.38,ME3
0.4,0.65,0.57,0.5,0.38,0.22,0.0,0.17,ME3
0.36,0.37,0.3,0.5,0.63,0.22,0.0,0.25,CYT
0.49,0.55,0.48,0.5,0.41,0.31,0.0,0.19,ME3
0.3,0.45,0.53,0.5,0.55,0.4,0.0,0.19,CYT
0.88,0.72,0.52,0.5,0.32,0.33,0.0,0.3,ME1
0.44,0.4,0.48,0.5,0.53,0.27,0.0,0.19,CYT
0.45,0.57,0.54,0.5,0.52,0.38,0.0,0.21,NUC
0.46,0.61,0.49,0.5,0.38,0.22,0.0,0.35,ME3
0.55,0.41,0.49,0.5,0.67,0.14,0.0,0.61,MIT
0.28,0.18,0.49,0.5,0.72,0.25,0.0,0.26,MIT
0.66,0.65,0.47,0.5,0.53,0.66,0.0,0.17,NUC
0.36,0.5,0.5,0.5,0.39,0.22,0.0,0.23,ME3
0.48,0.54,0.51,0.5,0.56,0.43,0.0,0.29,NUC
0.33,0.37,0.55,0.5,0.49,0.22,0.0,0.22,CYT
0.58,0.43,0.49,0.5,0.32,0.22,0.0,0.11,VAC
0.58,0.64,0.54,0.5,0.42,0.22,0.0,0.3,NUC
0.74,0.82,0.5,0.5,0.46,0.31,0.0,0.24,EXC
0.74,0.82,0.48,0.5,0.46,0.22,0.0,0.24,EXC
0.75,0.76,0.49,0.5,0.58,0.22,0.0,0.22,EXC
0.58,0.37,0.51,0.5,0.58,0.22,0.0,0.16,NUC
0.39,0.39,0.45,0.5,0.65,0.22,0.0,0.16,CYT
0.51,0.59,0.52,0.5,0.55,0.22,0.0,0.21,CYT
0.41,0.35,0.56,0.5,0.6,0.79,0.0,0.22,CYT
0.43,0.28,0.52,0.5,0.41,0.22,0.0,0.32,ME3
0.41,0.49,0.55,0.5,0.55,0.22,0.0,0.13,CYT
0.23,0.29,0.43,0.5,0.46,0.31,0.0,0.0,CYT
0.25,0.48,0.4,0.5,0.45,0.22,0.0,0.32,CYT
0.38,0.34,0.48,0.5,0.55,0.26,0.0,0.44,CYT
0.61,0.54,0.54,0.5,0.54,0.29,0.0,0.38,MIT
0.48,0.17,0.44,0.5,0.37,0.36,0.0,0.33,NUC
0.47,0.47,0.51,0.5,0.5,0.26,0.0,0.19,NUC
0.55,0.38,0.49,0.5,0.52,0.64,0.0,0.16,NUC
0.41,0.39,0.5,0.5,0.61,0.61,0.0,0.17,NUC
0.41,0.56,0.55,0.5,0.53,0.26,0.0,0.16,NUC
0.78,0.73,0.56,0.5,0.27,0.22,0.0,0.28,ME1
0.31,0.51,0.46,0.5,0.38,0.31,0.0,0.18,ME3
0.63,0.64,0.52,0.5,0.49,0.25,0.0,0.2,CYT
0.31,0.4,0.52,0.5,0.31,0.22,0.0,0.17,ME3
0.44,0.65,0.48,0.5,0.49,0.31,0.0,0.16,NUC
0.48,0.44,0.46,0.5,0.46,0.36,0.0,0.37,CYT
0.5,0.49,0.53,0.5,0.46,0.25,0.0,0.22,CYT
0.62,0.42,0.52,0.5,0.47,0.22,0.0,0.16,CYT
0.5,0.45,0.52,0.5,0.52,0.22,0.0,0.18,CYT
0.59,0.51,0.47,0.5,0.47,0.22,0.0,0.21,CYT
0.39,0.47,0.53,0.5,0.49,0.26,0.0,0.2,CYT
0.49,0.48,0.5,0.5,0.52,0.22,0.0,0.24,CYT
0.59,0.48,0.52,0.5,0.49,0.22,0.0,0.42,CYT
0.57,0.35,0.53,0.5,0.5,0.22,0.0,0.43,CYT
0.61,0.52,0.53,0.5,0.5,0.22,0.0,0.44,CYT
0.49,0.51,0.51,0.5,0.52,0.33,0.0,0.13,NUC
0.45,0.4,0.52,0.5,0.56,0.22,0.0,0.15,NUC
0.63,0.43,0.51,0.5,0.48,0.22,0.0,0.11,CYT
0.63,0.43,0.51,0.5,0.48,0.22,0.0,0.11,CYT
0.52,0.45,0.52,0.5,0.53,0.44,0.0,0.34,CYT
0.54,0.48,0.55,0.5,0.55,0.4,0.0,0.33,CYT
0.55,0.79,0.51,0.5,0.45,0.22,0.0,0.25,NUC
0.58,0.51,0.5,0.5,0.63,0.42,0.0,0.2,NUC
0.63,0.58,0.52,0.5,0.57,0.33,0.0,0.1,NUC
0.54,0.67,0.57,0.5,0.56,0.33,0.0,0.15,NUC
0.41,0.59,0.49,0.5,0.65,0.33,0.0,0.14,NUC
0.47,0.38,0.49,0.5,0.5,0.47,0.0,0.15,NUC
0.33,0.17,0.51,0.5,0.52,0.75,0.0,0.13,NUC
0.42,0.5,0.51,0.5,0.59,0.22,0.0,0.17,CYT
0.54,0.55,0.53,0.5,0.55,0.22,0.0,0.4,CYT
0.31,0.31,0.5,0.5,0.57,0.22,0.0,0.15,CYT
0.38,0.42,0.44,0.5,0.5,0.22,0.0,0.19,CYT
0.33,0.36,0.55,0.5,0.62,0.22,0.0,0.26,CYT
0.38,0.42,0.44,0.5,0.5,0.22,0.0,0.19,CYT
0.47,0.56,0.44,0.5,0.58,0.64,0.0,0.19,CYT
0.32,0.32,0.48,0.5,0.52,0.34,0.0,0.18,CYT
0.28,0.27,0.5,0.5,0.5,0.28,0.0,0.14,CYT
0.41,0.46,0.57,0.5,0.57,0.38,0.0,0.25,CYT
0.44,0.54,0.58,0.5,0.51,0.22,0.0,0.16,CYT
0.44,0.55,0.6,0.5,0.51,0.22,0.0,0.16,CYT
0.77,0.7,0.56,0.5,0.44,0.22,0.0,0.29,ME1
0.4,0.56,0.49,0.5,0.53,0.22,0.0,0.15,CYT
0.79,0.79,0.6,0.5,0.42,0.22,0.0,0.26,ME1
0.8,0.83,0.54,0.5,0.43,0.22,0.0,0.24,ME1
0.58,0.55,0.52,0.5,0.51,0.22,0.0,0.13,CYT
0.55,0.69,0.51,0.5,0.51,0.22,0.0,0.12,CYT
0.47,0.46,0.51,0.5,0.53,0.25,0.0,0.12,NUC
0.57,0.29,0.49,0.5,0.63,0.27,0.0,0.22,NUC
0.52,0.49,0.47,0.5,0.59,0.22,0.0,0.21,NUC
0.41,0.42,0.48,0.5,0.53,0.58,0.0,0.17,NUC
0.45,0.36,0.53,0.5,0.5,0.7,0.0,0.19,NUC
0.53,0.51,0.45,0.5,0.54,0.22,0.0,0.21,NUC
0.49,0.5,0.5,0.5,0.42,0.36,0.0,0.43,VAC
0.44,0.49,0.52,0.5,0.49,0.22,0.0,0.27,CYT
0.25,0.26,0.45,0.5,0.53,0.22,0.0,0.17,CYT
0.49,0.46,0.35,0.5,0.54,0.22,0.0,0.18,CYT
0.42,0.37,0.51,0.5,0.54,0.22,0.0,0.17,CYT
0.42,0.45,0.48,0.5,0.75,0.22,0.0,0.21,CYT
0.39,0.45,0.51,0.5,0.75,0.22,0.0,0.17,CYT
0.63,0.54,0.49,0.5,0.53,0.22,0.0,0.27,CYT
0.54,0.43,0.44,0.5,0.48,0.41,0.0,0.27,CYT
0.4,0.44,0.52,0.5,0.5,0.39,0.0,0.13,CYT
0.55,0.39,0.5,0.5,0.39,0.83,0.0,0.47,ME3
0.59,0.48,0.48,0.5,0.41,0.56,0.0,0.53,ME3
0.49,0.38,0.53,0.5,0.49,0.25,0.0,0.15,NUC
0.53,0.45,0.55,0.5,0.52,0.38,0.0,0.29,MIT
0.62,0.6,0.54,0.5,0.54,0.27,0.0,0.22,CYT
0.33,0.46,0.5,0.5,0.53,0.27,0.0,0.12,CYT
0.57,0.36,0.54,0.5,0.51,0.25,0.0,0.25,CYT
0.45,0.76,0.59,0.5,0.51,0.22,0.0,0.25,CYT
0.48,0.44,0.49,0.5,0.51,0.22,0.0,0.24,CYT
0.59,0.64,0.5,0.5,0.44,0.22,0.0,0.26,CYT
0.79,0.56,0.47,0.5,0.53,0.35,0.0,0.19,CYT
0.5,0.5,0.52,0.5,0.48,0.27,0.0,0.34,NUC
0.79,0.62,0.6,0.5,0.35,0.28,0.0,0.35,ME2
0.52,0.5,0.52,0.5,0.6,0.22,0.0,0.2,CYT
0.59,0.46,0.52,0.5,0.57,0.22,0.0,0.17,CYT
0.53,0.42,0.47,0.5,0.53,0.22,0.0,0.19,CYT
0.59,0.46,0.52,0.5,0.55,0.25,0.0,0.17,CYT
0.61,0.73,0.5,0.5,0.5,0.22,0.0,0.58,MIT
0.5,0.43,0.35,0.5,0.56,0.22,0.0,0.17,NUC
0.36,0.52,0.52,0.5,0.61,0.37,0.0,0.33,NUC
0.66,0.54,0.54,0.5,0.53,0.22,0.0,0.17,CYT
0.52,0.51,0.54,0.5,0.48,0.31,0.0,0.12,CYT
0.56,0.46,0.54,0.5,0.51,0.22,0.0,0.25,CYT
0.47,0.46,0.59,0.5,0.49,0.22,0.0,0.27,CYT
0.5,0.46,0.6,0.5,0.49,0.22,0.0,0.27,CYT
0.43,0.48,0.52,0.5,0.36,0.22,0.0,0.26,ME3
0.5,0.44,0.57,0.5,0.57,0.22,0.0,0.28,CYT
0.46,0.47,0.38,0.5,0.62,0.22,0.0,0.3,CYT
0.59,0.7,0.54,0.5,0.46,0.44,0.0,0.19,CYT
0.19,0.41,0.52,0.5,0.55,0.25,0.0,0.13,CYT
0.27,0.43,0.54,0.5,0.5,0.31,0.0,0.13,CYT
0.42,0.46,0.51,0.5,0.44,0.42,0.0,0.17,CYT
0.49,0.36,0.56,0.5,0.47,0.54,0.0,0.28,NUC
0.42,0.51,0.54,0.5,0.33,0.22,0.0,0.16,ME3
0.34,0.42,0.46,0.5,0.48,0.31,0.0,0.19,NUC
0.6,0.57,0.5,0.5,0.63,0.49,0.0,0.22,NUC
0.53,0.44,0.49,0.5,0.54,0.38,0.0,0.52,NUC
0.48,0.39,0.6,0.5,0.56,0.22,0.0,0.23,CYT
0.56,0.49,0.52,0.5,0.47,0.22,0.0,0.13,NUC
0.47,0.59,0.5,0.5,0.56,0.22,0.0,0.09,CYT
0.4,0.28,0.41,0.5,0.58,0.22,0.0,0.44,CYT
0.54,0.35,0.3,0.5,0.55,0.22,0.0,0.19,CYT
0.5,0.47,0.53,0.5,0.45,0.32,0.0,0.14,ME3
0.55,0.49,0.51,0.5,0.6,0.22,0.0,0.18,NUC
0.55,0.44,0.55,0.5,0.5,0.22,0.0,0.09,VAC
0.66,0.37,0.69,0.5,0.6,0.22,0.0,0.25,MIT
0.51,0.49,0.52,0.5,0.48,0.58,0.0,0.55,CYT
0.36,0.51,0.52,0.5,0.51,0.22,0.0,0.17,VAC
0.68,0.68,0.62,0.5,0.35,0.22,0.0,0.16,VAC
0.44,0.35,0.52,0.5,0.55,0.22,0.0,0.14,VAC
0.73,0.59,0.54,0.5,0.35,0.22,0.0,0.15,VAC
0.6,0.37,0.55,0.5,0.52,0.26,0.0,0.15,VAC
0.64,0.61,0.54,0.5,0.56,0.22,0.0,0.15,VAC
0.48,0.58,0.49,0.5,0.58,0.22,0.0,0.12,VAC
0.65,0.58,0.51,0.5,0.53,0.22,0.0,0.21,VAC
0.48,0.49,0.39,0.5,0.49,0.27,0.0,0.26,VAC
0.57,0.54,0.52,0.5,0.32,0.25,0.0,0.15,VAC
0.4,0.36,0.51,0.5,0.32,0.27,0.0,0.16,VAC
0.5,0.55,0.51,0.5,0.52,0.31,0.0,0.16,CYT
0.65,0.63,0.52,0.5,0.47,0.27,0.0,0.22,CYT
0.41,0.48,0.51,0.5,0.51,0.22,0.0,0.2,CYT
0.25,0.4,0.43,0.5,0.54,0.22,0.0,0.16,CYT
0.63,0.56,0.5,0.5,0.52,0.22,0.0,0.21,CYT
0.56,0.68,0.49,0.5,0.42,0.22,0.0,0.36,CYT
0.57,0.47,0.52,0.5,0.48,0.26,0.0,0.17,VAC
0.46,0.52,0.47,0.5,0.51,0.22,0.0,0.13,CYT
0.5,0.4,0.59,0.5,0.57,0.22,0.0,0.17,CYT
0.78,0.71,0.49,0.5,0.35,0.22,0.0,0.25,ME1
0.64,0.56,0.54,0.5,0.52,0.47,0.0,0.17,NUC
1.0,0.8,0.52,0.5,0.29,0.22,0.0,0.36,ME1
0.51,0.39,0.46,0.5,0.56,0.64,0.0,0.55,MIT
0.69,0.66,0.56,0.5,0.36,0.22,0.0,0.09,ME1
0.4,0.45,0.53,0.5,0.45,0.48,0.0,0.15,NUC
0.49,0.53,0.52,0.5,0.36,0.27,0.0,0.15,ME3
0.39,0.63,0.49,0.5,0.41,0.22,0.0,0.27,ME3
0.45,0.51,0.57,0.5,0.43,0.22,0.0,0.22,NUC
0.77,0.78,0.49,0.5,0.27,0.22,0.0,0.37,ME1
0.88,0.75,0.43,0.5,0.41,0.22,0.0,0.36,ME2
0.49,0.49,0.48,0.5,0.4,0.26,0.0,0.2,ME3
0.57,0.53,0.52,0.5,0.6,0.45,0.0,0.28,NUC
0.53,0.52,0.51,0.5,0.49,0.22,0.0,0.27,CYT
0.5,0.47,0.56,0.5,0.56,0.26,0.0,0.31,CYT
0.71,0.79,0.54,0.5,0.41,0.22,0.0,0.38,ME1
0.33,0.49,0.53,0.5,0.46,0.33,0.0,0.22,ME3
0.47,0.41,0.53,0.5,0.46,0.22,0.0,0.18,ME3
0.45,0.39,0.42,0.5,0.46,0.22,0.0,0.29,MIT
0.59,0.56,0.46,0.5,0.5,0.22,0.0,0.48,MIT
0.32,0.3,0.5,0.5,0.57,0.25,0.0,0.38,NUC
0.26,0.3,0.53,0.5,0.37,0.25,0.0,0.15,ME3
0.28,0.41,0.47,0.5,0.46,0.39,0.0,0.18,NUC
0.45,0.5,0.52,0.5,0.43,0.28,0.0,0.16,ME3
0.24,0.25,0.51,0.5,0.57,0.11,0.0,0.28,CYT
0.46,0.61,0.49,0.5,0.55,0.22,0.0,0.29,MIT
0.54,0.44,0.54,0.5,0.38,0.3,0.0,0.22,ME3
0.22,0.53,0.54,0.5,0.36,0.31,0.0,0.22,ME3
0.25,0.41,0.56,0.5,0.47,0.68,0.0,0.14,NUC
0.43,0.41,0.54,0.5,0.37,0.31,0.0,0.18,ME3
0.4,0.44,0.54,0.5,0.47,0.56,0.0,0.25,NUC
0.46,0.59,0.5,0.5,0.38,0.22,0.0,0.12,ME3
0.8,0.82,0.57,0.5,0.4,0.25,0.0,0.31,ME1
0.29,0.39,0.51,0.5,0.46,0.22,0.0,0.36,NUC
0.4,0.4,0.48,0.5,0.43,0.22,0.83,0.19,POX
0.57,0.52,0.52,0.5,0.46,0.41,0.83,0.2,POX
0.43,0.6,0.49,0.5,0.4,0.29,0.0,0.12,ME3
0.56,0.71,0.52,0.5,0.47,0.22,0.0,0.21,MIT
0.65,0.62,0.55,0.5,0.26,0.22,0.0,0.33,ME3
0.77,0.7,0.49,0.5,0.37,0.26,0.0,0.12,ME1
0.47,0.61,0.5,0.5,0.32,0.3,0.0,0.27,ME3
0.71,0.51,0.3,0.5,0.49,0.32,0.0,0.23,ME2
0.59,0.48,0.36,0.5,0.49,0.32,0.0,0.49,CYT
0.58,0.63,0.46,0.5,0.52,0.22,0.0,0.7,MIT
0.3,0.68,0.51,0.5,0.41,0.22,0.0,0.17,ME3
0.74,0.73,0.55,0.5,0.32,0.22,0.0,0.2,ME1
0.55,0.35,0.51,0.5,0.36,0.22,0.0,0.29,ME3
0.35,0.32,0.56,0.5,0.31,0.22,0.0,0.16,ME3
0.67,0.61,0.51,0.5,0.39,0.22,0.0,0.24,ME3
0.69,0.57,0.48,0.5,0.39,0.39,0.0,0.19,ME2
0.47,0.41,0.47,0.5,0.53,0.25,0.0,0.27,MIT
0.39,0.56,0.49,0.5,0.34,0.22,0.0,0.18,ME3
0.51,0.38,0.46,0.5,0.42,0.34,0.0,0.21,ME3
0.32,0.45,0.45,0.5,0.39,0.22,0.0,0.14,ME3
0.75,0.73,0.49,0.5,0.35,0.28,0.0,0.33,ME1
0.54,0.54,0.46,0.5,0.56,0.29,0.0,0.18,NUC
0.71,0.64,0.43,0.5,0.42,0.22,0.0,0.28,EXC
0.28,0.48,0.53,0.5,0.36,0.22,0.0,0.16,ME3
0.58,0.44,0.52,0.5,0.45,0.37,0.0,0.32,NUC
0.52,0.65,0.44,0.5,0.36,0.22,0.0,0.26,ME3
0.64,0.44,0.56,0.5,0.56,0.22,0.0,0.15,CYT
0.48,0.58,0.53,0.5,0.47,0.74,0.0,0.17,CYT
0.42,0.71,0.48,0.5,0.45,0.22,0.0,0.15,ME3
0.38,0.37,0.54,0.5,0.36,0.22,0.0,0.14,ME3
0.4,0.4,0.53,0.5,0.44,0.25,0.0,0.37,NUC
0.38,0.56,0.53,0.5,0.38,0.22,0.0,0.16,ME3
0.8,0.79,0.52,0.5,0.43,0.22,0.0,0.25,EXC
0.63,0.65,0.54,0.5,0.42,0.27,0.0,0.18,ME3
0.47,0.4,0.52,0.5,0.63,0.32,0.0,0.19,NUC
0.83,0.94,0.51,0.5,0.32,0.22,0.0,0.21,ME1
0.61,0.76,0.45,0.5,0.3,0.41,0.0,0.16,ME3
0.33,0.38,0.51,0.5,0.47,0.47,0.0,0.14,NUC
0.38,0.67,0.51,0.5,0.33,0.22,0.0,0.17,ME3
0.39,0.33,0.47,0.5,0.33,0.22,0.0,0.23,ME3
0.5,0.63,0.45,0.5,0.45,0.32,0.0,0.13,ME3
0.2,0.6,0.51,0.5,0.5,0.22,0.0,0.29,ME3
0.29,0.26,0.55,0.5,0.43,0.3,0.0,0.17,ME3
0.51,0.46,0.49,0.5,0.41,0.22,0.0,0.36,ME3
0.92,0.66,0.53,0.5,0.52,0.22,0.0,0.23,ME1
0.49,0.56,0.53,0.5,0.37,0.22,0.0,0.2,ME3
0.86,0.78,0.53,0.5,0.34,0.22,0.0,0.15,ME2
0.38,0.44,0.53,0.5,0.57,0.52,0.0,0.14,NUC
0.72,0.73,0.44,0.5,0.41,0.22,0.0,0.28,ME1
0.8,0.73,0.49,0.5,0.47,0.22,0.0,0.19,ME1
0.49,0.55,0.57,0.5,0.35,0.22,0.0,0.23,ME3
0.63,0.71,0.52,0.5,0.44,0.22,0.0,0.53,ME2
0.6,0.68,0.55,0.5,0.3,0.22,0.0,0.27,ME3
0.4,0.43,0.51,0.5,0.49,0.36,0.0,0.17,NUC
0.82,0.63,0.5,0.5,0.47,0.22,0.0,0.18,POX
0.77,0.68,0.53,0.5,0.35,0.43,0.0,0.19,ME1
0.51,0.59,0.48,0.5,0.46,0.22,0.0,0.13,MIT
0.52,0.46,0.51,0.5,0.34,0.25,0.0,0.2,ME3
0.47,0.5,0.38,0.5,0.6,0.16,0.0,0.63,CYT
0.34,0.24,0.54,0.5,0.51,0.4,0.0,0.15,NUC
0.35,0.29,0.54,0.5,0.46,0.66,0.0,0.14,NUC
0.58,0.67,0.47,0.5,0.49,0.28,0.0,0.16,MIT
0.85,0.85,0.55,0.5,0.3,0.42,0.0,0.31,ME1
0.36,0.48,0.5,0.5,0.61,0.16,0.0,0.26,NUC
0.41,0.25,0.6,0.5,0.59,0.69,0.0,0.44,NUC
0.3,0.37,0.48,0.5,0.4,0.41,0.0,0.45,ME3
0.57,0.59,0.47,0.5,0.49,0.22,0.0,0.86,NUC
0.38,0.4,0.46,0.5,0.39,0.62,0.0,0.19,NUC
0.77,0.74,0.45,0.5,0.37,0.22,0.0,0.29,ME1
0.47,0.38,0.57,0.5,0.58,0.22,0.0,0.19,CYT
0.5,0.61,0.49,0.5,0.44,0.22,0.0,0.2,MIT
0.41,0.45,0.5,0.5,0.46,0.7,0.0,0.23,CYT
0.46,0.62,0.51,0.5,0.46,0.27,0.0,0.54,MIT
0.74,0.75,0.52,0.5,0.45,0.22,0.0,0.44,POX
0.52,0.53,0.5,0.5,0.58,0.22,0.0,0.69,MIT
0.41,0.47,0.53,0.5,0.5,0.37,0.0,0.14,NUC
0.25,0.4,0.56,0.5,0.52,0.28,0.0,0.15,NUC
0.58,0.56,0.54,0.5,0.38,0.57,0.0,0.39,NUC
0.32,0.29,0.52,0.5,0.29,0.22,0.0,0.08,ME3
0.38,0.48,0.41,0.5,0.57,0.11,0.0,0.3,CYT
0.39,0.58,0.48,0.5,0.47,0.22,0.0,0.18,MIT
0.38,0.47,0.44,0.5,0.47,0.26,0.0,0.18,MIT
0.63,0.57,0.51,0.5,0.5,0.22,0.0,0.48,MIT
0.51,0.45,0.59,0.5,0.62,0.22,0.0,0.25,MIT
0.59,0.67,0.48,0.5,0.54,0.6,0.0,0.19,NUC
0.6,0.61,0.46,0.5,0.54,0.22,0.0,0.11,CYT
0.48,0.61,0.45,0.5,0.57,0.22,0.0,0.17,CYT
0.71,0.5,0.46,0.5,0.5,0.22,0.0,0.18,CYT
0.61,0.48,0.5,0.5,0.54,0.22,0.0,0.25,CYT
0.38,0.32,0.44,0.5,0.64,0.11,0.0,0.41,CYT
0.38,0.4,0.43,0.5,0.66,0.11,0.0,0.35,CYT
0.81,0.62,0.53,0.5,0.43,0.22,0.0,0.17,ME2
0.47,0.43,0.48,0.5,0.61,0.47,0.0,0.4,NUC
0.67,0.57,0.56,0.5,0.36,0.22,0.0,0.19,ME2
0.43,0.4,0.53,0.5,0.6,0.39,0.0,0.16,NUC
0.65,0.54,0.53,0.5,0.54,0.22,0.0,0.13,CYT
