fAsym,fM3Trans,fLength,fConc1,fWidth,fDist,fConc,fM3Long,fAlpha,fSize,class
-66.844,18.4476,109.6728,0.1794,25.169,346.0835,0.3178,-36.3632,1.2185,3.2987,h
-5.6691,14.9629,28.2315,0.4239,13.281,237.0969,0.6609,22.7801,10.6277,2.4591,h
38.1136,2.7742,29.6613,0.2809,6.5507,151.427,0.5309,10.8676,47.505,2.2095,h
125.215,17.0546,140.038,0.151,30.0048,172.687,0.2862,110.813,23.7888,2.978,h
-16.8049,-1.191,35.5573,0.2366,7.9008,89.7345,0.4287,17.2613,74.8965,2.6849,h
-45.0366,-9.1619,55.4239,0.2482,16.6488,297.6813,0.3467,36.6338,7.785,2.9166,h
36.3855,25.4578,50.2431,0.1048,32.8921,254.5042,0.1915,64.3575,51.3673,3.0982,h
0.6189,-1.077,33.2405,0.305,1.6143,116.9219,0.6073,14.9031,80.2955,2.2819,h
-106.1658,-37.324,85.8378,0.0744,49.6255,242.9225,0.1331,-33.8178,58.0625,3.7247,h
28.9533,-9.3712,34.9849,0.2202,17.9934,181.402,0.3623,34.1395,80.9486,2.8319,h
51.4292,5.5462,29.809,0.2519,15.7188,106.7603,0.4268,22.945,50.6821,2.6428,h
-114.552,-54.4621,130.983,0.0617,56.0473,278.039,0.1185,-79.9945,39.978,3.9626,h
-0.5604,-9.9392,8.0518,0.4281,7.6959,135.6929,0.6751,-4.9496,74.1809,2.4996,h
-61.1356,9.2253,102.4248,0.1405,41.218,340.8171,0.2401,-97.2341,18.4728,3.682,h
78.761,-38.3703,180.9538,0.06,51.4932,130.982,0.1272,98.1494,11.915,3.5246,h
-52.7904,67.0194,86.8056,0.1967,66.7777,303.671,0.3038,-89.7377,10.2401,3.2433,h
30.5691,9.0394,34.2728,0.2276,12.7234,94.4958,0.445,-15.9443,78.7878,2.2911,h
29.6148,12.8551,44.5904,0.1473,18.1772,264.4371,0.2828,32.0318,45.5517,2.6586,h
13.4043,22.2809,74.5077,0.0541,40.5641,168.9312,0.0868,-42.5078,57.0629,3.2186,h
-112.6325,-14.7751,86.6426,0.1778,14.4575,268.8988,0.3363,45.1641,68.2433,2.9594,h
26.8523,7.435,20.5893,0.3685,4.4121,35.1912,0.747,9.2431,51.5765,1.9468,h
-5.3955,-8.2472,22.1913,0.3743,11.243,209.28,0.5163,7.2068,4.8399,2.5811,h
-11.3454,-14.0911,25.6832,0.17,19.078,217.715,0.3399,-17.1703,9.831,2.6808,h
23.2215,-3.919,34.9659,0.3318,11.642,133.7538,0.509,31.5732,19.0641,2.7418,h
29.5802,4.5723,33.0329,0.1779,13.7144,259.495,0.3373,19.6898,26.7862,2.8485,h
24.578,-0.5899,32.4537,0.4798,5.4665,84.9994,0.6688,18.8733,14.2261,2.5422,h
-13.4142,-2.4281,28.6457,0.3789,7.3906,199.5122,0.5866,-12.0845,1.9798,2.4407,h
-3.8694,10.5675,19.1141,0.3186,12.2076,177.912,0.5554,10.6297,48.2306,2.4676,h
36.907,-39.1866,163.29,0.1736,84.2977,96.6701,0.2904,77.2924,33.612,2.8794,h
-58.2974,48.5081,110.5279,0.2222,60.4727,448.0295,0.3675,-124.5173,14.6671,3.3362,h
15.3367,-11.1994,12.7658,0.3815,11.5991,190.741,0.7229,-7.1501,39.354,2.0952,h
-96.4045,8.9172,110.8966,0.0885,37.5048,170.0706,0.1695,-140.5629,38.7412,3.6716,h
-50.7158,-19.6905,58.8994,0.0908,33.1739,239.537,0.1545,-39.1077,61.522,3.3875,h
-26.2879,12.5493,16.8981,0.3801,15.2109,191.986,0.7216,-3.2996,56.054,1.9413,h
79.6277,-56.5966,112.628,0.0385,79.1995,358.1424,0.1266,79.5973,65.6493,4.165,h
-15.5024,12.3785,30.2843,0.2394,16.7657,266.491,0.4367,-27.692,46.3644,2.7896,h
34.6888,21.308,74.6627,0.1581,20.9771,25.2889,0.2831,39.3556,42.2232,2.8239,h
10.156,-4.4243,23.193,0.2394,10.7379,220.145,0.4789,17.8178,1.935,2.7263,h
-8.6906,-3.5747,15.9689,0.3318,9.451,135.2027,0.6053,-17.6102,3.3863,2.4684,h
87.2912,18.4425,78.7576,0.1348,25.4387,159.358,0.2307,54.6496,28.5707,3.0732,h
50.8377,3.7914,49.6858,0.1844,8.4888,213.43,0.3541,29.8093,83.4249,2.7364,h
-78.7459,-19.3606,81.4193,0.3358,24.4725,273.6399,0.5206,-16.7598,31.7613,2.5304,h
-31.6304,-9.3976,20.8693,0.2447,20.7738,162.3856,0.4866,-36.1922,9.7574,2.3017,h
1.9025,4.1522,27.094,0.282,12.9584,100.395,0.4203,-4.788,42.598,2.4556,h
-14.2329,12.7671,33.6934,0.3504,7.0612,221.9559,0.7388,6.1811,43.8156,2.5977,h
-210.0549,20.6262,121.1309,0.1582,52.1726,289.7784,0.2979,131.638,15.6468,3.2602,h
62.4598,-17.3876,108.846,0.131,22.0517,176.775,0.2063,85.7029,47.675,3.1934,h
-30.272,-82.2478,237.3091,0.0534,103.8581,171.7382,0.1541,-132.5013,79.0902,3.3312,h
-41.4359,-38.2489,56.6873,0.1319,41.0291,170.1159,0.248,-43.8618,42.899,2.942,h
-68.4435,-23.6337,100.717,0.2242,32.1655,301.496,0.3496,-79.3513,9.6768,3.1019,h
-84.156,6.3502,108.2292,0.2753,11.947,166.9842,0.3674,-45.726,7.8289,2.7426,h
47.1461,-9.8324,57.6987,0.1444,12.6457,224.976,0.2622,41.8048,61.611,3.0208,h
-232.513,-48.9747,227.071,0.1276,68.9698,286.85,0.219,-169.42,75.756,3.2999,h
44.2722,11.2339,37.665,0.2054,10.4983,107.4626,0.3638,25.586,28.105,2.8044,h
6.1267,-25.2309,86.2919,0.1383,35.9168,125.514,0.2618,80.4035,81.0424,3.0101,h
-95.4522,11.6968,118.1798,0.1245,57.7751,162.699,0.2059,-146.5194,27.9287,3.1979,h
8.0143,-9.4032,26.3861,0.2447,15.1486,211.481,0.4163,21.5488,52.18,2.7889,h
-156.806,170.692,241.876,0.1067,170.862,226.317,0.177,-204.822,8.9743,3.4333,h
37.0027,5.4811,35.8012,0.1781,11.1362,202.701,0.3489,29.3521,37.256,2.7384,h
-40.0835,6.6805,23.6796,0.2455,13.4887,127.5187,0.4583,-18.0034,49.3332,2.5212,h
-191.807,-35.5777,129.492,0.1121,38.0251,267.675,0.171,108.032,36.8162,3.3777,h
-81.4523,-25.4955,69.6536,0.1042,32.811,247.971,0.1858,-54.0003,4.42,3.1655,h
-24.0045,-9.09,41.9491,0.1944,12.6199,111.559,0.3469,-11.8263,10.611,2.633,h
11.3062,-16.4176,23.0075,0.2635,12.2089,140.8033,0.4495,-18.178,37.7458,2.4427,h
-1.0485,10.4785,30.0286,0.2019,12.8014,219.34,0.3827,16.2906,62.3642,2.632,h
9.7435,11.3523,23.9882,0.3967,15.7351,164.9807,0.7313,19.7956,26.8717,2.3627,h
60.3134,-12.9013,97.3496,0.1189,18.9411,161.691,0.2185,0.6837,47.1548,3.2047,h
15.2766,5.5892,57.7769,0.1502,12.0054,146.751,0.2725,29.8793,67.687,2.9149,h
26.2923,-13.4053,21.5981,0.4711,12.3629,89.6861,0.7889,20.1564,7.3532,2.362,h
8.0011,18.6403,34.1547,0.1721,21.9048,71.0507,0.267,24.475,17.307,2.84,h
-111.4787,-12.3051,167.718,0.3032,23.4327,402.3607,0.5521,-157.4969,3.1952,2.6893,h
22.0318,-15.24,35.5737,0.2161,19.334,167.851,0.3672,18.9915,40.4613,2.549,h
24.5922,-3.0781,19.4186,0.3075,9.9248,67.9618,0.5615,8.5982,41.8017,2.2718,h
9.942,-8.1985,19.947,0.3352,11.7525,228.147,0.6098,19.6796,48.221,2.4216,h
8.8759,14.03,30.1721,0.2704,16.8838,229.296,0.4673,25.3694,74.709,2.6902,h
-16.4995,9.9395,12.3449,0.3427,12.1456,210.874,0.6761,9.4818,9.807,2.0273,h
-1.3268,-9.6538,33.2254,0.1643,18.7249,104.861,0.308,-13.9319,24.253,2.7263,h
-10.5491,3.8881,23.0836,0.2957,10.7517,177.936,0.5604,23.0647,84.3428,2.4588,h
100.33,19.817,124.801,0.1675,28.4968,319.539,0.3272,93.3952,10.8959,2.9535,h
88.7017,33.6021,115.9424,0.1433,73.9646,162.7646,0.253,118.0635,17.4339,3.1556,h
33.3206,10.3088,23.1329,0.2666,10.415,202.2829,0.5274,9.567,58.9232,2.5527,h
-100.686,23.9835,103.071,0.1117,30.1342,286.072,0.2142,64.7012,20.3454,3.3185,h
14.2349,-0.386,26.1317,0.287,11.9454,232.5414,0.5182,33.2586,10.5074,2.6949,h
72.7565,59.6117,128.2491,0.0862,79.2188,178.0806,0.131,138.4559,58.612,3.5577,h
-2.023,4.7358,19.7657,0.3476,10.8675,100.092,0.6183,12.8656,51.5436,2.7675,h
61.9153,11.5553,91.9897,0.0744,27.3844,223.0459,0.1461,93.7197,33.8874,3.2073,h
24.6436,-10.0161,37.4215,0.2567,12.4882,173.97,0.4758,20.7569,21.0904,2.5705,h
77.7584,18.0545,64.4135,0.1375,19.3063,68.0154,0.2561,71.3995,88.5315,2.6862,h
26.9462,-11.3429,62.7337,0.1896,9.7475,74.1289,0.3603,36.7075,78.1012,2.873,h
-184.5076,53.1803,153.2251,0.0273,60.1199,265.2695,0.0578,-130.9514,5.688,4.1309,h
9.4332,7.9267,37.6661,0.207,10.02,89.9939,0.4054,-21.3915,5.0986,2.9203,h
-263.426,-36.1643,152.8,0.0766,41.7867,254.284,0.1434,89.5195,53.7624,3.3937,h
60.9532,-16.1833,60.8079,0.169,18.2385,242.2668,0.3161,59.0673,2.6888,2.9456,h
0.6268,-8.1276,73.5167,0.1552,12.1429,199.8284,0.3203,58.406,16.3814,3.0099,h
-13.733,8.682,21.539,0.279,10.9515,161.373,0.5435,-18.4413,28.4753,2.1399,h
-67.0276,11.1959,77.8101,0.0806,35.5204,250.869,0.1549,-43.098,76.604,3.3998,h
-6.3234,25.8344,132.57,0.1113,75.067,369.971,0.2056,97.4511,58.863,3.4945,h
20.1752,-8.339,81.2405,0.1663,18.0776,40.1528,0.3443,64.6191,85.4906,2.7189,h
0.986,5.9809,18.6083,0.3192,10.2012,42.7209,0.5932,-6.7047,88.3435,2.248,h
5.1414,4.541,40.0929,0.2045,10.4147,203.8478,0.3492,33.9537,55.2876,2.7773,h
-11.1855,9.6589,30.0741,0.3194,7.4778,159.612,0.5551,-20.1186,78.5791,2.5545,h
11.3528,17.1655,32.8073,0.1602,26.243,178.3168,0.3104,18.6687,21.233,3.0581,h
5.019,8.1936,22.5206,0.3681,10.0033,153.5811,0.6405,7.9027,32.7289,2.6483,h
0.0041,-13.4295,19.9855,0.24,17.8006,245.888,0.4046,29.1033,87.1498,2.6581,h
23.1477,-48.0134,59.2399,0.0852,53.0801,128.489,0.1494,22.8886,20.0986,3.3758,h
11.1066,-2.9965,24.424,0.6224,9.2825,161.8753,0.7387,-9.3485,48.3799,2.4734,h
-16.0474,2.1218,41.6677,0.234,11.2586,237.352,0.383,-23.8045,38.31,2.7431,h
-35.7738,8.0923,49.5791,0.1292,18.9097,39.3499,0.2638,-40.7214,69.7057,2.8097,h
-54.2801,-29.3282,111.605,0.2313,32.5335,185.532,0.4274,-134.082,31.666,2.683,h
-38.1628,23.3649,106.332,0.2452,35.0174,360.895,0.4505,-115.38,7.764,2.7966,h
-25.0227,8.4747,38.4589,0.2196,16.9062,229.863,0.4008,-22.8231,29.5189,2.6937,h
-2.0651,-19.8976,38.5399,0.2194,20.4511,260.973,0.3324,15.7963,86.2652,2.7214,h
-215.594,-30.1021,168.807,0.1441,45.4126,207.55,0.2567,133.395,68.138,3.0469,h
30.6853,9.6749,74.9897,0.1213,23.898,180.972,0.2307,83.8321,58.842,2.9225,h
-63.1676,23.6063,104.472,0.1383,25.876,335.096,0.2718,81.9646,4.296,3.1011,h
-114.6059,18.0462,81.0773,0.1209,15.5949,284.4464,0.2544,53.9917,71.1621,3.0858,h
26.7011,69.3818,138.427,0.072,67.808,406.986,0.1363,86.9351,77.9219,3.9584,h
-3.128,11.0347,17.9922,0.4107,11.8316,171.819,0.6101,11.1864,59.5437,2.4601,h
-34.0037,5.6196,21.1218,0.3439,12.4646,188.4942,0.5962,-24.3158,30.8984,2.43,h
-79.1003,-18.6221,110.0,0.151,28.8437,322.915,0.2431,36.8558,7.3746,3.2674,h
-21.707,-9.8157,32.6685,0.2095,11.9,164.8638,0.3822,-35.5266,40.8331,2.844,h
-25.1479,-1.8442,21.0042,0.3434,8.7689,74.1007,0.6546,-8.1405,89.2361,2.3962,h
38.8284,35.4806,46.9981,0.116,35.5131,98.3135,0.232,40.615,29.733,2.8248,h
-32.9862,15.2463,51.323,0.1001,26.1315,243.5677,0.217,23.8665,58.1352,3.1199,h
34.813,-8.6544,31.6552,0.2638,10.7467,269.665,0.499,19.444,63.789,2.3883,h
-34.4505,10.7083,49.9934,0.2591,14.8729,164.775,0.4111,-25.4564,41.3137,2.7185,h
-224.515,-59.7038,201.09,0.0531,82.5347,340.516,0.0987,-188.032,73.6304,3.9952,h
7.6234,9.5575,29.0869,0.3141,9.128,143.684,0.5805,17.4277,16.3577,2.6444,h
10.561,-18.311,23.2115,0.2654,16.8677,240.256,0.4956,17.4546,12.4823,2.5328,h
-167.797,-110.456,256.245,0.1234,149.152,264.772,0.2234,-280.656,43.921,3.4173,h
-11.2641,6.3189,27.4144,0.3034,5.002,162.1148,0.5691,-10.8555,65.104,2.2684,h
-14.0985,-10.1748,13.0287,0.4511,10.9544,182.98,0.7571,5.7807,64.87,2.2,h
-6.8392,-30.871,56.9892,0.1909,27.8128,76.655,0.3363,-47.46,85.5277,2.7037,h
2.8447,8.6603,62.8218,0.1576,15.2759,292.639,0.3116,50.4547,17.0517,2.9214,h
13.2334,13.8629,19.0289,0.2394,12.6648,159.869,0.4466,7.6753,67.536,2.5571,h
3.8862,5.2894,23.9775,0.4114,9.17,144.0445,0.6796,-7.807,57.9317,2.5234,h
41.3328,21.0208,23.6547,0.2138,17.5581,140.1876,0.3874,-17.6837,73.7828,2.7149,h
-4.731,-7.0235,20.0973,0.5084,10.8178,103.1949,0.8134,13.6478,83.4678,2.3222,h
70.0166,-9.8261,75.411,0.2108,16.1061,56.1356,0.4082,16.1647,17.3643,2.7819,h
-143.2779,31.8791,119.0001,0.0995,54.4566,148.1588,0.1383,47.1491,5.9524,2.9583,h
-187.5654,-28.3802,125.3915,0.0577,61.8069,211.8891,0.098,85.1881,13.918,3.6173,h
51.0996,-26.9089,56.8333,0.1054,28.7209,194.498,0.2008,38.1747,71.088,3.0828,h
-31.3787,18.5167,84.2719,0.2093,28.9583,318.129,0.3701,-80.5427,14.638,2.6772,h
35.4123,10.0247,22.0987,0.2897,5.7126,237.3502,0.5539,6.5672,7.7667,2.2043,h
-74.9399,-30.5241,102.967,0.0995,48.0406,375.203,0.1916,-90.8354,42.5044,3.6819,h
10.6796,-4.8422,17.7533,0.3496,10.1141,143.9046,0.6101,19.8631,31.0868,2.4212,h
-214.094,-23.0895,139.725,0.0946,27.6111,130.965,0.1877,86.5908,27.581,3.4177,h
29.2039,5.6914,26.0508,0.3243,9.2468,176.208,0.5637,20.307,16.816,2.4691,h
-53.0762,36.9113,106.478,0.0569,59.6357,144.318,0.1055,-99.5031,7.146,3.7599,h
-104.3199,84.882,172.6489,0.0758,77.8658,241.6815,0.1272,-160.4217,2.1259,3.6365,h
13.8052,-1.4198,19.1962,0.6172,7.2453,251.85,0.7656,19.1667,29.2578,2.6031,h
19.4015,9.7147,32.8408,0.2747,10.5404,177.2901,0.4123,10.832,63.8494,2.6702,h
5.409,10.425,21.3338,0.3283,10.0117,82.3087,0.5904,-16.8477,23.493,2.2201,h
-264.4574,56.2764,234.2468,0.0816,93.4619,349.4554,0.1689,-161.6185,59.3618,3.8928,h
-119.3438,-17.6572,136.3197,0.2868,30.3326,286.986,0.5035,-66.661,24.2187,2.9539,h
28.348,3.2583,18.6742,0.341,12.4659,230.0612,0.6149,15.1398,38.7916,2.6857,h
-20.3662,-6.4822,24.9621,0.2175,14.028,232.695,0.3971,4.407,77.4366,2.3831,h
-0.3809,-17.5018,40.944,0.1842,21.4188,143.291,0.3428,-33.6867,72.088,3.084,h
-10.8768,17.4978,58.401,0.139,34.6992,157.271,0.2517,-68.5577,6.8722,3.0107,h
-15.1559,-5.5597,49.0906,0.1716,13.5019,137.44,0.3194,40.9727,79.897,2.525,h
1.2907,76.9915,172.6668,0.0844,119.5586,195.2145,0.1332,159.7598,69.2286,3.4102,h
-128.558,15.2098,119.531,0.0982,38.9042,243.105,0.1832,82.7515,42.0454,3.2762,h
149.051,58.2903,175.69,0.0707,76.5025,184.39,0.1343,126.407,70.6157,3.3476,h
39.9444,-10.4961,48.0794,0.0983,21.6991,75.6317,0.1951,-26.7368,88.1059,2.8169,h
-3.378,9.5028,30.5856,0.2145,12.5488,213.767,0.4133,22.9617,11.6998,2.708,h
-64.1912,29.8806,113.062,0.1106,75.0545,438.901,0.2196,-118.451,7.3405,3.7601,h
-64.06,26.152,63.931,0.0494,35.0592,97.5385,0.1195,-23.6664,16.7216,2.9455,h
8.9559,-8.8425,26.3855,0.3211,13.0137,217.2301,0.5658,-1.4528,53.4942,2.6646,h
74.5464,14.3202,92.2797,0.2186,19.7173,310.806,0.393,85.7441,50.299,2.734,h
-25.8726,-17.4205,20.4474,0.3138,15.1399,152.921,0.6194,2.013,31.0795,2.3927,h
-135.478,12.7051,166.855,0.1699,27.3086,243.842,0.3301,-111.786,38.2889,2.8579,h
26.8911,0.7234,34.8579,0.3629,11.1368,46.295,0.6686,19.1145,48.7728,2.369,h
3.2982,6.9405,25.8463,0.3087,11.1219,185.927,0.5061,18.8071,3.61,2.6937,h
6.9422,-17.8538,27.7999,0.2107,17.5546,200.5103,0.3692,0.5586,30.583,2.8014,h
41.248,-5.6343,40.3125,0.2197,10.746,221.748,0.397,25.6374,50.348,2.5185,h
33.1508,-7.7178,18.5368,0.3821,8.6372,231.405,0.7111,-6.1591,23.7001,2.1299,h
13.2867,-19.5804,114.0852,0.0806,63.8513,164.492,0.1523,112.4123,32.3461,3.5737,h
-16.2161,14.3027,29.4603,0.4378,10.4358,147.0232,0.6818,-13.9935,69.5814,2.487,h
95.5971,41.4752,121.388,0.0583,45.5298,201.839,0.1017,120.884,52.5149,3.5099,h
-19.2334,6.1628,21.0734,0.4982,6.5254,221.02,0.7709,-16.53,84.0921,2.1383,h
-24.9412,4.6074,56.3634,0.1736,18.6592,166.0683,0.2888,-4.1519,4.692,2.7689,h
-158.5267,-13.3547,171.295,0.1688,36.4213,393.4663,0.2874,-155.9003,27.9053,2.9612,h
11.5003,-37.1604,68.5503,0.1289,63.3599,298.7289,0.2244,-103.7323,64.6514,3.6238,h
4.9266,6.1929,26.9285,0.322,7.756,183.2299,0.5294,7.0077,56.4788,2.6252,h
4.7648,-6.551,19.7587,0.3908,10.2029,127.285,0.6505,-15.4466,42.972,2.3139,h
16.2612,18.5581,27.1345,0.2332,19.0654,240.234,0.4559,23.4228,69.6684,2.7578,h
50.401,6.8526,46.1791,0.1357,22.8542,184.9861,0.238,29.8127,81.1581,2.8915,h
-75.401,16.0042,60.8599,0.1139,35.3517,254.936,0.2074,23.5633,11.2415,3.2928,h
-199.787,-89.147,160.072,0.1157,74.9644,249.771,0.1726,-135.083,31.7505,3.4961,h
-29.7706,-13.1949,31.6774,0.2805,12.906,143.0876,0.4565,-20.8384,69.8269,2.3887,h
-268.332,-17.2389,182.252,0.099,28.4761,164.832,0.1946,-86.4682,55.435,2.7563,h
37.9908,7.4065,36.111,0.3778,9.0128,117.588,0.574,25.9147,5.3533,2.6493,h
34.9444,32.5387,69.6542,0.1697,62.8887,401.807,0.3335,63.1938,64.605,3.3992,h
7.9697,4.7318,44.1337,0.1706,11.0813,148.581,0.3387,32.8381,34.553,2.9063,h
30.5055,7.1476,32.921,0.2053,8.1907,217.7938,0.3366,22.1193,89.9528,2.7625,h
17.914,-19.1926,78.6022,0.144,16.852,208.574,0.2735,69.495,43.552,3.0445,h
26.649,-31.8837,105.299,0.0709,63.2194,366.247,0.1333,56.1306,25.87,3.9254,h
25.9295,11.3364,28.9815,0.2568,11.8458,214.76,0.4924,17.6737,18.5888,2.5172,h
25.3224,20.1468,30.4419,0.3696,20.5627,352.991,0.7051,29.9827,33.7225,2.7892,h
4.074,12.6056,39.9254,0.203,14.1326,216.3402,0.3543,34.1295,55.2698,2.7963,h
-74.6539,-42.0003,144.651,0.4988,40.3478,280.051,0.6182,-155.489,38.0104,2.938,h
-10.0806,10.7668,32.889,0.2626,0.4838,214.2911,0.524,1.9906,21.5094,2.2191,h
16.4035,-14.5996,69.6579,0.1492,25.3342,151.41,0.2974,67.5653,64.6319,2.9738,h
-224.389,-29.9037,158.312,0.1555,46.8503,106.176,0.2911,141.528,2.9828,3.0995,h
-0.1762,13.7851,18.2925,0.4048,8.9937,164.6588,0.7228,10.0855,41.617,2.7072,h
15.7633,10.0714,13.4575,0.4889,9.164,101.5295,0.8576,-7.6129,12.0227,2.438,h
-110.295,35.7331,138.917,0.0815,33.8561,230.234,0.1488,-101.961,81.4132,3.3381,h
-1.8733,5.4356,22.5749,0.189,21.3632,78.0296,0.3514,-13.4638,6.9432,2.7509,h
-34.0529,11.1529,49.8633,0.1028,21.9727,240.215,0.1811,32.1426,77.711,2.866,h
-83.8793,-41.1093,103.894,0.0985,48.5205,425.028,0.1943,-82.5931,70.826,3.2507,h
4.7623,12.5042,15.189,0.2808,14.8031,183.7103,0.5498,22.5193,72.0368,2.4451,h
7.5362,4.3336,27.5031,0.3678,4.0154,193.9021,0.6351,-5.2818,65.6389,2.2861,h
-40.0212,-7.6091,15.2463,0.3178,13.9656,149.3363,0.6239,6.7776,88.9297,2.4343,h
-69.9928,35.3567,206.5165,0.0808,49.0302,300.3994,0.1696,-247.7792,29.5876,3.3471,h
20.7483,-5.2105,20.1205,0.4294,7.0077,184.527,0.7867,13.8015,22.0935,2.2565,h
11.9026,-4.8832,31.3178,0.2565,13.5666,139.6644,0.384,25.766,77.6778,2.8197,h
3.2906,13.1943,20.2988,0.2986,15.9184,136.112,0.5417,-13.2045,13.392,2.7024,h
-2.6285,-7.2273,38.5935,0.1272,26.0923,263.93,0.2382,27.436,14.444,2.9654,h
-62.1896,12.5316,64.7936,0.1375,20.0296,282.647,0.2728,41.5569,25.823,2.9638,h
-87.3914,-23.1103,101.4977,0.2244,23.9296,374.9569,0.4035,-79.3729,3.7728,3.33,h
19.301,-11.5809,24.9954,0.3414,12.8249,130.3076,0.4502,21.7122,78.2165,2.6481,h
-18.9906,-19.6104,52.6302,0.1429,25.7179,201.478,0.2567,-68.0658,18.275,3.1599,h
-68.9293,17.528,67.2776,0.1921,23.6859,258.641,0.3741,27.0095,44.7922,2.842,h
8.5446,11.6323,34.4471,0.2913,9.6442,140.029,0.4688,-25.1219,46.8251,2.567,h
28.1172,-1.1908,16.1962,0.4938,6.6604,254.9687,0.7362,3.3712,25.0313,2.5348,h
-7.164,-7.3787,18.7164,0.4191,9.7296,177.7257,0.6897,2.0698,44.4721,2.3505,h
-11.1326,14.6587,25.7162,0.285,16.9298,161.3551,0.4515,-27.0423,70.9837,2.4848,h
46.0536,-52.1573,136.8961,0.0271,89.6279,360.7359,0.0493,-40.6896,84.6145,4.4452,h
-44.5832,-12.9547,69.7676,0.2654,18.9821,303.914,0.5255,-30.7591,33.0052,2.7478,h
-5.3797,-11.0662,49.572,0.1209,15.4848,240.566,0.2418,-21.1715,27.711,2.6294,h
55.7195,-4.007,58.505,0.1394,9.8665,213.331,0.2787,44.1789,10.3211,2.9222,h
11.1747,-9.8672,43.8997,0.1642,12.6323,144.997,0.3105,26.8231,24.8735,2.7868,h
35.3464,5.88,33.7643,0.2124,12.7435,194.312,0.4096,-7.3294,59.3151,2.6618,h
0.6814,-6.7228,16.2518,0.3601,11.5767,183.611,0.6082,-3.8872,82.112,2.4281,h
-329.797,-49.1842,255.628,0.0892,85.8475,299.144,0.1585,142.341,66.556,3.5024,h
23.7574,-6.5799,19.5002,0.4117,9.5863,145.2303,0.5742,20.5253,22.7796,2.5136,h
-1.5046,37.4677,104.972,0.0712,61.6853,183.486,0.1396,78.2005,10.381,3.4451,h
42.7853,-13.2272,33.3522,0.1905,19.5013,193.7678,0.3385,30.1982,2.7376,2.6061,h
-239.3372,131.5547,233.039,0.0336,201.364,242.1093,0.0507,-217.8321,11.8951,4.382,h
16.2683,10.2916,22.9882,0.4172,12.3155,208.699,0.5978,19.6494,40.238,2.6037,h
41.0548,74.4223,124.4514,0.0915,99.0565,386.5873,0.2107,-57.6991,48.717,3.4987,h
33.159,6.8153,65.7791,0.1612,9.548,90.1873,0.2887,-18.9032,60.2661,2.9789,h
28.5488,9.0948,64.2164,0.1826,13.2962,158.6385,0.3408,51.574,13.0327,3.117,h
14.7232,-12.1595,34.3959,0.2266,12.7181,148.5089,0.4453,37.4839,40.7617,2.5275,h
-13.1139,-7.4326,48.9435,0.1291,16.1799,198.531,0.239,29.1549,27.591,2.8957,h
-17.0574,6.6642,19.7452,0.2724,12.6244,68.2801,0.5181,-12.5602,86.9934,2.4191,h
43.0022,10.6716,23.8176,0.3697,3.1392,220.9806,0.7024,7.2102,60.4662,2.2028,h
2.1447,7.9747,27.3672,0.42,15.5052,208.7939,0.5911,28.8891,12.8237,2.5552,h
67.6239,-26.3234,95.2551,0.086,29.3494,134.1558,0.1622,84.4564,11.6527,3.5036,h
34.8874,9.9009,12.4392,0.406,5.6744,205.3319,0.6956,7.2711,8.4374,2.0996,h
-89.2755,13.9697,120.875,0.1975,33.2444,344.351,0.341,-95.5569,20.8784,3.0459,h
15.0486,-10.8027,25.0903,0.3649,10.5856,194.892,0.6276,16.9877,12.292,2.6037,h
140.5568,54.1896,149.0281,0.0244,87.5812,331.2244,0.0808,130.3872,73.4484,4.1545,h
15.3924,7.5152,35.6137,0.1654,19.4724,53.5997,0.294,30.6005,83.468,2.757,h
-30.5532,12.5243,42.8387,0.0937,25.9333,137.5028,0.1664,10.6836,11.6995,2.8649,h
-27.6454,12.2559,49.966,0.1437,15.6007,27.2958,0.274,-32.4918,28.521,2.7745,h
4.4968,12.6654,49.0854,0.217,12.9422,159.726,0.4148,31.1043,51.205,2.8293,h
-87.542,-29.4422,150.223,0.0748,38.4345,296.889,0.1414,-72.8498,17.2507,3.312,h
119.9577,37.0734,212.7638,0.0008,82.92,155.0509,0.0488,-182.4259,9.5929,4.7133,h
39.1191,-14.863,36.6834,0.1598,23.4707,148.279,0.278,32.8215,66.6917,3.0529,h
-142.7185,-17.7825,145.0981,0.1608,37.3401,212.3744,0.3226,-59.4234,0.7016,3.3006,h
2.6881,11.1215,26.7476,0.2305,16.14,54.4322,0.4378,24.5614,39.463,2.4793,h
-289.293,-142.119,192.425,0.0199,158.705,262.607,0.0378,-175.214,48.245,4.5769,h
44.496,15.4165,56.6726,0.1253,24.6349,203.22,0.2139,56.3142,10.2461,3.0881,h
-19.2255,-7.6278,29.751,0.29,14.4711,207.7997,0.5447,-17.6017,50.3592,2.485,h
-34.7318,-6.842,33.4349,0.2144,11.5495,227.897,0.4113,11.4743,86.2306,2.6623,h
-5.3668,-3.7875,13.6798,0.351,6.7407,66.3339,0.7669,7.9734,18.4679,2.1522,h
-75.881,-23.4857,67.3731,0.0886,29.9996,155.438,0.1756,-47.1058,50.191,3.0715,h
-43.4277,-22.3954,67.7987,0.1588,38.6783,200.796,0.2652,-50.0191,78.1631,3.1504,h
-149.8219,46.5623,160.7656,0.0895,49.3641,192.0418,0.152,104.7258,19.1125,3.4663,h
-127.4463,7.6566,127.9845,0.4669,7.1156,219.7551,0.6207,-96.8133,22.5134,2.6097,h
