fWidth,fM3Long,fSize,fDist,fConc1,fAsym,fAlpha,fM3Trans,fLength,fConc,class
86.7432,-147.471,3.7086,331.552,0.0613,97.9178,89.0275,57.2936,155.683,0.1152,h
12.7288,17.3464,2.5754,104.34,0.3537,5.0236,86.9335,-9.4598,18.7296,0.5739,h
19.0213,-58.78,2.6585,308.0689,0.2562,-44.8502,25.4623,-8.4784,79.0866,0.4338,h
28.6898,-213.995,3.3901,110.919,0.0772,-234.152,16.173,-15.2616,221.842,0.1251,h
53.5252,-51.1575,3.4195,363.032,0.1463,21.1295,52.624,46.3688,94.5187,0.2801,h
10.2826,-23.8679,2.6377,116.8804,0.4034,-4.282,66.7769,4.4773,17.0515,0.5338,h
11.7237,25.9269,2.732,160.481,0.1974,-5.7064,83.5742,-3.7166,48.8309,0.3818,h
14.6255,-23.8743,2.3979,246.561,0.246,-22.4181,30.585,5.4839,32.3552,0.424,h
9.4128,11.3575,2.4552,122.2868,0.5012,11.5372,66.4151,-12.2756,21.9109,0.6956,h
9.429,14.6335,2.5378,218.644,0.2652,23.7076,51.3444,3.1861,28.5532,0.4986,h
20.3267,96.4835,2.785,73.912,0.2535,128.74,12.27,-14.2222,149.998,0.4167,h
10.6929,40.5346,2.7024,217.612,0.2629,44.8754,85.3938,9.3207,42.5159,0.4742,h
8.3238,12.3367,2.6924,147.1726,0.2389,-24.9345,89.2172,0.7987,16.5019,0.471,h
17.6299,-91.6622,2.5347,207.041,0.2555,-27.6671,89.6498,13.2898,98.7012,0.4058,h
15.6789,-0.2869,2.56,153.701,0.2648,-32.2402,59.4342,7.846,22.5869,0.4892,h
11.0461,26.4058,2.4952,179.3368,0.3141,11.9146,4.1304,-11.5537,14.9725,0.5686,h
6.8851,-20.3923,2.7108,67.0511,0.1927,-35.3077,79.9914,-7.8218,35.5161,0.3854,h
18.8279,-41.8864,2.8303,229.125,0.1205,-54.9244,9.382,11.3229,51.7529,0.2336,h
10.9253,33.9589,2.923,222.49,0.151,16.0993,49.635,6.2401,46.4391,0.2901,h
60.0205,101.972,3.5508,232.257,0.0544,74.587,41.784,55.2577,91.9461,0.1075,h
11.2671,5.224,2.2132,211.7046,0.3305,9.4322,57.6886,-5.6215,29.6828,0.5966,h
9.4426,19.933,2.3531,199.011,0.2639,33.0887,78.6525,7.3488,27.0083,0.4967,h
21.2305,60.9944,3.2769,302.0701,0.1262,-93.717,36.6314,-10.8885,95.2929,0.231,h
9.2465,19.7613,2.281,79.1334,0.3272,27.5327,2.123,6.7821,41.0662,0.6073,h
74.4911,-94.8429,3.0479,217.6671,0.0852,-99.4857,1.8264,-89.9773,101.9251,0.1488,h
9.4983,27.117,2.8021,245.443,0.2579,7.8464,28.478,-5.3561,42.3886,0.4117,h
8.455,6.1012,2.6658,215.0508,0.252,17.2679,35.4363,4.5504,19.2745,0.4793,h
20.4463,36.0174,2.9523,331.26,0.2271,-149.605,11.718,15.9074,129.138,0.3984,h
9.98,-10.2799,2.1987,66.1449,0.3259,-23.5144,64.379,-2.8422,19.2317,0.557,h
21.2554,26.0299,2.7924,246.883,0.0992,-54.1573,22.884,-14.0405,68.6857,0.1968,h
9.4973,-6.477,2.4322,243.501,0.2976,7.2206,63.086,2.7766,25.5468,0.5434,h
10.3187,15.3674,2.5257,168.038,0.3353,-14.0248,47.753,8.8752,21.0546,0.6438,h
14.5528,-8.8184,2.3672,106.2665,0.324,1.1422,84.4227,-1.7287,23.8115,0.5755,h
11.4504,25.8025,2.6609,203.312,0.3439,12.9142,18.3364,-7.73,25.4038,0.5721,h
27.9018,-51.3645,2.9574,289.524,0.155,-69.9491,30.2536,-23.0017,66.2446,0.2515,h
61.7175,-88.5551,3.616,289.8717,0.1101,-92.4396,63.1443,55.1086,96.3524,0.2067,h
13.1394,39.9753,2.944,139.64,0.2235,12.8161,51.614,12.685,56.4843,0.347,h
7.1437,-27.1046,2.4479,124.226,0.4153,-15.2184,86.9062,6.3228,32.6604,0.5847,h
67.0337,33.7393,3.2706,328.3748,0.1088,-74.1602,24.4692,43.3131,102.6651,0.2328,h
35.2639,199.2069,2.8964,130.3047,0.2743,-363.3382,24.9144,17.0406,287.7708,0.3985,h
10.2419,4.8796,2.207,201.5613,0.2699,-1.9722,15.5735,-9.7655,12.8278,0.5583,h
7.8339,-16.2514,2.5397,183.262,0.2987,-6.7251,76.1245,-10.7186,27.7813,0.5599,h
17.1585,-28.3219,2.6912,43.6948,0.2678,13.1545,29.4913,19.6474,27.7228,0.4622,h
93.566,-122.704,3.5659,85.3095,0.0528,228.595,51.523,-67.9917,138.115,0.1041,h
43.5619,66.3045,3.2807,88.4568,0.0799,-3.1643,45.4581,44.5727,126.57,0.1298,h
14.7924,-45.0664,2.7118,156.553,0.2087,102.715,47.7477,15.0877,83.643,0.3786,h
6.611,11.0785,2.5105,47.3819,0.3627,-7.4657,46.22,-7.4821,25.4432,0.679,h
59.958,81.6298,3.4833,399.3452,0.1674,-184.0379,63.5177,-50.8297,116.8513,0.2824,h
22.7618,15.4585,2.798,90.0872,0.1489,12.7939,65.4746,6.6745,46.3735,0.3003,h
11.3184,-6.6878,2.3133,202.6336,0.2222,-18.231,30.3143,7.9853,30.0501,0.3851,h
10.7787,-22.5319,2.5233,202.3466,0.2194,14.2004,57.9723,-7.2744,33.9655,0.4287,h
37.0682,-129.575,3.2147,321.645,0.1412,-179.054,63.805,29.4761,170.356,0.2781,h
43.8024,44.2995,2.8017,107.141,0.1534,-15.7385,31.6131,41.7835,65.1077,0.2288,h
10.5318,4.2211,2.5463,187.9544,0.2443,21.1311,23.7446,-0.6966,24.5799,0.4435,h
20.7227,65.983,3.271,109.1835,0.1438,2.6618,50.8906,-22.2546,108.3936,0.2379,h
9.2008,14.4521,2.4346,32.3245,0.4283,-4.1789,78.2768,10.3094,19.9786,0.6507,h
13.277,6.3335,2.555,62.6729,0.3284,9.153,22.6937,-9.5821,21.3094,0.5203,h
57.0071,141.9655,3.295,28.1046,0.0314,77.5425,71.376,-33.8351,135.8522,0.0842,h
14.3809,1.4854,2.288,193.8342,0.362,5.7255,17.8318,7.6249,16.7528,0.635,h
4.2455,0.5293,2.3537,154.2721,0.4276,-0.9195,60.2751,9.4327,27.7629,0.7636,h
11.0321,7.0344,2.4091,204.969,0.4581,-14.0676,68.3731,-6.6587,12.9512,0.7368,h
47.2655,-238.123,3.995,291.484,0.0688,-242.802,27.396,-32.4457,226.323,0.131,h
41.5985,32.9304,3.5822,300.832,0.1401,-48.64,17.388,-32.3693,78.4595,0.2227,h
9.8477,31.5485,2.8917,43.7845,0.2368,30.2525,50.205,-8.5044,55.5853,0.4409,h
15.6017,16.7081,2.7746,113.9438,0.2317,23.879,8.2347,9.193,21.4644,0.4275,h
11.207,11.8171,2.1189,225.798,0.3764,6.4212,52.8611,0.0,13.0151,0.7529,h
10.378,43.2392,2.989,176.7717,0.1523,32.3652,33.0408,-7.2973,73.9548,0.2873,h
15.1095,21.283,3.0056,133.881,0.1772,7.5798,38.2102,-15.869,57.9092,0.2833,h
21.3816,-8.3331,2.6299,71.3788,0.163,-28.0025,67.662,-18.9439,32.4792,0.2907,h
20.8358,-25.6588,3.0699,96.139,0.1656,-2.7828,56.8776,13.8344,36.1534,0.3142,h
26.8299,58.9965,3.3995,236.009,0.1218,-109.679,21.9084,23.9855,135.231,0.1837,h
43.3246,15.8309,3.2396,291.7601,0.1766,-132.9433,49.4642,14.4712,172.1839,0.2654,h
10.4131,25.0252,2.8169,210.188,0.2645,13.9003,54.756,11.1582,36.3872,0.5015,h
9.4141,32.7365,2.4339,185.5904,0.1816,-55.7464,89.717,8.3127,64.8532,0.381,h
48.1364,-73.6674,3.8048,295.2138,0.1176,-19.7913,82.4341,46.9882,57.9494,0.1918,h
18.5762,39.184,3.0839,286.3504,0.1634,-118.9337,20.6114,13.9181,85.7372,0.2708,h
7.834,-16.9155,2.3345,114.576,0.3449,-15.4822,53.6457,-6.1015,26.1907,0.6528,h
9.5053,14.6962,2.4265,240.942,0.4476,18.2082,35.1643,-4.3474,18.4797,0.6742,h
11.8105,24.8748,2.7113,270.9415,0.3099,45.5257,45.9892,1.444,25.2928,0.5238,h
75.5806,24.705,4.0649,332.351,0.0632,-64.8241,30.47,51.4013,80.7943,0.1125,h
12.543,-32.098,2.3261,108.6077,0.4151,-17.7116,81.0902,8.6822,26.3485,0.6658,h
21.64,-8.365,2.8606,164.8244,0.106,-1.7635,2.203,-10.3797,41.0578,0.2118,h
8.4823,20.9382,2.8472,106.3597,0.2147,47.8684,36.6318,5.1921,49.7905,0.4021,h
29.9655,50.3214,2.9899,217.53,0.0947,-9.1413,70.587,-19.2936,59.349,0.1822,h
8.1072,-2.7859,2.3023,168.9304,0.4282,-17.9207,54.9252,10.7691,8.5738,0.769,h
13.6746,16.0397,2.5653,57.936,0.3116,5.0085,54.046,9.4612,23.502,0.4816,h
52.8938,-243.276,3.9427,216.928,0.0508,-113.14,15.693,19.1703,214.968,0.0973,h
39.0866,-32.0839,3.7943,175.218,0.0557,15.3892,12.9172,19.561,119.5765,0.1156,h
11.1889,46.1947,3.0107,153.717,0.1693,33.8472,46.897,7.9043,69.6056,0.2966,h
73.0254,129.214,2.7955,256.439,0.1193,-213.901,75.4894,73.154,137.881,0.2274,h
11.5446,-13.3586,2.5387,203.8629,0.3546,-18.8584,66.6388,15.6492,28.0763,0.5941,h
57.0586,129.47,3.915,279.262,0.0381,-26.9279,67.313,49.2551,157.609,0.0737,h
35.7678,25.0775,3.2527,119.994,0.1039,-15.7852,38.1244,-26.4,46.8212,0.1992,h
11.83,-18.9182,2.7348,113.482,0.2422,-10.2401,87.0417,-8.8547,25.6748,0.4475,h
6.7639,16.0028,2.5994,182.4152,0.3393,13.4849,16.8523,5.8857,19.5827,0.6487,h
30.7951,-45.3901,2.9593,306.6501,0.1975,-62.4797,53.6123,18.8908,72.0759,0.3641,h
41.6036,-91.4426,3.5155,310.3647,0.1427,-117.266,11.1494,22.1562,128.3255,0.2317,h
11.7567,-22.0308,2.7067,170.446,0.1974,1.6087,60.5251,-5.5179,35.9852,0.389,h
44.417,80.6689,3.4271,199.0899,0.2025,-158.4877,57.7513,-27.1948,135.6823,0.2636,h
19.6817,-26.3858,2.8667,212.4273,0.1457,-59.9296,1.456,6.4976,62.4307,0.2439,h
46.2426,-129.009,3.145,336.631,0.1121,-2.8916,14.232,-35.3323,133.179,0.1969,h
16.4748,-21.269,2.645,39.616,0.2112,-21.5845,49.186,-12.4858,39.2663,0.3111,h
0.6564,3.3382,2.4734,208.97,0.3579,-7.2487,34.996,-7.9869,11.6825,0.648,h
16.6733,14.3171,2.8686,151.992,0.1536,-17.092,81.1187,-10.9198,44.8459,0.2666,h
11.8975,-11.3547,2.574,108.667,0.3027,10.2146,49.1356,-10.0017,22.2514,0.5413,h
27.5344,46.7955,2.76,56.9977,0.2411,-54.8579,76.8882,17.9792,48.9181,0.4388,h
12.4885,6.5262,2.4882,154.5766,0.2878,10.5101,13.0329,-16.8556,19.5635,0.447,h
10.8762,-30.4049,2.7068,114.0652,0.1462,13.0137,75.6662,-10.0624,42.1097,0.2856,h
11.1314,24.5997,2.4939,129.896,0.3615,26.5636,36.5224,-0.6816,23.4398,0.6447,h
17.4582,-41.7206,3.1604,150.1053,0.1045,-27.6853,89.2028,-13.3146,67.4756,0.1943,h
12.4319,31.7523,2.9284,247.697,0.1539,10.8605,70.289,9.4073,54.8547,0.2983,h
20.6539,38.0697,3.102,138.7223,0.0925,87.4934,58.8046,17.0808,58.9852,0.1502,h
17.5114,-19.5955,2.7672,45.8555,0.2009,-11.8477,48.5459,15.3284,29.3883,0.3846,h
12.0938,-10.1092,2.0314,194.9,0.3488,16.6788,17.4271,8.8839,12.3915,0.6791,h
8.1902,23.6409,2.4864,226.871,0.3899,30.5772,43.9048,-7.2522,30.2501,0.5873,h
60.9908,194.6039,3.1721,65.2621,0.1214,74.1999,49.181,-24.1557,171.0088,0.2225,h
9.7873,16.4198,2.5052,182.0043,0.4111,14.103,22.7049,-6.3058,19.1293,0.5095,h
33.3466,-95.24,3.032,171.562,0.1491,-178.547,25.071,-29.7092,196.471,0.2387,h
10.91,19.7892,2.3589,153.534,0.2516,7.1814,11.0008,-4.7764,24.8622,0.4989,h
12.8389,23.6519,2.6393,196.8224,0.2855,32.7204,26.477,3.3217,25.4681,0.4709,h
17.5156,16.5271,2.6575,179.312,0.3135,22.2011,25.1855,-10.0925,20.747,0.4752,h
9.9618,19.1761,2.6615,204.1767,0.2619,12.0305,44.1759,1.0944,37.4436,0.4322,h
19.1477,21.3279,2.6685,81.2448,0.2121,-15.6096,5.585,-4.183,35.7876,0.3481,h
65.1699,-189.4876,3.1726,142.5045,0.0973,-69.6537,57.4979,32.6956,170.7778,0.1805,h
20.717,96.073,3.1587,98.0775,0.0935,-161.9278,58.0482,19.2764,105.1759,0.1923,h
11.7898,19.2297,2.3993,234.5757,0.3351,31.9121,81.5248,-9.1213,22.8193,0.5336,h
22.8856,25.8419,2.6758,83.5209,0.212,16.9338,39.7337,-12.6206,30.2128,0.3291,h
23.5821,39.9093,2.9673,119.194,0.2032,-81.6532,50.857,23.3787,71.6059,0.3623,h
12.0197,43.3469,3.0894,77.4984,0.1551,31.3546,22.658,9.0954,65.438,0.2735,h
11.5379,-26.5375,2.7404,174.149,0.2827,-26.0397,61.92,4.8576,30.9108,0.4782,h
84.4386,-150.661,3.431,222.845,0.1055,-161.696,33.768,70.18,195.084,0.1805,h
9.2383,-4.7217,2.4536,166.7302,0.3285,25.094,10.9159,7.9997,27.8755,0.6331,h
10.9758,24.577,2.4908,171.9282,0.3112,27.7157,27.3756,11.4227,11.8465,0.6086,h
1.2858,11.1344,2.6116,235.5025,0.3241,1.6414,43.7638,-11.0789,16.1915,0.5179,h
33.5751,53.5422,3.4084,267.227,0.1486,-82.9408,19.973,31.9616,137.054,0.2425,h
48.0852,-243.154,3.9494,269.357,0.063,-224.882,28.1069,-33.2692,242.625,0.1229,h
22.4479,-28.3027,2.5193,97.7962,0.1903,-15.0859,8.2104,17.6011,29.1399,0.311,h
29.5121,-8.306,3.4323,295.991,0.2005,-30.6377,18.4848,19.0526,58.2158,0.3034,h
19.2696,2.8039,2.4859,127.5573,0.1757,2.8885,16.0832,-5.2088,29.4828,0.3807,h
70.878,127.5035,3.159,246.7863,0.1501,122.2645,1.6443,-59.4317,144.4999,0.2754,h
14.3849,34.1142,2.4757,211.9991,0.2813,19.756,4.5864,-6.2821,31.3556,0.4127,h
12.024,-12.8854,2.5244,229.375,0.2616,1.5669,37.6139,7.3086,20.5081,0.5232,h
45.1554,-20.8213,2.9607,314.497,0.2304,-47.6507,62.274,-22.7607,53.6821,0.3656,h
17.4326,80.4189,3.2167,231.5856,0.1569,67.614,5.5791,-10.6431,99.7076,0.2653,h
19.3693,23.9908,2.5434,151.427,0.1445,9.3853,51.391,-12.1991,39.5436,0.269,h
8.8352,35.3912,2.5996,178.1124,0.3205,35.1519,36.3987,3.5384,39.973,0.6457,h
41.4153,122.1506,3.3613,111.2982,0.0592,15.2441,70.5314,29.2775,141.2106,0.1257,h
18.1501,-65.4025,2.7993,182.57,0.1627,2.8006,52.882,-15.0973,62.8627,0.3032,h
95.4667,100.209,3.7478,254.759,0.0535,-211.837,50.3906,-85.8418,155.856,0.1004,h
15.6418,23.5601,2.5572,97.5085,0.244,25.3105,8.1672,14.3958,34.6902,0.4463,h
10.2241,15.4282,2.4298,188.82,0.4108,-5.6524,61.454,8.3542,19.2274,0.6506,h
20.7197,7.3315,2.6107,83.4965,0.1871,-0.4352,21.6796,9.0566,20.7548,0.321,h
10.6598,-63.4663,2.5906,253.8346,0.144,44.5695,82.4601,-2.3165,83.0709,0.2884,h
56.7521,61.8305,3.1875,148.4478,0.0843,129.8734,30.6901,10.5023,111.7246,0.1608,h
42.8497,-148.8775,3.1622,287.899,0.1366,-87.6486,5.5585,-27.7484,163.0825,0.2668,h
13.2036,-8.9053,2.3494,126.9373,0.2192,-2.4983,32.1315,11.7295,19.4286,0.3729,h
2.622,2.84,1.9916,232.2663,0.3427,9.4466,17.6067,5.4551,7.3606,0.6587,h
11.0568,-13.5666,2.4188,94.949,0.452,4.592,16.1159,-7.5881,13.2143,0.6939,h
10.3429,16.1492,2.5198,242.753,0.3761,-5.6802,27.5493,8.8758,19.9205,0.6163,h
12.3731,15.0319,2.6488,182.218,0.2884,22.1084,16.7295,-10.5286,18.8566,0.5544,h
15.0162,-22.4864,2.6161,227.796,0.2628,-5.9069,60.2672,-10.1387,17.9629,0.5015,h
10.3327,14.5286,2.6644,221.0064,0.185,-40.9302,72.8416,0.2049,27.9367,0.3456,h
13.4578,14.9775,2.3459,145.076,0.2863,30.5471,15.4927,-11.5298,26.539,0.4632,h
9.1898,-23.7721,3.1682,203.1987,0.1246,92.7943,63.7323,-10.5131,70.2549,0.1791,h
16.121,-17.0654,2.5702,166.9839,0.3077,-36.4636,70.9906,-12.6419,35.8405,0.526,h
16.7862,34.0334,2.9701,246.5548,0.175,68.7272,62.7139,10.8524,56.8538,0.3236,h
35.4795,-129.687,2.7415,328.558,0.2928,-165.239,53.798,18.6369,196.616,0.5458,h
55.9569,90.7397,2.9587,305.8042,0.153,-140.9278,56.5301,37.0438,117.7727,0.2763,h
70.6759,-19.2773,3.8886,352.874,0.0839,23.6602,31.1847,48.4484,89.4662,0.1613,h
16.2648,5.9749,2.3968,250.8871,0.3006,18.8066,76.0271,-12.6827,29.7094,0.4971,h
68.3487,107.1643,3.5983,135.758,0.0413,-10.4592,65.0531,-59.8394,107.5196,0.0723,h
55.1341,-18.014,3.6128,312.1745,0.0448,-88.9226,44.8209,42.2243,158.6535,0.0929,h
4.6362,-10.2799,2.2642,39.3271,0.3617,-36.6709,46.6873,6.4944,23.0903,0.6891,h
32.4624,190.5494,3.1081,194.9762,0.2893,-323.027,42.2162,-23.9543,239.7724,0.4108,h
32.3719,115.441,2.8862,257.969,0.1761,63.7682,19.4063,26.4091,114.791,0.3015,h
47.3178,-158.2666,3.1937,353.7976,0.1755,-129.3394,5.5785,40.241,155.0248,0.335,h
19.53,5.7815,2.7509,198.1331,0.1812,11.4702,68.4468,8.5926,36.9119,0.3683,h
12.8708,17.4565,2.4455,219.6848,0.4883,19.1869,61.3508,11.8092,17.047,0.7794,h
12.337,13.4232,2.4962,200.893,0.3365,-4.3071,17.0239,8.8589,18.4793,0.6029,h
21.5056,23.0921,2.8675,119.391,0.1187,24.1186,58.5675,10.0908,37.4533,0.2361,h
9.6727,-15.0734,2.5321,145.979,0.3098,9.5534,55.2987,8.3869,24.1371,0.5786,h
73.1423,44.9656,3.3742,189.561,0.0767,-139.185,1.508,-93.3485,126.029,0.1496,h
0.3877,-13.8902,2.4967,247.1025,0.2839,-4.874,52.4433,-12.4975,38.1848,0.559,h
50.8462,-152.6217,3.0146,116.8207,0.1077,-56.636,33.5776,47.4674,129.4726,0.1641,h
87.0021,82.852,4.2892,245.4964,0.0372,21.7834,85.8396,-62.6515,98.8461,0.0748,h
8.9101,10.2437,2.5944,243.986,0.2379,-2.6125,82.3116,-5.3386,34.0579,0.4377,h
9.8606,31.7074,2.8549,202.939,0.2046,21.0265,9.8156,-6.2376,50.9887,0.3352,h
44.1941,44.1463,3.204,205.978,0.1388,54.0726,89.4604,41.2417,81.9549,0.2267,h
12.0566,13.3145,2.4167,169.0624,0.2641,-12.3463,18.5743,5.1555,23.5545,0.5063,h
22.6252,54.241,2.9131,97.4196,0.113,-110.4394,52.8841,-11.0428,96.1947,0.1736,h
17.4282,15.258,2.9922,151.4106,0.1742,-32.7891,61.9208,8.6516,48.9652,0.2808,h
46.4801,49.1538,3.5995,341.5698,0.1701,14.5211,15.2121,-42.82,93.8895,0.2615,h
8.4897,28.4301,2.7338,129.2225,0.2273,-3.1795,51.5428,-2.471,57.2363,0.3711,h
18.1894,-13.465,2.5514,130.425,0.2542,3.1557,40.256,14.7762,19.9215,0.4747,h
25.8713,-38.8742,3.2714,81.1097,0.0878,-22.06,79.7161,18.308,102.3369,0.1219,h
60.1079,71.9804,3.2192,182.985,0.0715,88.7992,33.8333,-55.8387,96.4324,0.1419,h
132.015,84.3519,5.0118,162.484,0.0086,-257.948,37.371,41.5151,166.073,0.0162,h
10.4992,39.1377,2.7885,185.278,0.2498,34.6354,32.4589,-8.4438,46.2966,0.4475,h
15.8354,13.3197,2.5866,209.193,0.2733,11.1496,30.029,-9.2966,20.2015,0.4637,h
15.6266,27.244,2.9322,243.994,0.2274,45.5108,50.1467,-19.366,44.0436,0.4009,h
9.0688,12.7325,2.5881,71.2735,0.307,7.5579,22.7032,-2.7168,16.5575,0.5575,h
103.149,38.8824,3.7962,355.891,0.0754,-196.232,51.6026,-37.2529,142.154,0.1492,h
10.9152,17.3332,2.5315,199.32,0.3426,-9.4961,27.758,10.3192,18.9319,0.6235,h
17.1823,44.208,2.9006,294.058,0.1515,-65.766,7.402,-8.4113,50.2263,0.2942,h
47.0288,-23.2354,2.9871,260.8226,0.1392,-55.1082,33.4914,29.3837,59.9682,0.244,h
110.8744,-264.2232,3.9151,192.7844,0.029,575.2407,37.703,-97.7706,222.9085,0.0373,h
9.1355,15.0419,2.6488,46.1343,0.3221,-16.9507,89.2587,2.9619,25.3314,0.5567,h
11.3063,0.1543,2.3766,117.636,0.355,0.0,48.504,6.7419,16.7566,0.584,h
15.4999,-7.4171,2.8228,218.587,0.2008,-37.7378,49.557,-12.2385,28.9509,0.3699,h
61.3596,-75.6839,3.1862,220.0491,0.0845,24.5638,85.7317,-42.4546,120.64,0.1768,h
16.692,-20.2057,2.4575,86.3553,0.3096,-16.0303,13.072,-18.8298,27.7011,0.6088,h
0.0,0.0,2.2844,152.575,0.4701,0.0,70.089,-18.4783,24.6379,0.7481,h
14.0872,47.7668,3.0086,233.281,0.1172,-33.2317,81.1572,-13.467,58.8153,0.2284,h
36.3312,-156.305,3.4115,224.5933,0.1242,-210.0519,84.8603,-26.8127,224.8501,0.1797,h
10.9906,35.8008,2.5548,188.403,0.2915,29.8753,74.324,-10.812,47.0562,0.6095,h
18.8923,-154.9658,2.856,129.7972,0.1135,-39.0383,31.3615,-7.9943,124.4163,0.2124,h
9.3088,-13.4763,2.6748,233.0619,0.2626,5.2542,17.3155,6.9704,20.8078,0.4992,h
13.5498,-68.5741,2.7959,196.774,0.2536,115.587,86.0798,-8.7644,83.2182,0.424,h
8.3055,38.46,2.6207,174.731,0.3317,24.0707,49.125,8.3832,45.8362,0.4958,h
7.2392,-16.9932,2.4249,212.84,0.4605,-7.8245,67.4357,5.2628,23.8526,0.688,h
13.0366,-8.0702,2.6552,107.6525,0.3774,-10.4745,7.6756,3.0107,21.5607,0.5556,h
20.3905,40.9309,3.4251,148.8942,0.1895,25.0754,66.8196,-15.2878,30.3863,0.3263,h
12.0213,-7.1871,2.0191,242.263,0.3493,15.6536,1.7809,-11.0415,12.4553,0.689,h
24.608,36.5518,3.035,289.8964,0.1298,79.382,8.7447,-18.3155,52.5524,0.2499,h
12.5139,14.1873,2.499,39.1864,0.2995,15.4574,83.3056,-6.7175,18.792,0.5895,h
16.0956,16.6688,2.7328,153.497,0.2692,3.0758,29.9812,-13.5097,22.6121,0.457,h
14.4244,-80.4154,2.6696,322.9645,0.4873,-57.7664,22.4597,-16.75,85.8964,0.6694,h
6.6931,14.4105,2.4914,207.396,0.3855,12.8989,13.968,5.2811,27.5492,0.6419,h
20.0218,-21.701,2.6279,136.965,0.1543,-49.9354,19.7802,-13.0915,38.7641,0.2921,h
17.6553,125.7785,2.8956,206.1248,0.1377,38.091,2.7435,-15.1146,112.6471,0.2791,h
9.5128,16.6868,2.248,263.903,0.3192,-4.9598,53.3763,10.7725,21.9633,0.6045,h
15.8986,-5.2501,2.7366,205.3737,0.3017,-6.774,53.6208,3.9688,21.8261,0.4904,h
6.8631,3.1633,2.2401,201.1968,0.3955,15.5493,23.0812,-10.5454,23.3398,0.7755,h
8.7507,26.8893,2.8748,131.219,0.2168,-33.0601,44.449,9.1627,43.7087,0.4003,h
15.271,22.1988,2.702,132.006,0.2592,22.0287,59.637,12.814,26.0407,0.4786,h
11.2337,5.9407,2.3434,178.037,0.4059,-14.8661,71.4072,-11.3905,12.977,0.7483,h
39.1505,45.3843,3.2655,269.637,0.0795,-67.5718,1.945,-36.4981,62.1966,0.1536,h
9.2518,-23.998,2.6056,148.7149,0.2445,-13.6702,62.0339,-6.4127,34.8695,0.4627,h
19.2133,22.1306,2.781,264.534,0.1697,33.0588,20.12,12.9994,38.6913,0.3361,h
11.107,-7.6712,2.5044,159.6281,0.2897,-19.6364,77.8131,-8.9364,19.5665,0.5329,h
15.9097,8.0953,2.4639,186.156,0.2526,38.2613,32.7886,9.8041,30.3256,0.4467,h
9.6076,11.631,2.238,200.173,0.3555,22.8271,26.67,-2.1979,19.6984,0.5896,h
17.4114,26.738,2.4901,189.3727,0.289,23.931,60.2985,16.7825,24.0591,0.4653,h
14.4812,23.3592,2.8535,248.4001,0.1557,-77.8605,88.4272,12.9592,62.5422,0.288,h
24.5127,24.0354,2.857,75.7629,0.1272,34.0297,43.933,-6.6687,38.1791,0.246,h
42.8251,63.6573,3.2565,337.3921,0.1632,-57.2543,66.696,20.8354,83.0808,0.2781,h
10.352,-10.5776,2.356,229.696,0.3326,-21.7175,73.0659,6.7436,17.8206,0.6608,h
10.2432,-6.7203,2.5786,212.087,0.281,-25.2272,82.8252,3.2979,18.9525,0.533,h
8.469,-6.3548,2.6479,105.434,0.3566,-4.8075,28.373,-8.3547,24.6614,0.6074,h
72.8248,-69.1813,3.9616,407.1576,0.0573,-12.0544,81.6422,-24.9297,141.6016,0.1071,h
12.9148,22.1641,2.2881,45.4723,0.3639,8.8434,72.2904,8.4853,18.8654,0.6435,h
44.82,-95.1478,3.3839,218.1069,0.0292,-74.6218,17.2484,43.544,96.2503,0.0817,h
70.5358,139.542,3.4461,182.822,0.0693,-165.08,51.668,-65.7539,194.165,0.1192,h
17.2648,62.8513,3.1602,309.433,0.2154,-26.6754,23.6185,-15.6128,90.7546,0.3271,h
98.9295,-44.1172,4.5943,298.593,0.0245,6.5042,70.078,-88.7955,156.192,0.0442,h
13.0813,3.684,2.4938,231.8265,0.3034,16.6552,72.3736,-7.492,26.277,0.4866,h
84.156,-104.5015,3.7625,344.0081,0.0501,-213.3907,89.8206,48.9558,188.281,0.0846,h
23.5005,14.05,2.86,271.519,0.1622,-60.796,7.1191,18.524,44.3799,0.294,h
21.168,83.5768,2.7945,233.189,0.1934,59.5809,11.8806,-7.8714,78.3354,0.3547,h
14.9003,-46.3746,2.8794,147.362,0.2673,-33.0401,54.435,14.3684,61.2087,0.4739,h
12.9847,-35.0385,2.3195,24.6089,0.3029,-16.4099,52.9153,-8.4825,32.2558,0.5772,h
15.0929,61.769,2.6524,250.2415,0.2298,24.4568,11.4237,-5.2164,53.3283,0.3444,h
18.3853,16.1254,2.5653,93.175,0.2599,-16.56,23.648,13.1403,22.2134,0.4354,h
65.3513,98.8722,3.5261,31.5625,0.0603,-23.0291,24.4469,-30.6597,135.273,0.1096,h
9.6824,17.5025,2.6201,223.689,0.2362,-31.4075,17.236,-4.9548,34.3887,0.4197,h
17.019,-17.5876,2.6027,132.9602,0.2708,9.0705,68.6518,16.248,32.262,0.421,h
21.6498,-30.3156,2.9378,62.7864,0.1598,-22.3836,36.7033,-13.1246,34.5132,0.2793,h
56.2383,-89.662,3.3838,396.795,0.187,-32.361,11.843,35.021,96.5835,0.2649,h
4.6139,-7.4096,2.4571,90.5856,0.3886,-22.058,88.4132,-3.446,18.9595,0.6909,h
5.1224,-21.5096,2.9235,147.286,0.2606,-7.9216,60.3031,-7.5321,47.9116,0.4508,h
