fLength,fWidth,fAlpha,fSize,fConc,fConc1,fM3Trans,fM3Long,fAsym,fDist,class
120.4056,71.2754,68.661,3.6697,0.0572,0.0328,69.8837,-93.9163,-107.9365,175.3863,h
117.746,35.725,38.0633,2.7709,0.4203,0.2347,25.8869,-147.973,-42.5233,224.049,h
71.5814,37.0807,13.14,3.0243,0.3102,0.1603,25.2845,73.8767,-117.972,223.778,h
52.0233,29.4855,2.1899,2.9985,0.3057,0.1895,-12.5173,-21.0838,-58.6313,266.2687,h
19.9341,6.9203,41.328,2.1889,0.8026,0.4498,4.9234,14.4316,19.8538,119.746,h
19.5513,16.5461,51.5248,2.3879,0.5106,0.2611,-12.1617,-12.7235,-19.1027,260.4947,h
62.9536,10.3627,25.276,3.0372,0.29,0.1455,-6.6249,30.6515,-11.3256,155.888,h
20.4262,8.99,61.917,2.3139,0.6408,0.3956,1.2753,-13.2272,-22.071,118.875,h
126.5051,86.495,51.0941,3.3422,0.3189,0.1523,57.6741,102.9845,-221.0336,333.6983,h
10.4161,10.0996,52.0483,2.4326,0.4747,0.2659,6.5697,13.1852,4.8097,264.9734,h
89.3079,17.0889,85.8821,3.1438,0.2368,0.132,2.1437,-27.4805,-32.0823,90.0348,h
56.4481,22.4001,48.8909,3.2609,0.1815,0.0877,17.4892,-37.6199,18.1382,184.1571,h
183.9089,44.1347,35.0736,3.3281,0.23,0.1554,-30.1656,-175.0661,-121.1444,301.5343,h
31.5733,8.1849,44.2908,2.4632,0.649,0.3156,5.7322,24.0236,42.8552,74.7498,h
95.0578,52.2048,47.8133,3.4675,0.2556,0.1382,29.6468,-77.2771,-34.3276,287.852,h
105.5703,30.1647,49.2844,3.2129,0.294,0.1617,-23.5357,78.1421,-161.2025,237.1594,h
94.8489,24.7965,23.194,3.1622,0.3003,0.1531,-6.1345,57.2807,-66.8504,335.9071,h
75.1286,26.9409,7.1122,3.103,0.2964,0.1479,-12.5817,-48.442,-30.54,305.5845,h
42.0985,12.1855,57.0152,2.8162,0.3328,0.1763,-8.9577,22.8265,-7.5451,150.519,h
25.3293,13.2649,44.6062,2.4484,0.5388,0.281,-0.1698,-16.4616,6.1188,150.1636,h
17.7926,11.619,40.877,2.5139,0.6003,0.4364,11.1834,-8.0966,-0.0457,221.105,h
198.947,139.436,66.528,3.9829,0.0901,0.0475,-127.028,-50.9589,-173.659,299.096,h
160.6953,23.5113,41.3427,3.0259,0.425,0.2464,-10.2955,-99.9844,-92.0114,270.5861,h
75.8509,13.6915,13.2984,3.0963,0.3277,0.2201,5.4779,65.2814,-17.5876,323.6263,h
25.6521,23.0307,85.5133,2.6577,0.5992,0.3087,-13.9279,-16.5121,-20.0772,170.4148,h
38.2926,25.2371,89.5333,2.8786,0.312,0.1947,24.074,23.2339,10.9106,261.8841,h
73.5481,28.6387,21.3662,3.0656,0.2119,0.1356,-38.669,35.369,46.9323,265.3557,h
20.9059,11.2361,47.3096,2.238,0.5607,0.2861,9.3868,19.1314,11.3707,232.767,h
43.2,8.8465,21.9706,2.7426,0.449,0.2355,4.267,48.0358,50.7556,263.5995,h
71.5181,19.5946,0.5301,3.1573,0.2514,0.1155,9.4687,48.8108,49.3394,259.5957,h
54.5124,33.6611,10.2328,2.7029,0.2914,0.1497,-26.7945,14.5603,-34.966,286.987,h
115.778,19.7697,29.9116,3.2576,0.2188,0.1119,13.7309,78.6337,46.3342,260.265,h
38.2019,9.6268,75.1594,2.428,0.4647,0.2701,-13.1906,1.2728,-28.1819,150.1557,h
189.27,72.6158,60.9866,3.4079,0.1572,0.0827,-67.4008,-102.769,-209.305,221.03,h
24.204,10.0413,22.2515,2.5978,0.5398,0.3268,8.0166,8.6357,26.0481,96.0127,h
48.3573,15.6513,56.0701,2.634,0.4427,0.2534,9.6441,-57.4251,-27.6638,229.906,h
31.2219,14.747,46.701,2.6232,0.2976,0.1512,8.9256,-14.42,-22.4605,193.331,h
106.7713,29.1894,29.5828,3.3126,0.1405,0.0634,-21.8371,75.7553,-122.2813,231.5108,h
41.1311,11.8766,74.6525,2.9079,0.3387,0.1749,-6.2717,15.5827,12.5308,83.9431,h
43.2166,9.1758,55.468,2.8603,0.3697,0.1979,4.3802,-19.5877,40.7602,246.537,h
27.0565,12.7519,49.203,2.6037,0.5903,0.3699,-9.086,18.9936,20.7965,153.2,h
144.18,67.3286,65.4676,3.6516,0.1187,0.0608,45.927,-110.0,-133.198,384.243,h
90.7575,48.9575,26.8347,3.503,0.1206,0.0714,28.0555,41.1313,72.495,31.9044,h
30.2961,11.6071,23.3886,2.8627,0.4376,0.2421,-10.2764,23.0618,18.891,195.078,h
22.363,11.6285,38.9391,2.4793,0.5937,0.3566,6.689,21.2192,9.8142,148.678,h
109.5866,19.2107,15.5528,3.2331,0.1669,0.1031,-17.232,79.6084,-23.4812,209.4225,h
36.8281,9.5478,34.0317,2.3942,0.4469,0.2479,8.9043,-24.1504,-32.0883,98.086,h
49.5366,25.5985,13.989,2.9023,0.2279,0.1146,-20.5584,44.6411,54.8471,287.843,h
57.0075,18.2729,30.2986,3.0566,0.2584,0.1122,-16.4915,39.7592,39.3169,273.6688,h
21.308,11.5462,25.5049,2.5781,0.605,0.321,-9.3491,11.3902,-2.685,235.812,h
126.2551,65.3239,81.5658,3.1988,0.2062,0.0825,-40.9078,-64.1497,11.9538,231.8873,h
19.7768,11.367,65.002,2.4133,0.7413,0.4537,11.7474,-14.1178,-12.2415,240.194,h
22.7146,16.1697,15.825,2.4314,0.4519,0.2352,11.3514,14.0026,11.3707,228.628,h
22.9363,10.0311,26.4764,2.5397,0.5945,0.3304,-7.3469,-14.7354,13.3799,200.879,h
51.9117,12.0387,49.227,2.955,0.3505,0.2135,8.8934,32.4856,12.5358,152.123,h
36.9222,24.8825,40.404,2.4162,0.395,0.2398,7.7639,36.5334,11.574,124.2763,h
95.2365,21.7442,27.242,3.3173,0.3337,0.1712,19.6444,51.4829,-22.6492,315.83,h
64.9836,36.9749,26.7146,3.2032,0.124,0.068,13.5087,51.9287,78.3522,225.778,h
124.014,55.8011,7.8144,4.4176,0.0549,0.0282,39.2783,98.2482,60.7655,259.552,h
222.418,14.5959,16.884,2.9141,0.2608,0.1408,-1.7177,216.985,147.373,110.643,h
133.524,65.5287,47.302,4.1993,0.075,0.038,-17.6206,72.1716,-159.335,314.584,h
44.3165,29.8201,76.952,3.0247,0.2022,0.1101,21.3749,22.7405,-10.8668,230.747,h
23.4414,10.3625,74.136,2.7218,0.5598,0.3975,-7.9135,14.4517,9.4621,139.489,h
22.1959,10.2442,47.2107,2.4714,0.6057,0.4037,3.4736,-7.7519,-15.1625,172.4575,h
84.6898,21.6853,64.0657,2.6985,0.3243,0.1712,-13.2194,49.2539,81.5104,300.751,h
29.3298,10.5763,37.0391,2.7843,0.4815,0.3147,6.0907,14.3896,27.2723,112.344,h
94.9314,23.318,4.3736,3.0075,0.2074,0.1066,15.9083,-96.6223,33.4399,200.705,h
45.6988,11.545,40.9735,2.5459,0.3807,0.2012,-2.4373,15.2565,19.399,189.3365,h
60.6909,10.5145,53.457,2.9305,0.2454,0.1647,-9.1812,21.3956,-71.6889,194.2611,h
101.542,20.1867,15.5822,3.2626,0.431,0.2319,-24.8057,-73.5207,-57.9937,384.412,h
78.7351,35.2467,27.524,3.0993,0.179,0.0959,-22.2616,50.6895,70.8477,180.247,h
40.3091,11.4633,43.288,2.8028,0.3701,0.2024,-6.4672,33.2403,30.0956,236.169,h
61.6736,35.0896,17.1635,3.1659,0.3031,0.1594,-21.4243,34.4763,-5.9663,334.8951,h
122.177,35.1761,69.7736,3.3966,0.1566,0.0969,33.6475,77.5441,-123.7364,249.997,h
24.5128,19.1032,51.46,2.6042,0.4527,0.2401,-13.2641,19.7944,-2.0897,165.272,h
128.7372,35.0583,38.3465,2.8948,0.3656,0.2237,16.891,-61.9409,137.0544,5.5922,h
28.6805,7.9556,62.941,2.1847,0.549,0.2843,-3.8674,-15.2115,13.0133,138.552,h
19.3139,12.2773,63.5259,2.5152,0.6015,0.3344,4.4356,16.1281,14.8885,222.127,h
142.177,62.2637,64.802,3.1089,0.2335,0.1179,45.9173,-149.97,-105.193,222.395,h
26.9141,5.1737,35.5914,2.582,0.6229,0.3831,9.7198,24.3284,-14.3204,92.2735,h
242.833,44.1927,65.3292,3.3866,0.2312,0.1201,-20.2995,-261.873,-153.824,255.576,h
26.7828,7.6988,78.1325,2.5822,0.6262,0.4096,-10.3702,-25.3579,-28.0699,176.8622,h
46.5004,37.2673,80.6529,2.793,0.254,0.1683,-25.6942,-32.4707,12.3916,204.5836,h
116.3663,64.7152,22.462,3.791,0.0637,0.0583,82.5549,77.6836,-126.6309,217.2226,h
81.6472,8.544,30.455,2.3892,0.649,0.3653,8.0072,-59.1395,-83.4455,307.569,h
24.6806,8.6975,52.8162,2.3923,0.6076,0.3561,-6.0183,-1.2235,-7.5999,91.6836,h
35.6668,4.6364,1.2558,2.6483,0.6584,0.3885,-16.3857,23.362,36.3715,186.649,h
27.7839,16.0201,81.5202,2.7518,0.3488,0.1674,9.4398,-31.1031,-45.9335,156.124,h
52.2299,18.9395,3.828,2.8426,0.2399,0.1214,16.7523,16.2432,-5.8582,210.94,h
55.2393,3.4692,48.7783,2.8082,0.4538,0.2421,-10.4775,25.1603,21.4055,154.0832,h
115.8125,76.4158,4.098,3.7433,0.0661,0.0523,-45.5081,63.6934,-133.7645,305.6383,h
201.839,111.421,81.7447,4.6269,0.0368,0.0193,25.5274,42.0431,-20.6546,303.908,h
109.7919,90.0145,64.6239,3.3358,0.0775,0.0344,-34.0523,70.3151,-156.3544,98.018,h
34.9814,13.3332,49.902,2.5508,0.4529,0.3165,-9.7852,-30.2027,-22.4672,278.431,h
58.1207,14.3463,16.1522,3.0245,0.3531,0.2014,-10.0161,32.7317,45.3017,72.0187,h
41.0804,34.2924,67.089,2.972,0.2752,0.1488,24.4392,-30.0745,-42.807,113.017,h
170.6943,79.2224,32.1636,4.0972,0.1103,0.032,-22.7035,-157.8983,-33.1598,314.7692,h
86.8255,18.0755,87.3897,3.2215,0.1861,0.1024,-4.8807,37.0164,51.6372,222.152,h
81.0999,20.1503,5.3011,3.1903,0.3768,0.2248,-7.3353,51.9805,5.7235,335.422,h
41.408,26.7215,16.083,2.9457,0.3331,0.1683,27.8286,18.9059,60.0805,164.472,h
105.5069,16.504,64.6235,3.2392,0.208,0.1202,-16.1497,-52.7838,73.9211,169.7756,h
10.9668,8.6714,75.9919,2.2508,0.819,0.4312,-1.4768,20.9602,18.3514,183.5371,h
94.7763,61.4016,3.8208,3.4689,0.1459,0.1014,-38.1709,-47.2513,-45.57,362.2807,h
110.664,24.0502,70.3453,2.6604,0.4743,0.2437,-19.1633,129.332,38.4211,111.874,h
158.276,93.1037,52.085,3.333,0.0948,0.049,76.6989,-121.306,-70.971,249.073,h
80.2375,9.5778,27.1433,2.7759,0.3178,0.1797,1.9162,43.2221,7.9203,301.8484,h
50.4253,21.0031,83.9235,2.7302,0.3141,0.2151,-28.164,45.5144,23.6759,234.6044,h
150.3307,28.3722,52.7773,2.6636,0.3334,0.2203,17.0024,-117.0066,-85.6707,202.7992,h
27.271,16.8564,88.1063,2.747,0.3491,0.1782,8.4421,-16.9429,5.6719,175.848,h
89.8938,33.6844,5.1881,3.4545,0.1496,0.083,22.2197,62.9762,-101.8506,250.6162,h
31.8784,21.8176,72.8943,2.5364,0.4122,0.204,-13.4514,15.8901,45.8318,165.0925,h
25.4491,20.9754,85.952,2.6986,0.2645,0.1279,-16.4912,31.4683,46.2691,109.6259,h
23.848,8.7197,82.2838,2.4917,0.6447,0.3936,6.8973,19.4631,12.9926,213.7735,h
113.469,52.1189,16.31,3.7105,0.1876,0.0967,-58.8125,-122.104,-82.2994,263.143,h
106.7976,64.364,4.031,3.9556,0.1151,0.0815,-49.5526,-65.9178,-136.4175,375.454,h
209.421,122.147,29.7554,3.6151,0.1405,0.0715,125.301,-113.492,-178.531,199.704,h
12.8396,11.4267,36.706,2.0881,0.7265,0.4122,-9.6155,-8.261,15.0967,103.242,h
24.4126,11.7612,53.7096,2.6274,0.4528,0.27,-6.205,13.2079,9.1242,180.677,h
73.6884,20.7426,36.7293,2.699,0.2583,0.1266,-14.3538,84.5156,-0.1382,121.7104,h
29.8141,12.5051,11.9557,2.5442,0.6812,0.4576,-7.8348,16.2367,23.0724,153.8474,h
21.4763,10.3156,33.5626,2.3666,0.7288,0.3861,-2.4377,18.6448,15.5219,263.1362,h
47.6365,15.5808,71.4978,2.7369,0.4428,0.2374,12.3397,-21.5937,-2.8129,173.0024,h
12.8823,11.3427,56.408,2.0986,0.7331,0.4183,-9.9097,-7.8405,14.916,113.423,h
61.4698,17.4053,8.5685,3.0159,0.3689,0.1805,2.3811,38.2855,36.1016,238.5662,h
31.6546,6.3376,17.0579,2.5011,0.6707,0.4512,2.9658,17.278,-3.607,91.3694,h
52.3327,24.5651,86.4925,2.3478,0.4164,0.2379,14.427,-64.6192,-22.7436,191.2506,h
15.6821,10.5755,40.8695,2.4572,0.5267,0.3159,-3.6389,1.3088,23.0234,260.4657,h
233.094,33.1213,65.1453,3.4052,0.1125,0.0572,8.618,217.934,208.628,78.0064,h
140.642,22.8156,0.859,2.8231,0.4778,0.3403,15.8156,-69.3793,-115.493,225.635,h
19.7918,4.9201,23.5772,2.1641,0.8302,0.5206,5.6208,-14.1942,-5.5817,132.5831,h
42.7949,20.0162,37.684,2.6439,0.4336,0.2849,-4.4745,-34.2258,-35.4188,186.127,h
212.744,43.2242,30.698,3.1905,0.1361,0.0687,-42.3887,-197.663,-95.1854,243.752,h
24.0828,11.0698,84.8699,2.4846,0.4933,0.2829,-10.6246,1.4408,37.1703,166.2107,h
18.4932,16.9369,44.625,2.7835,0.4513,0.23,7.6908,-21.9054,7.9821,75.0225,h
28.9049,9.6706,34.599,2.5397,0.5253,0.2785,-4.6586,-21.8162,-12.7372,220.209,h
216.4995,57.9507,16.6904,3.544,0.2238,0.1273,49.9055,-287.5067,-11.7305,294.9818,h
98.5106,38.0384,56.4031,3.3615,0.1227,0.0633,-32.7195,88.412,60.2279,256.852,h
126.328,26.6941,5.6993,2.953,0.2791,0.2072,17.5409,113.1126,-149.7134,207.8295,h
80.2374,54.469,15.2636,3.3462,0.1725,0.0945,37.7544,46.0824,-21.2271,308.5453,h
103.8751,43.5467,17.1784,3.554,0.2919,0.1803,-32.5059,53.9875,13.2961,346.1485,h
184.5241,53.1361,25.8251,3.1538,0.2337,0.114,-30.3691,156.7789,-247.8528,167.6775,h
53.3661,24.7587,80.8215,3.3111,0.2169,0.0909,-16.9234,50.6287,5.2783,82.4875,h
25.0,11.6843,64.5331,2.5378,0.4348,0.2246,6.4437,9.2603,35.1489,53.0931,h
36.7918,6.9047,3.6592,2.5653,0.5381,0.2987,-1.3905,23.0511,-3.0188,86.7851,h
11.9346,4.6845,61.0924,2.1979,0.689,0.3354,-10.0199,-0.5135,6.9821,56.1688,h
47.7734,9.7269,54.7763,2.8571,0.3899,0.2014,12.5699,11.4478,40.9342,239.245,h
21.7631,10.6005,39.4569,2.4755,0.6284,0.4602,-10.1598,26.5481,6.8925,164.0367,h
22.414,7.7158,53.737,2.2941,0.6328,0.3397,-3.3566,-34.795,-8.8176,112.6728,h
121.575,73.2328,21.875,3.7044,0.1167,0.0598,33.8409,-14.4215,-166.147,355.365,h
83.4711,17.4018,39.472,3.1388,0.292,0.1638,-16.5482,53.7914,-112.55,245.48,h
67.4472,63.9595,22.804,3.2897,0.0858,0.0646,30.5826,55.3976,-29.7701,308.2935,h
153.344,40.1891,2.1684,3.0958,0.2447,0.1504,-19.4847,-84.68,177.5813,199.65,h
163.7803,43.5652,62.4728,3.1101,0.2666,0.1637,-41.4222,-51.1658,-123.4252,302.7105,h
33.5489,19.832,86.9442,2.5877,0.3643,0.1951,17.5461,-25.0586,-0.0327,226.62,h
56.4722,20.2021,82.1541,2.596,0.2712,0.1432,-2.774,40.5519,-65.3682,210.839,h
37.9446,9.3048,14.827,2.8251,0.4592,0.2625,9.5871,32.7658,35.4725,203.537,h
32.8139,17.2568,55.4077,2.7589,0.3066,0.1699,-13.0407,-21.3164,8.5203,194.617,h
27.8897,13.1716,44.4761,2.3615,0.4323,0.2251,-9.0291,-0.7588,12.3119,185.6369,h
17.6262,12.9846,64.1385,2.1802,0.7023,0.435,-1.4298,-8.2179,39.7112,216.4138,h
71.8731,9.8828,9.1396,2.9972,0.3322,0.1917,-5.8032,64.4206,68.358,198.356,h
44.0134,19.6304,40.6993,3.1362,0.2368,0.1312,-4.4612,-30.7642,-43.5636,72.4253,h
20.4809,10.3726,84.7118,2.5814,0.5937,0.3212,6.1172,22.8794,-44.7554,206.0901,h
66.2837,30.9485,41.382,3.1909,0.1321,0.0667,23.5679,-34.2382,-126.321,236.373,h
95.3944,70.4099,78.833,3.6003,0.1923,0.1043,40.8382,70.7168,36.8711,353.398,h
138.7458,40.2431,3.3626,3.0299,0.1368,0.041,-28.884,130.857,84.7461,218.1114,h
23.3011,13.7888,53.8272,2.6068,0.4936,0.2565,11.7992,-3.554,-11.7829,216.9604,h
21.3806,5.7394,57.1519,2.5833,0.6553,0.4067,5.923,16.5609,-16.4946,142.9709,h
19.195,16.5182,26.3307,2.3225,0.5707,0.2959,-4.6834,20.8518,12.9183,195.0225,h
144.045,26.8074,44.6947,2.9631,0.2711,0.1432,16.0733,-102.29,-89.8425,176.171,h
109.1565,18.2065,59.091,3.3285,0.1588,0.1084,13.4866,46.7544,-94.8638,130.6783,h
22.2186,18.1081,48.836,2.7362,0.4488,0.2799,-12.9885,32.2887,29.4685,162.3592,h
25.7009,17.1045,0.313,2.4558,0.4416,0.2896,-4.3285,24.3707,36.8598,191.8331,h
21.586,17.1483,66.7792,2.9789,0.3081,0.1819,13.312,-14.1609,1.946,165.7869,h
115.8466,27.736,34.2794,3.3434,0.1905,0.1073,-30.435,75.7279,-123.2913,199.7725,h
17.1067,6.8195,89.7228,2.2768,0.6185,0.3667,13.0816,-18.2248,-16.0989,65.1721,h
44.6675,21.9399,1.6086,2.6663,0.2941,0.1276,21.8176,20.0397,54.0188,193.2503,h
18.1068,10.3973,34.7151,2.2866,0.701,0.4061,-10.0563,2.8306,-18.409,172.4356,h
34.706,7.9521,40.0399,2.7012,0.4417,0.2828,-9.4878,12.7077,9.3057,107.9123,h
49.8695,25.5181,0.0097,2.9912,0.4061,0.2832,-23.0792,19.4143,-62.1517,299.322,h
31.7077,11.4427,47.502,2.5804,0.4205,0.2484,-5.483,-13.3741,-21.5419,246.92,h
94.8772,29.4697,1.374,2.7372,0.3828,0.2408,-24.7875,-67.9011,-103.885,317.604,h
29.9448,10.7167,79.772,2.4338,0.5562,0.3223,-7.6601,-7.77,36.6631,185.495,h
24.2832,11.6245,52.921,2.6294,0.4695,0.2477,4.4065,10.5588,9.0073,180.825,h
36.9766,9.2718,79.7793,2.5562,0.5747,0.2956,5.4038,14.9799,21.4842,231.5184,h
35.6467,0.9454,43.8458,2.6885,0.525,0.4006,6.3849,24.9294,14.4871,159.7466,h
27.7218,8.4941,59.0561,2.4871,0.5961,0.3371,3.1798,-20.9923,-10.9632,144.214,h
22.4408,18.8418,19.2546,2.6412,0.4365,0.2538,2.1038,-25.6271,2.6846,237.3567,h
15.2647,5.8096,71.2641,2.2321,0.5464,0.3281,5.4489,7.7963,9.7371,248.9294,h
37.868,16.1413,47.3369,2.8675,0.3161,0.1852,-11.0085,19.4101,-28.0937,134.706,h
118.395,26.2883,10.435,3.3119,0.3297,0.169,-22.8201,-78.7363,-11.9577,382.969,h
12.8532,11.4032,77.209,2.0512,0.7289,0.4133,-9.812,8.0978,-15.047,149.455,h
15.1434,11.7337,49.8144,2.2976,0.7229,0.4471,11.8494,2.8942,5.2189,179.1399,h
146.941,52.5182,69.4577,3.4453,0.2306,0.1315,-32.547,119.395,-207.744,311.048,h
61.7023,14.7348,71.9639,2.9586,0.2696,0.1436,-17.1435,-39.2609,2.7899,157.4754,h
39.6656,10.1886,73.7519,2.7985,0.368,0.2031,1.1293,31.9409,26.0259,165.8586,h
16.6762,16.1934,31.8432,2.703,0.4072,0.3124,-5.4097,-16.5137,-5.9387,228.4581,h
52.1729,43.5335,66.511,2.8921,0.3026,0.1583,-30.3114,-22.9855,75.2285,262.97,h
24.8923,17.9013,70.726,2.7702,0.3803,0.2126,-13.778,-17.8956,39.5991,237.9777,h
138.503,30.8328,65.5195,3.3005,0.2183,0.1324,-19.2624,130.16,92.1066,156.899,h
93.3756,56.9617,47.454,3.3768,0.16,0.0825,32.2942,18.5969,-7.6621,332.296,h
13.4492,9.9891,78.478,2.4141,0.817,0.4759,11.5339,-7.011,-13.4522,196.658,h
41.873,11.8226,76.8503,2.6465,0.4711,0.2454,-7.1176,-62.539,-25.5295,234.0699,h
27.2805,0.6171,12.4293,2.1276,0.7067,0.4439,-20.2849,-2.9434,7.6324,187.4427,h
138.8751,86.577,7.2948,4.157,0.0495,0.0475,68.6672,-150.1056,-23.8889,330.0002,h
15.6364,11.3955,57.4318,2.2044,0.5885,0.3101,-7.9379,-29.9539,-12.9461,32.363,h
41.8549,11.2544,54.8484,2.7973,0.3652,0.1906,-6.1466,-17.4826,-25.14,194.436,h
188.0012,65.4023,82.3182,3.5602,0.1133,0.0622,-75.4503,182.6961,-345.1951,297.4969,h
107.7187,85.7887,65.7382,3.3068,0.1577,0.0891,30.4157,-44.4384,-107.4243,282.7957,h
49.7083,11.6316,74.3395,2.8159,0.3963,0.2212,3.5281,19.8425,-1.7212,225.3599,h
25.7459,12.4056,44.8851,2.567,0.4336,0.2236,5.6507,-15.7282,-8.1383,157.562,h
70.1362,13.4687,75.8906,2.973,0.2891,0.1385,-6.77,-3.2196,-51.9163,187.0274,h
17.1336,10.2874,46.465,2.4265,0.7116,0.3764,8.0561,9.7361,-6.2159,200.112,h
23.4666,15.4531,61.1034,2.6924,0.4183,0.2447,-10.9715,-8.9713,-8.7336,108.626,h
84.1888,40.4196,12.5669,2.857,0.3627,0.2152,-18.3914,-88.2613,-16.0922,94.2115,h
158.9083,20.8549,19.6468,2.8054,0.312,0.1767,5.8247,-87.252,-110.9764,103.4329,h
198.7183,99.2397,34.4383,3.5728,0.1226,0.0547,-120.9131,-98.9017,-150.5884,278.564,h
43.8935,11.7387,78.4634,2.782,0.4381,0.2165,6.007,15.2566,-36.9423,153.738,h
71.2844,14.1321,72.8974,3.017,0.1865,0.0938,-5.4187,37.2204,78.0656,230.614,h
23.4741,9.7318,10.6763,2.1987,0.5949,0.3513,8.2168,-11.8397,28.8968,208.416,h
168.2165,22.8592,70.6219,3.0195,0.2806,0.2052,-19.6981,-159.2163,-89.3957,151.7963,h
20.6646,12.6322,54.346,2.3589,0.5208,0.3304,5.2813,15.338,15.6523,244.19,h
25.3322,16.9211,47.0068,2.5082,0.4192,0.2526,10.034,-32.5723,-5.9069,93.6291,h
17.5108,12.8155,12.6649,2.7279,0.5706,0.3602,6.8457,11.7473,5.4014,247.928,h
51.4762,42.8406,11.0336,3.0552,0.207,0.1096,-32.4454,41.4457,47.4713,268.502,h
195.5007,23.1589,9.2168,3.0301,0.2077,0.0977,13.715,182.673,177.7441,69.8597,h
168.0618,121.8159,32.3567,3.5003,0.1626,0.1191,92.074,-165.1215,-147.2772,210.8559,h
111.668,90.6032,47.5204,3.1207,0.1416,0.0723,78.8389,116.755,125.506,210.098,h
33.6756,15.2138,48.6356,2.3684,0.433,0.2354,7.7906,-32.185,30.4482,94.1986,h
145.8863,79.7778,82.2417,3.7383,0.1636,0.075,-29.1537,90.8531,3.0178,347.5865,h
179.9872,60.3431,70.9233,4.526,0.0133,0.0011,-16.6941,138.3554,-314.5464,147.3008,h
77.2826,31.1825,72.5661,2.8991,0.4156,0.1755,-19.6024,41.573,84.6022,138.6419,h
127.244,27.7107,44.96,3.3516,0.2185,0.1239,18.9351,-44.9143,-157.148,300.746,h
48.3731,10.2014,70.7993,2.8202,0.3495,0.1974,6.031,34.6585,53.9471,236.524,h
20.3407,7.4247,12.1306,2.4594,0.7535,0.5642,-1.9967,18.5961,16.2438,203.266,h
118.689,44.1081,15.7902,2.7864,0.6214,0.39,-35.9328,-138.65,-60.2387,384.151,h
232.6742,83.883,66.4043,3.4966,0.1553,0.1197,39.3852,-196.129,-248.6159,254.3488,h
48.6294,15.5835,71.1767,3.0432,0.3324,0.1861,-4.3105,50.1272,35.9226,140.79,h
25.5468,9.4973,63.086,2.4322,0.5434,0.2976,2.7766,-6.477,7.2206,243.501,h
40.2999,26.4323,55.9,2.9165,0.3261,0.1921,26.5414,34.6204,26.8354,159.428,h
32.9645,10.633,60.9326,2.3337,0.6301,0.3904,-4.8365,-7.6974,-24.7549,100.8557,h
59.8426,12.2739,55.9801,2.9484,0.2736,0.1481,-8.2839,31.717,-53.5094,199.671,h
52.3043,29.4023,76.2366,2.9126,0.2041,0.1041,-18.0689,36.514,7.9521,232.2801,h
13.1359,10.339,11.358,2.1707,0.8105,0.396,-17.8402,-3.1469,-19.9577,119.5666,h
27.2038,16.863,27.3073,2.7059,0.3701,0.186,-14.4131,23.7255,-2.6174,62.8097,h
115.486,28.01,56.249,3.2573,0.2372,0.1369,16.8134,75.8613,-71.6664,290.177,h
221.643,92.1734,50.421,3.4685,0.1363,0.0767,93.6243,96.8281,-118.129,248.752,h
46.5636,10.8151,17.1893,2.8591,0.2891,0.1459,-3.9063,28.9494,19.7174,174.841,h
21.4171,6.9928,82.3203,2.2317,0.6804,0.3548,6.4124,7.806,25.2607,177.011,h
49.9721,12.6864,46.9348,2.877,0.4015,0.2517,18.2046,-24.1474,-60.7592,288.4026,h
117.5035,25.3739,23.6392,3.4283,0.2108,0.1092,-17.8634,30.0582,-130.5414,298.9475,h
176.969,81.3581,84.4018,3.4637,0.1736,0.0871,119.928,-89.0242,-227.241,297.574,h
22.1297,0.0,51.791,2.3128,0.8078,0.4161,15.3561,0.0,0.0,126.011,h
290.9274,63.2814,43.2185,3.8407,0.1196,0.0427,42.2985,-248.5843,-293.1875,220.5279,h
17.7523,11.0199,7.7447,2.4564,0.6993,0.3829,3.5628,16.1649,-9.6175,145.617,h
20.4922,16.7137,20.185,2.5119,0.3908,0.1985,-8.6593,5.2387,0.834,119.096,h
111.47,36.4754,14.1968,3.3589,0.2123,0.1114,-25.5691,-81.1925,10.3615,374.977,h
124.7476,25.6164,24.3996,3.2584,0.184,0.0778,21.8354,-47.2389,-139.9249,183.3735,h
29.0886,14.0879,37.8387,2.6803,0.4302,0.2469,14.6174,-20.5481,3.3787,244.8222,h
224.355,63.3955,43.037,4.3851,0.0505,0.0299,42.8527,-186.277,-259.633,177.472,h
233.7968,137.1439,48.1369,3.5614,0.1377,0.0836,-56.3723,-270.6169,-154.6905,291.7171,h
135.4248,84.6411,80.726,3.9081,0.1219,0.0616,54.8488,125.1677,-10.9997,275.5792,h
28.2532,8.3321,37.0871,2.6946,0.3819,0.2672,11.9332,31.8361,23.4065,241.0948,h
113.158,81.1101,77.0,3.8248,0.1123,0.0586,-57.6091,74.2109,-192.444,292.425,h
64.6147,48.7627,77.993,3.2645,0.2676,0.1422,28.5633,46.5261,-36.6205,317.116,h
73.449,27.4219,46.4513,3.3005,0.1949,0.1313,27.3266,-42.2207,-106.4777,270.7084,h
19.2805,13.2528,78.6096,2.7718,0.4505,0.3041,9.9553,-15.7549,-25.1131,97.5432,h
154.5643,59.2228,74.0884,3.2107,0.2196,0.1592,-40.0974,-101.0299,-150.5058,359.5927,h
17.0899,16.6616,69.2804,2.3509,0.5209,0.3194,8.4029,11.0507,29.9208,55.1584,h
34.4933,7.899,62.854,2.5999,0.5,0.2525,7.084,13.9354,18.6371,59.0169,h
