fDist,fLength,fAlpha,fWidth,fM3Trans,fConc1,fConc,fSize,fAsym,fM3Long,class
227.5055,118.5341,72.1555,53.8896,47.0572,0.0285,0.1001,4.0963,-21.5553,-121.2267,h
221.4876,20.4074,36.908,8.6738,-8.2311,0.4451,0.7406,2.0779,-21.2419,20.2151,h
23.7638,78.8641,85.0956,22.674,-14.1646,0.1066,0.2061,2.7466,108.928,-57.1446,h
76.655,56.9892,85.5277,27.8128,-30.871,0.1909,0.3363,2.7037,-6.8392,-47.46,h
129.686,30.0886,14.675,14.9574,-9.9923,0.2187,0.4257,2.2343,-30.9557,-21.3144,h
264.1398,171.5051,40.1469,64.5524,42.0187,0.0466,0.1674,3.5331,103.3078,145.4257,h
104.8435,202.5795,36.7271,65.7137,45.2807,0.0242,0.0506,4.6453,169.2967,141.2312,h
213.9983,24.7579,41.432,11.1376,-4.9215,0.2732,0.4861,2.5202,26.1892,35.1314,h
314.058,78.6562,46.6821,39.4167,25.7261,0.1209,0.1831,3.6073,-42.1342,49.7004,h
141.9999,13.9169,12.1456,13.1987,-11.8253,0.3785,0.6279,2.5889,-17.4185,11.258,h
209.6312,116.7869,81.8155,26.3692,21.7032,0.1612,0.2919,2.8741,-101.5031,54.4162,h
298.891,162.904,2.607,44.1157,-42.3085,0.1157,0.2199,3.3998,-159.409,-95.9851,h
232.301,125.306,19.2743,50.3371,42.6382,0.309,0.3855,3.1935,-104.131,-81.2847,h
117.306,31.0359,86.4242,11.1013,6.1501,0.2323,0.4236,2.6186,-31.0017,21.2969,h
123.84,21.2509,7.182,10.8657,7.8355,0.2843,0.5686,2.1847,14.7015,17.944,h
182.448,58.2002,9.0707,10.9563,10.3233,0.1711,0.3535,2.5882,-45.0252,23.6823,h
372.691,98.1672,14.111,28.5313,13.2713,0.2194,0.4241,2.7324,-44.2762,-88.8223,h
132.6,59.6541,0.3034,41.7831,-34.2565,0.0804,0.105,3.5978,-37.2919,-57.1406,h
182.157,20.2908,26.539,10.2911,-10.8231,0.3352,0.6288,2.4216,-7.8341,17.4854,h
397.574,127.314,68.0493,95.0778,76.0227,0.086,0.156,3.7006,-29.3707,-127.826,h
139.9475,30.972,53.4668,16.6823,13.0838,0.2213,0.415,2.6561,-31.3129,-20.3396,h
164.0492,185.0381,21.9336,37.7617,16.9698,0.1851,0.3846,2.7675,-160.9643,-130.7518,h
180.167,49.7403,34.582,23.7094,20.3422,0.1192,0.2329,2.7263,35.1742,-29.4208,h
162.8426,48.3457,46.4487,9.8713,5.7925,0.2066,0.395,2.7987,-10.2163,-20.0218,h
118.05,21.4121,16.3763,10.1034,7.5898,0.3636,0.6035,2.6973,9.5296,15.2403,h
254.3935,128.8696,45.9951,24.8825,-17.6881,0.2243,0.3673,2.7363,-107.5256,-116.4463,h
83.7552,24.8151,67.3978,16.0069,-15.3001,0.2511,0.4735,2.5422,-13.9028,-9.6062,h
185.9108,25.6262,84.681,13.4525,-10.1324,0.2484,0.422,2.6973,-19.6727,-17.0353,h
221.9544,52.1417,6.2682,51.7241,-31.9177,0.1266,0.2873,2.7439,15.2124,48.8939,h
159.861,24.7592,7.219,12.2102,5.0697,0.243,0.43,2.5944,11.8064,10.4869,h
119.045,119.664,4.071,19.871,-18.2301,0.1069,0.2009,3.1684,93.0396,27.465,h
128.671,249.996,10.3775,104.416,-90.2463,0.0657,0.1299,3.5453,-295.404,-174.45,h
82.9538,15.8819,58.0306,14.8484,-7.9818,0.3451,0.604,2.4857,-1.1182,15.9446,h
112.4593,16.8884,20.7099,10.6572,3.5829,0.5661,0.806,2.3077,28.1837,0.5963,h
187.33,45.1554,17.7436,9.6212,-5.0859,0.2236,0.4207,2.8309,55.4898,36.8525,h
149.554,93.3967,41.7438,37.1066,28.2698,0.2275,0.3549,2.8319,-51.9886,-94.9263,h
219.644,41.5143,26.155,37.7714,-16.5403,0.0967,0.1749,3.1772,30.3418,27.4409,h
201.686,172.111,30.6782,34.7788,-21.604,0.1199,0.193,3.158,217.6721,-108.1923,h
243.1062,50.6729,57.7969,25.5368,-9.8045,0.126,0.1839,3.0763,7.0156,20.9158,h
212.3356,16.3002,27.5505,14.3664,-14.0349,0.3561,0.5884,2.6469,-10.7779,17.4112,h
173.7475,57.6556,71.9083,33.2475,14.8958,0.1868,0.2976,3.2526,17.8991,38.2299,h
187.841,75.6979,22.092,31.6299,26.9461,0.213,0.3903,2.6781,-27.7117,-90.126,h
201.385,89.4076,61.152,27.2539,-18.1134,0.0741,0.1481,3.1149,-68.8599,-86.9093,h
217.4068,27.5587,33.658,9.1854,9.8768,0.2658,0.4868,2.7751,11.077,0.4856,h
186.9173,22.7165,10.8162,14.2438,5.9983,0.3718,0.6991,2.2561,-7.4434,-16.7073,h
127.043,32.3347,48.4534,8.7516,-2.1559,0.2479,0.4709,2.5575,23.7103,12.328,h
251.0377,30.0199,73.2437,14.3107,-7.2856,0.2552,0.4194,2.556,-7.7647,10.0191,h
180.438,16.9165,23.2351,11.9983,10.8338,0.3213,0.6366,2.3679,-2.1797,14.4479,h
233.795,30.7361,34.689,8.2288,-4.2379,0.3527,0.6,2.658,19.3985,22.0902,h
224.1296,15.1128,88.1898,12.8535,5.3886,0.2977,0.5886,2.1693,4.0244,-11.7264,h
358.7678,164.7008,62.6572,82.4579,-68.0076,0.1593,0.308,2.8111,-202.6054,78.1008,h
229.9609,61.5559,11.1606,15.2269,6.2428,0.2317,0.4254,2.7178,61.3007,38.2368,h
181.289,18.1525,74.436,15.6634,11.9734,0.2698,0.5355,2.3918,9.025,-16.9469,h
205.9366,72.6737,62.8116,7.5386,2.1269,0.1267,0.1793,3.0162,-20.1745,-24.5477,h
227.191,67.6087,79.6662,26.6783,19.8064,0.2462,0.3851,2.632,-56.6298,-57.9631,h
168.24,19.6711,21.559,6.7556,4.4978,0.4826,0.8231,2.6186,18.5214,15.3024,h
223.4356,60.1637,31.8311,11.2194,-6.3152,0.2532,0.4734,2.5592,45.2744,68.1764,h
374.8083,142.5279,88.5362,61.8344,41.6467,0.0616,0.0898,3.9882,73.647,-130.4584,h
271.775,81.9305,1.671,37.9403,-26.1356,0.1499,0.2734,2.8351,-104.51,-14.604,h
125.1564,18.8098,64.0754,14.7872,-13.2387,0.3923,0.6636,2.3262,-12.7485,-24.1161,h
134.211,33.2278,22.771,9.1514,-8.1573,0.3141,0.538,2.5502,-20.1119,-23.9935,h
49.1527,211.048,86.5759,91.3653,-95.2833,0.0493,0.0912,3.541,-84.4925,-125.602,h
151.8346,22.8087,41.1069,11.1387,-0.6207,0.5133,0.734,2.4574,8.4924,16.6283,h
193.7732,24.1699,5.1352,18.731,-13.4043,0.2157,0.4239,2.5691,42.5855,6.7161,h
71.6604,52.1322,58.488,24.8487,-13.6924,0.1601,0.2918,2.6248,-52.1475,25.5667,h
78.2618,12.9801,30.803,10.8815,-7.0019,0.4723,0.7457,2.4175,-13.697,6.0371,h
466.4078,90.7728,12.4989,83.2654,-40.2964,0.1273,0.2544,3.7381,-111.0886,-96.7941,h
120.635,51.2755,4.1303,26.1717,17.3136,0.0643,0.1675,2.9442,-37.5337,-26.86,h
222.397,31.8528,40.2082,9.1297,7.1572,0.3932,0.5353,2.6535,23.8483,10.1555,h
219.933,35.5351,10.633,10.0228,-5.8008,0.2853,0.4356,2.7501,41.5242,26.0692,h
256.421,27.0694,5.0893,21.8262,8.4929,0.2068,0.3826,2.5508,10.4249,22.9174,h
229.4376,22.4755,23.8599,17.3344,3.1056,0.2126,0.3736,2.6106,-27.598,19.4539,h
104.099,24.6793,80.6523,18.832,-13.2446,0.1834,0.3522,2.7917,22.8132,19.4437,h
185.548,32.7101,62.9717,23.478,18.0197,0.1718,0.3063,2.5746,6.4183,9.8533,h
158.003,27.1008,81.1257,10.5205,-9.9203,0.4497,0.6094,2.5711,23.5141,25.8986,h
114.517,107.547,12.9259,21.5764,14.6639,0.1694,0.3188,2.8448,51.8313,38.5643,h
267.8709,36.269,19.6183,28.2955,18.8731,0.1392,0.2847,2.7586,-81.3588,27.0922,h
220.708,75.8766,29.2498,35.2101,23.0654,0.094,0.1602,3.271,-128.7,47.1292,h
254.1091,18.2935,58.0392,14.4717,13.5845,0.3369,0.5504,2.4618,12.0173,7.4088,h
220.2711,23.7506,11.2605,13.6569,2.9582,0.2344,0.443,2.5907,10.4622,20.7432,h
280.853,41.9913,3.9992,17.9165,-4.3532,0.1601,0.3411,2.7508,-76.7312,41.1898,h
211.489,76.5687,28.9443,34.0259,-16.8529,0.0687,0.1339,3.2982,28.6697,51.3486,h
309.2336,103.6647,58.9961,79.7805,52.3352,0.041,0.0462,4.3202,65.7343,89.6862,h
219.649,24.5359,66.8673,11.5548,10.404,0.3142,0.4973,2.5729,4.9222,20.2753,h
258.539,36.2672,87.695,10.7377,7.6944,0.2119,0.3849,2.6889,-31.6599,18.6649,h
257.0716,54.9625,7.2035,17.7415,10.019,0.3282,0.5455,2.59,-98.4362,34.8255,h
184.676,27.1642,15.5513,11.8179,-9.2489,0.3281,0.6274,2.3225,-9.8199,-23.5807,h
66.759,16.7945,47.2783,10.1567,14.0172,0.3899,0.777,2.2568,9.282,-3.9097,h
175.025,29.5713,23.723,18.3141,8.8532,0.3091,0.5585,2.6222,-21.7437,-29.398,h
205.771,218.336,81.4912,35.3365,33.3199,0.0722,0.1425,3.2117,-146.548,-213.898,h
338.7116,159.8481,18.2848,34.8371,-9.5707,0.1622,0.2453,3.2674,-31.9221,-207.8038,h
181.37,19.4865,9.768,7.3947,4.5933,0.4321,0.7551,2.5058,-2.3691,8.6595,h
267.13,120.409,45.2897,60.9902,-43.6525,0.1208,0.2267,3.1289,21.3863,143.498,h
306.7322,114.6393,8.5969,27.0328,-23.2071,0.1407,0.2257,2.9563,-117.6203,-60.2645,h
234.5915,147.813,28.8504,27.0996,-5.8287,0.1863,0.3382,3.1558,-128.2395,-54.8827,h
122.912,58.1694,4.321,9.9714,-9.6553,0.1709,0.3373,2.8261,14.9913,48.1614,h
89.1789,89.316,38.4332,24.3075,10.627,0.0808,0.1534,2.9348,-33.6276,-90.2728,h
116.6055,29.5116,80.8572,14.5846,3.9078,0.2365,0.5114,2.5259,14.8457,21.0673,h
131.2128,22.8611,16.1564,8.2654,-9.4643,0.3078,0.617,2.1624,32.8702,28.8722,h
304.608,231.336,2.321,44.1341,30.0577,0.238,0.3947,3.107,-194.768,-170.845,h
82.0322,95.8526,41.1151,15.8102,3.3254,0.1207,0.2102,3.2617,-56.7301,25.5318,h
155.68,28.251,67.6187,9.1968,-9.2986,0.3545,0.5432,2.4526,6.4403,23.8752,h
325.797,95.0744,26.4577,23.0603,5.4325,0.136,0.2627,3.1793,-41.3661,79.2067,h
71.0521,51.6228,58.805,22.3215,11.6289,0.0972,0.1931,3.3615,-5.5054,29.5777,h
117.3777,94.5982,80.7469,21.9615,17.2027,0.0869,0.1486,3.2107,-19.003,-46.3192,h
195.9181,16.6936,24.712,11.8347,-7.6558,0.3298,0.5915,2.3681,2.021,2.6612,h
340.516,201.09,73.6304,82.5347,-59.7038,0.0531,0.0987,3.9952,-224.515,-188.032,h
331.791,140.227,10.207,74.6445,-75.952,0.0509,0.0981,3.6987,-209.157,-92.4478,h
151.5223,42.3216,74.1519,17.0519,-17.3291,0.257,0.3994,2.7316,64.2798,19.6252,h
359.445,81.2464,22.5005,77.0121,21.757,0.0634,0.1267,3.8888,-66.0714,-42.8035,h
247.4307,60.5159,2.8626,13.579,5.2105,0.2103,0.3476,3.0125,61.5637,60.1913,h
265.8435,37.9753,14.3465,5.1561,-6.8782,0.4316,0.6779,2.5209,31.3369,31.8875,h
257.329,27.9583,40.4651,14.0395,-4.443,0.2594,0.4334,2.6915,6.6603,-14.7058,h
113.882,44.6665,1.3387,23.6658,-12.8329,0.1361,0.255,2.7206,-67.3175,21.4992,h
290.5854,111.3448,18.4264,22.4878,7.2081,0.2071,0.3863,2.9761,-109.1883,-81.0276,h
227.6133,41.2576,39.3094,12.722,3.7897,0.282,0.5178,2.5669,8.734,-18.5681,h
199.29,105.022,25.907,92.0342,58.248,0.0568,0.0951,3.9104,-91.9383,-15.1269,h
48.0056,27.6224,77.9632,10.1414,5.8707,0.2706,0.5177,2.6564,-19.8099,-16.5941,h
282.652,94.1334,8.265,63.0434,-25.963,0.1442,0.2785,2.9112,-59.9472,-83.7172,h
185.012,48.3215,56.2381,6.8523,3.1195,0.2606,0.4291,2.8283,-3.9211,27.5251,h
396.9053,150.7271,54.9163,104.9672,-92.1893,0.0787,0.1549,4.0169,-123.5467,-154.5906,h
390.07,117.902,57.1777,69.9325,19.4267,0.1661,0.2979,3.4107,90.5019,117.519,h
114.3847,33.9806,62.6615,10.456,9.4395,0.2199,0.4317,2.2034,7.96,17.6881,h
208.029,24.2757,23.102,10.8321,-11.3568,0.329,0.6374,2.5883,-10.9739,9.5183,h
215.9294,50.0678,18.1779,8.3694,12.5765,0.2295,0.3884,2.8187,49.2171,39.1699,h
290.431,79.8937,34.986,26.1386,-19.249,0.1428,0.2282,3.271,-62.0345,56.62,h
238.0608,69.3249,48.3789,25.5888,9.8262,0.12,0.14,3.3401,-85.1932,-56.3247,h
187.651,19.5649,33.364,9.767,4.4378,0.2946,0.5676,2.2672,-25.4222,-6.3994,h
168.5068,64.2169,33.9807,18.1686,-4.0623,0.407,0.5832,2.5507,-38.8492,-66.5204,h
135.2064,258.7196,75.4253,188.8866,122.2904,0.0535,0.0865,3.5198,328.7287,42.4851,h
158.5236,50.8775,45.4303,37.0657,-29.8365,0.0637,0.1324,3.3718,16.743,10.5105,h
357.119,97.279,25.5154,68.7333,-40.8534,0.0695,0.1282,3.8828,-0.5356,-69.6596,h
234.683,147.203,51.6996,82.3047,-55.0321,0.1016,0.1836,3.3614,-250.915,144.953,h
364.1513,64.5225,2.8159,32.4498,18.1073,0.1989,0.4044,3.3062,-18.0119,-9.7041,h
248.094,28.9305,54.225,16.0528,-17.2852,0.3479,0.5252,2.3589,27.3885,25.9744,h
135.2,19.3067,87.7668,9.5213,1.8875,0.4044,0.6088,2.5315,-20.4791,-13.7595,h
193.6073,13.651,58.3071,4.8943,4.3371,0.5542,0.7481,2.236,-8.0374,0.0364,h
277.9154,239.0615,58.3789,74.374,80.5182,0.103,0.1917,3.5694,-107.4136,-229.1302,h
108.6919,27.2364,61.1569,7.412,4.7101,0.309,0.5088,2.7131,-9.3461,-3.8343,h
165.9016,34.3248,12.7435,9.9475,-2.1755,0.3776,0.6811,2.3644,-25.9798,-18.2595,h
178.1996,24.3343,31.844,15.0848,-12.1298,0.1625,0.3555,2.6239,4.6628,11.697,h
203.853,151.944,56.64,50.3368,-29.3757,0.1577,0.2438,3.3734,-163.797,-56.6262,h
395.0967,136.3993,42.8892,61.6681,40.3996,0.1218,0.1827,3.7336,-49.786,-149.4735,h
159.3202,51.4664,39.6762,8.8279,6.9968,0.2162,0.4391,2.8346,46.2015,43.7837,h
221.961,75.6427,17.19,28.926,15.746,0.084,0.139,3.5111,-67.2102,-52.6716,h
265.797,70.7528,4.755,36.1413,-5.0701,0.1772,0.2844,2.9807,79.16,37.8433,h
242.6183,27.7947,43.8062,24.8586,-6.2307,0.1535,0.2812,3.068,-2.7703,23.9281,h
118.5759,8.6998,64.5429,6.7412,10.2013,0.4493,0.6872,2.4845,-3.9379,2.8869,h
199.0234,20.7721,13.7997,2.9223,-9.2062,0.3418,0.5595,2.7263,-3.9528,2.5478,h
174.5918,71.2865,4.0546,21.6592,8.7979,0.2438,0.3728,2.9759,79.4384,-41.3751,h
221.648,54.8335,24.614,12.8325,6.7826,0.1689,0.2995,2.9232,-4.6042,25.123,h
258.0838,242.0791,60.7836,71.1568,82.1649,0.1039,0.19,3.6947,-102.2563,-225.8662,h
124.4584,14.1721,33.111,7.737,-3.395,0.3027,0.4963,2.4843,30.2651,24.1343,h
208.416,13.3408,73.701,9.739,11.0922,0.5193,0.8249,2.2266,-12.417,-8.407,h
157.6303,145.4748,20.6622,39.2394,-29.9708,0.1536,0.2497,2.895,98.7089,159.0491,h
157.2797,162.8169,32.9327,65.5234,-46.4327,0.0788,0.1165,3.365,-135.203,-103.6192,h
147.3523,34.8491,15.8249,15.3844,8.7939,0.3672,0.5087,2.7723,29.797,17.938,h
102.09,20.9468,65.7603,17.7919,-10.4359,0.1795,0.355,2.8602,10.8769,8.6884,h
126.318,17.1992,76.035,10.3194,-8.0473,0.4143,0.6889,2.4983,-3.2629,7.1593,h
364.5721,173.9607,41.9359,70.6821,-25.6595,0.1017,0.2145,3.684,-129.6466,-158.1627,h
64.6417,58.8826,8.76,11.747,5.2739,0.1595,0.3033,2.9511,13.5775,-41.6244,h
229.5046,79.0402,5.2436,22.2641,4.8192,0.1855,0.34,2.8467,-96.35,-59.3983,h
359.4094,96.4796,1.0932,57.592,37.4663,0.0929,0.1604,3.3579,-152.2278,27.6346,h
192.5941,45.1659,31.0284,12.261,-5.7269,0.184,0.2925,2.9511,60.0913,55.9376,h
142.9199,19.4204,46.9609,6.6496,-7.4771,0.3957,0.7044,2.2893,-19.0659,-11.1689,h
119.347,106.235,59.4212,19.67,-15.6609,0.0976,0.1859,3.2621,-44.9633,53.7852,h
223.783,40.6748,59.0341,29.6305,28.7959,0.1945,0.3121,2.658,61.5016,-15.6993,h
248.333,53.3331,13.565,21.4744,12.3721,0.1208,0.231,2.9287,-12.7397,23.5127,h
173.87,46.31,56.6947,21.8396,-19.939,0.2776,0.408,2.6518,43.4939,39.9859,h
238.852,17.6877,6.794,12.4821,-5.1048,0.3613,0.6507,2.6196,13.9636,15.1892,h
360.238,114.941,31.7734,36.0681,-26.7291,0.1915,0.3818,2.934,-44.7372,-104.586,h
190.6379,16.9608,41.7464,11.1912,10.1228,0.2881,0.4812,2.8429,-0.4332,20.4537,h
205.239,22.6248,27.009,16.3387,-8.761,0.2702,0.4517,2.8075,-1.5771,16.6275,h
233.051,44.1035,87.7994,26.0029,-27.9972,0.1737,0.3219,2.7071,45.6684,-19.9626,h
255.374,75.8507,15.3192,19.2153,16.3209,0.2346,0.3678,2.8689,-62.43,-45.4391,h
266.2613,64.019,11.1604,14.5526,20.8493,0.234,0.4307,2.7102,-80.7757,-47.3413,h
292.5933,185.9683,58.3464,46.3927,36.3118,0.1239,0.2653,3.1614,-201.1309,-158.5741,h
259.572,43.54,26.3532,27.0571,15.2526,0.1708,0.2862,2.7474,-19.9815,37.9593,h
103.0275,52.1023,74.2446,18.8016,16.5124,0.1632,0.3012,2.6456,52.1284,18.8213,h
222.842,19.1533,69.7206,10.0736,4.452,0.2791,0.5437,2.3139,25.6041,5.4195,h
191.135,169.19,31.857,37.6687,-26.3826,0.1302,0.2116,3.181,221.873,-111.994,h
188.0174,20.6602,84.4428,9.4829,-2.4076,0.3013,0.5941,2.3709,-3.6252,-18.5964,h
48.9611,21.8272,15.2163,6.5965,6.5678,0.4475,0.7315,2.1089,21.8772,14.4944,h
163.181,32.1778,39.654,18.286,17.8736,0.2045,0.3773,2.9457,29.0934,18.0695,h
186.568,159.653,33.756,48.5098,14.487,0.0738,0.1399,3.2608,-242.248,116.136,h
260.133,150.054,78.7196,84.342,48.4513,0.1325,0.2614,3.3821,-134.609,-137.365,h
26.3525,114.9085,12.689,34.4192,27.726,0.1128,0.222,2.9686,166.3728,-97.323,h
184.7944,143.3763,77.7655,30.1811,21.9292,0.2087,0.3758,2.8094,-45.6603,-97.2622,h
46.6216,90.7088,19.578,11.0098,6.1829,0.1885,0.377,2.541,-63.8226,-79.2581,h
270.9517,231.1923,64.2588,128.6088,125.8172,0.041,0.1122,3.597,142.5272,144.3742,h
245.1055,206.7469,80.4459,70.6047,55.4418,0.1431,0.2985,3.0232,86.171,196.6923,h
251.7385,122.6435,39.8976,67.0361,-73.8091,0.167,0.2977,2.9868,90.2792,87.021,h
201.7485,22.8469,68.4021,6.0045,6.9701,0.4913,0.6865,2.3771,6.8943,26.3159,h
122.949,64.219,6.665,23.7924,-8.3084,0.0937,0.1754,3.0346,-57.6912,-49.5958,h
178.295,15.7305,27.7778,12.3216,10.6035,0.4667,0.6431,2.5826,0.1983,-6.0171,h
305.8298,73.503,75.1093,53.9862,-37.4708,0.0997,0.1705,3.5778,-92.937,31.599,h
187.108,39.2934,23.685,10.5426,-5.6681,0.2803,0.431,2.7738,34.7939,28.1703,h
149.7986,20.8258,33.6243,7.0223,9.4527,0.3295,0.5816,2.4523,13.9772,-5.4278,h
149.262,127.481,55.7671,37.247,-28.6922,0.0519,0.0976,3.6508,11.6367,134.93,h
279.6573,97.8494,18.3755,48.1083,-19.4967,0.1182,0.1812,3.3791,-64.9139,71.339,h
241.61,17.3371,4.3202,11.4607,-11.3435,0.4573,0.6406,2.5533,-3.3701,10.5042,h
182.4297,79.3857,74.5841,8.6417,6.6152,0.1332,0.2546,3.1414,14.0261,49.8534,h
160.765,75.6701,59.637,22.2969,-2.598,0.1427,0.2527,2.9477,95.5105,32.3579,h
40.716,56.0655,59.5926,8.9886,-6.5418,0.1666,0.2684,2.8966,17.6946,27.8618,h
219.46,22.8142,21.013,8.7151,-4.0274,0.4629,0.6262,2.5688,11.7303,13.9087,h
140.255,19.4335,82.9906,16.7343,13.968,0.2714,0.4418,2.658,14.1842,14.5431,h
235.199,26.7491,47.68,15.7483,-14.7727,0.2388,0.4052,2.5384,36.8381,10.5625,h
271.354,136.119,54.319,94.0156,70.814,0.0322,0.0549,4.3583,-85.5286,-73.7651,h
382.2097,126.6356,61.4309,66.5995,-52.028,0.068,0.0953,4.2846,91.5666,110.1543,h
193.4097,33.1272,84.9179,20.3221,-16.4027,0.1766,0.2728,2.5447,-11.8518,20.7825,h
249.3844,115.1431,9.4043,35.0826,-20.6043,0.1304,0.2189,3.0283,-107.9506,-165.5549,h
268.088,118.105,86.7108,40.7962,-9.8269,0.0778,0.1339,3.4483,33.193,92.8722,h
216.1004,204.7281,58.3028,60.6826,-30.2022,0.0664,0.1387,3.0227,152.7945,182.4354,h
283.107,20.9817,52.2331,12.0172,11.1404,0.2668,0.5206,2.3627,2.6986,-11.1471,h
324.4922,126.056,16.0535,35.5809,-33.483,0.1441,0.2854,3.5832,-30.9713,-139.7062,h
105.134,33.7125,46.5757,17.0818,-9.0689,0.2103,0.4019,2.6289,19.6482,-13.1492,h
244.89,173.102,61.4059,65.3651,-41.4593,0.0362,0.0666,3.8666,105.014,111.898,h
120.928,23.8951,79.7671,22.4777,-12.9511,0.2181,0.4239,2.6928,5.4364,-14.5049,h
168.5293,195.5844,4.8756,22.4222,-12.1278,0.1987,0.3073,2.9547,-247.1927,126.2955,h
214.228,35.2915,10.9565,10.361,-8.7667,0.233,0.4402,2.7645,-23.6568,16.4675,h
361.655,84.034,9.0247,68.6366,43.749,0.0946,0.1572,3.5917,1.2263,63.2498,h
304.159,112.737,46.8482,103.345,57.2704,0.1038,0.1798,3.1893,139.988,55.5331,h
359.8186,86.6506,20.8951,26.9587,12.2096,0.1864,0.3926,3.2885,25.6747,-34.3385,h
378.5201,129.6318,5.3168,48.4755,45.5892,0.1194,0.1685,3.6675,-153.1131,-124.5747,h
281.961,132.313,85.6332,68.7357,-37.4081,0.1754,0.3052,3.2222,68.9678,173.067,h
232.857,66.1075,47.6322,11.957,-8.0502,0.1578,0.2689,2.9432,14.5861,54.47,h
69.493,254.5495,47.5982,36.3921,-24.658,0.1237,0.2513,3.1612,-343.3577,187.4007,h
154.9639,47.6002,69.4851,14.8699,7.7824,0.2681,0.4302,2.6219,29.8218,36.9517,h
325.9001,161.2013,16.9139,28.2814,-14.3785,0.1568,0.2376,3.0104,-70.0901,-161.6211,h
118.8615,31.8008,19.5928,8.6412,-2.798,0.2504,0.3867,2.8524,11.0511,-5.7048,h
116.807,70.2993,18.5286,11.8649,-5.7148,0.2363,0.4262,2.5635,-37.0433,-67.699,h
241.9691,24.8845,41.0122,3.7537,7.323,0.4019,0.6877,2.1058,37.7938,17.1743,h
265.7457,118.0119,16.214,34.4505,-16.7904,0.0595,0.1599,3.4329,-86.88,92.0826,h
204.93,24.3082,7.024,8.3714,9.5262,0.4393,0.6618,2.4346,25.1551,14.0397,h
292.2953,52.4535,78.344,35.8114,-23.744,0.1153,0.1404,3.1207,12.3676,-9.638,h
323.7325,132.0623,19.9377,45.2558,-15.4211,0.0977,0.1633,3.8515,-176.5335,-105.6433,h
81.798,21.8269,53.6823,3.5838,-7.6746,0.3525,0.673,2.1205,7.6221,0.0383,h
367.575,142.74,51.7033,92.8384,65.9667,0.0527,0.0979,4.0558,-173.8,-78.1944,h
402.625,26.4689,75.699,21.5712,-23.772,0.398,0.7786,2.5384,29.7626,2.1894,h
166.6476,42.5712,43.4692,6.8829,3.4437,0.3382,0.5586,2.5125,61.8805,28.8978,h
262.199,56.9366,53.2187,10.2765,-1.2219,0.2034,0.3516,2.6774,30.2751,45.1287,h
104.3705,29.0737,60.4286,11.33,-9.9597,0.2732,0.4847,2.7144,18.0458,23.1537,h
196.315,29.1369,29.0695,18.8239,-17.6313,0.2223,0.3904,2.7976,12.4938,25.5932,h
232.06,27.7808,83.101,12.187,-5.4611,0.2484,0.4531,2.5051,-24.7152,-22.5079,h
196.211,20.1149,29.782,7.1037,-5.2355,0.4066,0.7766,2.1351,21.5779,12.9117,h
285.8099,118.4908,79.3923,66.9402,49.8532,0.0658,0.1039,4.0546,-25.0086,-107.2853,h
212.4372,26.9422,60.6943,4.8134,0.9134,0.4882,0.7499,2.2273,5.4243,0.0442,h
118.386,305.422,13.31,54.9948,-31.6143,0.053,0.0964,3.8903,-368.633,-269.333,h
240.4946,159.1837,36.6345,57.3305,41.9361,0.0746,0.1568,3.194,-174.3441,-36.8551,h
203.1796,29.1395,53.3111,4.4119,-9.8674,0.3128,0.5297,2.5319,6.8428,-26.876,h
54.5603,24.9532,3.4894,22.0362,9.2707,0.1599,0.312,2.8069,4.912,-12.9585,h
203.1024,145.354,55.2582,87.4626,48.0554,0.0198,0.0544,4.5105,-97.7777,-181.5457,h
214.6293,182.604,34.0059,71.6365,-70.1266,0.1197,0.2411,3.3761,-263.166,-138.6423,h
170.6093,195.0339,83.2553,120.6847,-79.4557,0.0636,0.132,3.7992,-236.7155,86.7975,h
157.122,157.3766,72.6454,65.3196,54.5743,0.0927,0.2259,3.0305,301.1996,-161.9202,h
133.4632,14.3587,82.9011,10.5595,-10.9281,0.2872,0.4697,2.2995,0.5447,-21.2655,h
166.892,29.3045,66.612,9.8754,-11.7191,0.286,0.5071,2.3918,10.5582,18.0646,h
286.955,182.071,45.6762,17.209,14.4658,0.1607,0.2931,2.889,-114.714,115.518,h
187.543,146.311,50.3566,53.1446,-35.9222,0.1887,0.2923,3.1532,-203.591,125.655,h
193.172,25.7223,58.622,12.8615,-8.3127,0.3219,0.5679,2.6112,6.178,17.9656,h
164.984,27.0821,33.4533,16.4977,10.683,0.2081,0.3877,2.8231,23.4646,20.4304,h
76.6652,17.3058,80.4582,0.4794,-0.4141,0.5221,0.7404,2.3621,4.1264,3.779,h
413.1541,125.4518,18.6955,61.7761,70.6687,0.1099,0.2271,3.4934,-89.2081,-101.6333,h
255.4879,29.0678,59.3561,5.8239,14.3,0.3318,0.6051,2.5202,2.3376,33.134,h
184.564,143.398,50.859,74.0648,106.034,0.0714,0.1344,3.4006,-207.044,-69.5873,h
162.8298,43.6668,21.6793,15.809,5.8447,0.2425,0.4258,2.8455,1.4455,31.3905,h
50.2019,60.2951,56.335,27.9635,13.5627,0.0931,0.1724,3.4553,55.3522,53.1801,h
199.7229,57.2275,89.3565,30.3038,31.0361,0.1618,0.2358,3.1385,14.4565,-34.0194,h
166.6421,28.4417,31.4607,9.0919,7.0374,0.2556,0.5151,2.6974,32.7236,22.3268,h
319.652,220.603,33.61,69.4505,-45.4798,0.0899,0.163,3.7278,-182.054,-254.47,h
