length,whole_weight,shell_weight,viscera_weight,height,diameter,shucked_weight,rings
0.54,0.9715,0.29,0.194,0.155,0.405,0.3225,19.0
0.335,0.1635,0.057,0.0345,0.075,0.255,0.0615,8.0
0.545,0.9955,0.325,0.2665,0.165,0.435,0.3245,19.0
0.495,0.6605,0.19,0.161,0.12,0.4,0.2605,15.0
0.5,0.721,0.22,0.1725,0.13,0.375,0.3055,14.0
0.515,0.955,0.26,0.2535,0.125,0.4,0.341,13.0
0.545,0.873,0.31,0.196,0.145,0.41,0.3035,18.0
0.74,1.65,0.335,0.4505,0.185,0.535,0.734,13.0
0.565,1.1285,0.33,0.3525,0.15,0.465,0.377,16.0
0.56,1.1115,0.26,0.2785,0.16,0.44,0.5035,10.0
0.545,0.9745,0.305,0.174,0.125,0.42,0.353,13.0
0.645,1.4605,0.41,0.3155,0.185,0.515,0.5835,19.0
0.575,1.0105,0.32,0.222,0.13,0.435,0.368,10.0
0.62,1.0765,0.3,0.253,0.16,0.48,0.412,13.0
0.605,1.616,0.34,0.332,0.16,0.475,0.5495,18.0
0.365,0.2205,0.07,0.0515,0.085,0.285,0.0855,9.0
0.53,0.879,0.25,0.2165,0.135,0.43,0.28,10.0
0.48,0.6815,0.2495,0.1405,0.15,0.395,0.2145,18.0
0.455,0.5795,0.215,0.125,0.15,0.345,0.1685,13.0
0.37,0.224,0.075,0.0575,0.105,0.28,0.0815,8.0
0.49,0.674,0.185,0.1235,0.12,0.395,0.3325,9.0
0.56,0.9,0.218,0.182,0.14,0.45,0.472,7.0
0.58,1.0165,0.265,0.221,0.15,0.46,0.491,9.0
0.59,1.1685,0.28,0.279,0.135,0.47,0.539,8.0
0.6,1.089,0.292,0.223,0.15,0.475,0.5195,11.0
0.61,1.0325,0.2785,0.2175,0.155,0.47,0.497,9.0
0.64,1.3715,0.409,0.307,0.17,0.51,0.567,10.0
0.71,1.9045,0.5,0.44,0.2,0.55,0.882,13.0
0.74,2.4925,0.5235,0.575,0.2,0.605,1.1455,13.0
0.48,0.643,0.135,0.1155,0.13,0.37,0.349,8.0
0.52,0.6435,0.161,0.157,0.12,0.39,0.2885,7.0
0.52,0.8115,0.2,0.166,0.125,0.395,0.4035,7.0
0.55,0.9155,0.25,0.195,0.155,0.44,0.3645,8.0
0.6,1.1385,0.31,0.2295,0.155,0.475,0.502,9.0
0.615,1.403,0.365,0.2925,0.19,0.505,0.6715,8.0
0.62,1.1325,0.2825,0.2505,0.165,0.485,0.5235,9.0
0.625,1.437,0.475,0.293,0.17,0.485,0.5855,11.0
0.635,1.3635,0.295,0.2985,0.155,0.495,0.583,10.0
0.64,1.4545,0.354,0.3575,0.17,0.5,0.642,9.0
0.66,1.478,0.372,0.381,0.18,0.525,0.5815,10.0
0.72,1.787,0.529,0.385,0.2,0.565,0.718,11.0
0.535,0.7465,0.2185,0.1515,0.16,0.42,0.348,10.0
0.55,0.985,0.27,0.201,0.16,0.44,0.4645,8.0
0.555,0.85,0.23,0.1685,0.145,0.44,0.4165,8.0
0.555,0.838,0.23,0.146,0.15,0.44,0.4155,8.0
0.56,0.7615,0.1955,0.17,0.13,0.415,0.3695,8.0
0.575,0.87,0.225,0.2195,0.145,0.44,0.3945,8.0
0.59,0.929,0.255,0.24,0.145,0.46,0.38,10.0
0.6,0.939,0.268,0.196,0.145,0.41,0.4475,8.0
0.6,1.164,0.335,0.2635,0.16,0.475,0.5045,12.0
0.61,1.214,0.325,0.2835,0.175,0.47,0.5315,10.0
0.625,1.0815,0.3135,0.254,0.18,0.495,0.4715,10.0
0.625,1.179,0.271,0.258,0.175,0.47,0.605,9.0
0.65,1.469,0.38,0.3335,0.18,0.505,0.7115,9.0
0.655,1.492,0.355,0.36,0.18,0.52,0.7185,11.0
0.67,1.6615,0.43,0.3645,0.18,0.525,0.8005,10.0
0.71,1.348,0.4535,0.4435,0.195,0.57,0.8985,11.0
0.715,1.7405,0.449,0.347,0.18,0.545,0.871,10.0
0.435,0.4385,0.1315,0.0715,0.11,0.335,0.2075,7.0
0.505,0.5585,0.1535,0.119,0.115,0.39,0.2575,8.0
0.535,0.78,0.2365,0.169,0.135,0.415,0.3165,8.0
0.57,1.186,0.277,0.2315,0.155,0.47,0.6355,10.0
0.575,0.886,0.2575,0.211,0.155,0.45,0.3605,9.0
0.58,1.041,0.279,0.166,0.165,0.47,0.54,9.0
0.6,0.928,0.275,0.183,0.15,0.47,0.4225,8.0
0.6,1.157,0.36,0.2235,0.23,0.475,0.522,11.0
0.625,1.1415,0.29,0.2145,0.16,0.48,0.5795,9.0
0.625,1.1835,0.39,0.2375,0.165,0.49,0.517,11.0
0.625,1.2135,0.302,0.2235,0.16,0.485,0.631,9.0
0.635,1.3695,0.365,0.3055,0.17,0.495,0.657,10.0
0.65,1.3745,0.369,0.1805,0.185,0.515,0.75,12.0
0.65,1.463,0.4115,0.3135,0.18,0.515,0.658,11.0
0.655,1.46,0.405,0.311,0.16,0.525,0.686,11.0
0.66,1.6465,0.401,0.422,0.2,0.515,0.749,11.0
0.675,1.265,0.325,0.299,0.145,0.515,0.6025,10.0
0.685,1.56,0.465,0.383,0.17,0.53,0.647,11.0
0.715,1.6,0.445,0.3525,0.18,0.52,0.708,12.0
0.735,2.333,0.6195,0.3645,0.22,0.555,1.2395,12.0
0.515,0.678,0.119,0.1325,0.14,0.39,0.341,8.0
0.545,0.8035,0.228,0.144,0.155,0.43,0.409,7.0
0.58,0.8675,0.215,0.221,0.16,0.45,0.3935,9.0
0.6,1.14,0.365,0.2575,0.18,0.46,0.423,10.0
0.615,1.0735,0.31,0.2585,0.155,0.475,0.4375,11.0
0.615,1.4335,0.3285,0.305,0.19,0.475,0.7315,9.0
0.615,1.304,0.371,0.3115,0.2,0.495,0.5795,14.0
0.62,0.9505,0.228,0.2,0.16,0.46,0.4915,9.0
0.63,1.385,0.38,0.2955,0.17,0.515,0.6355,11.0
0.655,1.27,0.335,0.262,0.165,0.505,0.6035,10.0
0.66,1.583,0.405,0.3505,0.175,0.53,0.7395,10.0
0.69,1.5955,0.48,0.331,0.19,0.53,0.678,10.0
0.715,1.89,0.4305,0.436,0.2,0.525,0.95,10.0
0.53,0.769,0.215,0.173,0.125,0.41,0.346,9.0
0.535,0.7315,0.19,0.156,0.14,0.405,0.336,7.0
0.545,0.737,0.212,0.15,0.14,0.41,0.349,9.0
0.59,0.9895,0.28,0.199,0.135,0.465,0.4235,8.0
0.6,1.012,0.305,0.2015,0.16,0.47,0.441,10.0
0.605,1.1245,0.3555,0.222,0.165,0.49,0.492,11.0
0.61,1.0805,0.2935,0.2495,0.19,0.45,0.517,10.0
0.615,1.242,0.317,0.287,0.175,0.47,0.5675,11.0
0.62,1.3915,0.332,0.2795,0.18,0.5,0.726,11.0
0.62,1.085,0.35,0.1965,0.155,0.525,0.454,10.0
0.62,1.0855,0.305,0.2575,0.165,0.48,0.481,10.0
0.64,1.273,0.405,0.2925,0.175,0.5,0.5065,13.0
0.645,1.4865,0.425,0.296,0.19,0.51,0.6445,12.0
0.65,1.3655,0.36,0.2885,0.17,0.52,0.6155,11.0
0.65,1.276,0.399,0.2305,0.17,0.495,0.6215,11.0
0.65,1.2075,0.32,0.2695,0.16,0.495,0.55,10.0
0.65,1.4275,0.4355,0.306,0.205,0.525,0.69,13.0
0.65,1.155,0.385,0.2025,0.175,0.51,0.4955,12.0
0.65,1.3685,0.4,0.296,0.19,0.525,0.5975,11.0
0.66,1.261,0.339,0.2335,0.18,0.51,0.5,10.0
0.67,1.217,0.3315,0.2735,0.195,0.54,0.532,11.0
0.675,1.527,0.341,0.318,0.17,0.51,0.809,11.0
0.685,1.885,0.4895,0.41,0.19,0.55,0.89,10.0
0.685,1.432,0.46,0.247,0.175,0.535,0.637,11.0
0.705,1.4385,0.462,0.3255,0.21,0.55,0.655,11.0
0.71,2.14,0.434,0.3725,0.175,0.555,1.2455,11.0
0.78,2.548,0.6745,0.5745,0.21,0.6,1.1945,11.0
0.43,0.6485,0.184,0.163,0.13,0.31,0.2735,9.0
0.495,0.976,0.2475,0.2285,0.155,0.375,0.45,9.0
0.505,0.775,0.185,0.157,0.15,0.4,0.3445,7.0
0.51,0.681,0.17,0.142,0.135,0.38,0.3435,9.0
0.515,0.6145,0.146,0.155,0.115,0.37,0.3415,9.0
0.605,1.1215,0.271,0.273,0.16,0.455,0.533,10.0
0.615,1.167,0.345,0.2955,0.165,0.505,0.4895,10.0
0.615,1.0375,0.283,0.2325,0.15,0.475,0.476,9.0
0.625,1.223,0.3375,0.2975,0.18,0.48,0.565,10.0
0.625,1.124,0.287,0.2315,0.15,0.47,0.556,9.0
0.53,0.7905,0.2595,0.171,0.155,0.425,0.307,9.0
0.53,0.702,0.22,0.1395,0.13,0.425,0.2975,9.0
0.53,0.675,0.1825,0.156,0.135,0.42,0.294,10.0
0.555,0.86,0.275,0.1935,0.16,0.46,0.3345,10.0
0.56,0.8875,0.2695,0.22,0.145,0.465,0.3345,9.0
0.575,1.0535,0.235,0.2185,0.12,0.465,0.516,9.0
0.58,0.8275,0.2445,0.1975,0.155,0.45,0.321,8.0
0.585,0.9565,0.265,0.2365,0.145,0.47,0.4025,9.0
0.595,1.1785,0.314,0.2975,0.185,0.48,0.526,10.0
0.615,1.2205,0.33,0.315,0.185,0.48,0.4985,10.0
0.615,0.9685,0.2655,0.182,0.13,0.455,0.49,10.0
0.62,1.2555,0.3175,0.374,0.155,0.48,0.527,11.0
0.625,1.177,0.345,0.278,0.155,0.495,0.5055,9.0
0.625,1.2425,0.335,0.248,0.185,0.5,0.5995,10.0
0.63,1.09,0.354,0.224,0.16,0.49,0.407,12.0
0.67,1.4755,0.374,0.379,0.175,0.52,0.6275,10.0
0.675,1.5545,0.512,0.278,0.175,0.54,0.6645,12.0
0.695,1.8995,0.5295,0.478,0.2,0.58,0.675,13.0
0.74,2.381,0.488,0.4695,0.205,0.58,0.8155,12.0
0.425,0.359,0.0975,0.0875,0.11,0.305,0.173,9.0
0.515,0.623,0.175,0.1285,0.13,0.385,0.2855,10.0
0.555,0.8625,0.24,0.155,0.13,0.445,0.4225,9.0
0.465,0.5315,0.1395,0.097,0.12,0.355,0.2725,8.0
0.475,0.562,0.153,0.0905,0.12,0.385,0.289,8.0
0.565,0.836,0.2245,0.1605,0.14,0.445,0.406,9.0
0.57,0.9275,0.2515,0.1605,0.14,0.45,0.477,8.0
0.57,0.8815,0.2735,0.1955,0.145,0.44,0.3605,10.0
0.595,1.03,0.3305,0.207,0.155,0.46,0.4275,10.0
0.62,1.127,0.296,0.2635,0.17,0.46,0.535,7.0
0.625,1.1665,0.3945,0.2565,0.17,0.47,0.4605,11.0
0.68,1.7825,0.4285,0.3235,0.195,0.54,0.5565,11.0
0.68,1.543,0.374,0.351,0.175,0.52,0.7525,11.0
0.5,0.6335,0.235,0.125,0.12,0.385,0.2305,14.0
0.535,0.8105,0.24,0.187,0.15,0.41,0.345,11.0
0.335,0.22,0.085,0.04,0.075,0.26,0.0855,6.0
0.41,0.3555,0.105,0.072,0.1,0.325,0.146,9.0
0.52,0.79,0.19,0.205,0.125,0.425,0.372,8.0
0.5,0.62,0.205,0.15,0.125,0.42,0.255,11.0
0.575,0.955,0.27,0.1685,0.16,0.45,0.44,16.0
0.57,0.91,0.355,0.1895,0.155,0.45,0.326,14.0
0.455,0.416,0.145,0.097,0.105,0.35,0.1625,11.0
0.445,0.515,0.159,0.087,0.125,0.37,0.2495,9.0
0.385,0.3435,0.1025,0.085,0.115,0.3,0.1645,6.0
0.56,0.8255,0.285,0.202,0.13,0.44,0.2425,10.0
0.55,0.785,0.275,0.186,0.15,0.41,0.282,12.0
0.41,0.4405,0.135,0.085,0.115,0.335,0.19,8.0
0.655,1.373,0.49,0.3375,0.2,0.515,0.443,16.0
0.475,0.655,0.185,0.1725,0.125,0.37,0.266,10.0
0.525,0.782,0.285,0.1405,0.165,0.395,0.285,19.0
0.545,0.744,0.25,0.204,0.165,0.44,0.2875,15.0
0.295,0.1385,0.05,0.046,0.09,0.225,0.048,9.0
0.545,0.8615,0.365,0.1545,0.16,0.45,0.2925,16.0
0.45,0.478,0.155,0.1185,0.115,0.355,0.18,10.0
0.54,0.817,0.195,0.153,0.12,0.425,0.2945,10.0
0.62,1.221,0.43,0.263,0.2,0.5,0.4605,12.0
0.515,0.7365,0.185,0.184,0.14,0.4,0.2955,16.0
0.495,0.6295,0.215,0.1425,0.135,0.38,0.263,12.0
0.76,1.829,0.56,0.386,0.19,0.575,0.7035,14.0
0.445,0.476,0.1085,0.1015,0.14,0.345,0.2055,15.0
0.635,1.064,0.36,0.228,0.235,0.48,0.413,16.0
0.575,0.853,0.35,0.179,0.165,0.47,0.292,16.0
0.38,0.219,0.07,0.0515,0.095,0.27,0.0835,6.0
0.245,0.0635,0.02,0.0135,0.065,0.18,0.0245,4.0
0.455,0.4745,0.168,0.0935,0.135,0.355,0.1865,13.0
0.295,0.125,0.043,0.0285,0.085,0.23,0.042,8.0
0.375,0.2225,0.08,0.043,0.095,0.28,0.0875,10.0
0.395,0.266,0.09,0.066,0.08,0.28,0.0995,12.0
0.52,0.77,0.26,0.157,0.115,0.41,0.263,11.0
0.53,0.739,0.295,0.161,0.11,0.425,0.237,13.0
0.555,0.8695,0.25,0.2575,0.145,0.42,0.3075,14.0
0.505,0.6555,0.19,0.18,0.105,0.39,0.2595,11.0
0.55,1.0985,0.4,0.215,0.175,0.45,0.3765,14.0
0.55,0.991,0.375,0.168,0.16,0.44,0.348,20.0
0.525,0.8005,0.25,0.1985,0.165,0.41,0.2635,13.0
0.475,0.6175,0.19,0.1445,0.14,0.365,0.202,16.0
0.485,0.556,0.133,0.104,0.105,0.385,0.296,7.0
0.69,1.777,0.4305,0.38,0.195,0.55,0.769,11.0
0.695,2.173,0.496,0.4665,0.205,0.55,1.133,10.0
0.415,0.4015,0.097,0.087,0.12,0.315,0.199,8.0
0.485,0.599,0.169,0.1345,0.12,0.39,0.251,8.0
0.495,0.6245,0.155,0.143,0.115,0.375,0.282,6.0
0.565,0.9795,0.275,0.205,0.15,0.455,0.444,8.0
0.6,1.262,0.33,0.2455,0.155,0.465,0.6245,10.0
0.63,1.21,0.322,0.2555,0.185,0.48,0.53,11.0
0.665,1.3855,0.3445,0.302,0.165,0.515,0.621,8.0
0.67,1.5945,0.4505,0.3845,0.2,0.51,0.6705,10.0
0.685,1.4545,0.3725,0.3105,0.18,0.51,0.6315,9.0
0.7,2.003,0.5755,0.4045,0.23,0.6,0.8105,10.0
0.72,2.2385,0.621,0.411,0.235,0.6,0.984,12.0
0.52,0.5815,0.17,0.1265,0.125,0.395,0.2565,10.0
0.585,0.98,0.247,0.2545,0.15,0.465,0.4315,9.0
0.585,1.133,0.305,0.223,0.155,0.455,0.5515,12.0
0.61,1.146,0.265,0.246,0.16,0.49,0.597,8.0
0.61,1.142,0.245,0.237,0.15,0.475,0.62,9.0
0.615,1.12,0.286,0.2095,0.17,0.53,0.5775,9.0
0.625,1.131,0.323,0.2265,0.175,0.505,0.5425,8.0
0.625,1.065,0.285,0.259,0.175,0.48,0.4865,10.0
0.635,1.181,0.225,0.229,0.145,0.48,0.665,10.0
0.66,1.4385,0.178,0.285,0.19,0.505,0.6775,11.0
0.66,1.2275,0.3,0.274,0.155,0.485,0.61,8.0
0.66,1.4415,0.335,0.3555,0.155,0.515,0.7055,10.0
0.72,1.7475,0.4705,0.383,0.195,0.545,0.8215,11.0
0.51,0.6925,0.1805,0.155,0.125,0.405,0.327,7.0
0.59,0.998,0.301,0.214,0.16,0.45,0.445,9.0
0.6,0.6655,0.269,0.149,0.155,0.46,0.285,11.0
0.62,1.003,0.28,0.2195,0.145,0.485,0.4655,11.0
0.625,1.025,0.34,0.1945,0.155,0.495,0.46,9.0
0.625,1.2935,0.355,0.317,0.175,0.495,0.5805,9.0
0.625,1.0565,0.305,0.258,0.175,0.5,0.4615,10.0
0.625,1.7855,0.3245,0.247,0.145,0.47,0.675,13.0
0.645,1.403,0.4545,0.2515,0.165,0.51,0.5755,11.0
0.515,0.6125,0.1415,0.1365,0.12,0.39,0.302,8.0
0.62,0.911,0.278,0.2145,0.145,0.465,0.375,10.0
0.63,1.1955,0.3,0.257,0.15,0.49,0.5845,9.0
0.545,0.7805,0.216,0.1625,0.15,0.45,0.3795,8.0
0.55,0.8265,0.225,0.159,0.18,0.43,0.4405,10.0
0.55,0.7275,0.19,0.1625,0.13,0.385,0.343,8.0
0.56,0.9355,0.2725,0.1645,0.145,0.45,0.425,11.0
0.57,1.0145,0.3,0.164,0.16,0.445,0.516,10.0
0.585,1.218,0.3,0.241,0.16,0.51,0.639,11.0
0.59,0.874,0.24,0.2135,0.155,0.45,0.369,8.0
0.6,1.0105,0.298,0.219,0.13,0.47,0.423,9.0
0.61,1.0765,0.27,0.249,0.155,0.365,0.488,9.0
0.615,1.337,0.37,0.2815,0.205,0.475,0.5995,11.0
0.625,1.3705,0.3705,0.303,0.18,0.5,0.645,12.0
0.63,1.2435,0.37,0.308,0.18,0.485,0.5175,11.0
0.63,1.4135,0.3555,0.2945,0.175,0.53,0.667,13.0
0.635,1.2915,0.37,0.2695,0.18,0.5,0.594,9.0
0.67,1.4915,0.381,0.343,0.18,0.525,0.728,9.0
0.68,1.672,0.48,0.364,0.185,0.545,0.7075,11.0
0.7,1.9125,0.506,0.4385,0.215,0.545,0.8825,10.0
0.48,0.5305,0.139,0.127,0.13,0.365,0.2405,8.0
0.51,1.2825,0.3795,0.291,0.155,0.41,0.569,9.0
0.625,1.2415,0.2785,0.2625,0.16,0.48,0.6575,9.0
0.65,1.3455,0.3865,0.278,0.185,0.525,0.586,9.0
0.35,0.197,0.077,0.0365,0.09,0.265,0.073,7.0
0.55,0.7385,0.252,0.1485,0.145,0.42,0.321,11.0
0.555,0.9205,0.255,0.2275,0.145,0.435,0.404,8.0
0.58,0.824,0.263,0.1765,0.14,0.45,0.3465,10.0
0.585,0.997,0.251,0.283,0.15,0.45,0.4055,11.0
0.63,1.105,0.325,0.226,0.155,0.505,0.492,11.0
0.63,1.229,0.335,0.29,0.155,0.49,0.535,11.0
0.655,1.402,0.365,0.2935,0.18,0.525,0.624,13.0
0.67,1.669,0.508,0.2935,0.19,0.535,0.7465,11.0
0.67,1.7405,0.657,0.297,0.2,0.525,0.6205,11.0
0.695,1.51,0.385,0.4095,0.21,0.53,0.664,10.0
0.695,1.6645,0.445,0.36,0.195,0.55,0.727,11.0
0.77,2.0505,0.355,0.526,0.175,0.605,0.8005,11.0
0.475,0.4895,0.146,0.107,0.11,0.37,0.2185,8.0
0.475,0.5135,0.155,0.1045,0.14,0.36,0.241,8.0
0.385,0.3175,0.092,0.068,0.1,0.255,0.137,8.0
0.5,0.577,0.1535,0.1265,0.125,0.38,0.269,9.0
0.52,0.791,0.1815,0.18,0.165,0.385,0.375,10.0
0.55,0.8395,0.2405,0.1955,0.13,0.43,0.3155,10.0
0.56,0.8675,0.229,0.172,0.155,0.43,0.4,8.0
0.59,0.966,0.2605,0.2145,0.135,0.44,0.439,10.0
0.6,1.176,0.308,0.2875,0.205,0.475,0.5255,9.0
0.71,1.9485,0.495,0.3765,0.195,0.555,0.9455,12.0
