whole_weight,length,diameter,shucked_weight,shell_weight,viscera_weight,height,rings
0.9715,0.54,0.405,0.3225,0.29,0.194,0.155,19.0
0.1635,0.335,0.255,0.0615,0.057,0.0345,0.075,8.0
0.9955,0.545,0.435,0.3245,0.325,0.2665,0.165,19.0
0.6605,0.495,0.4,0.2605,0.19,0.161,0.12,15.0
0.721,0.5,0.375,0.3055,0.22,0.1725,0.13,14.0
0.955,0.515,0.4,0.341,0.26,0.2535,0.125,13.0
0.873,0.545,0.41,0.3035,0.31,0.196,0.145,18.0
1.65,0.74,0.535,0.734,0.335,0.4505,0.185,13.0
1.1285,0.565,0.465,0.377,0.33,0.3525,0.15,16.0
1.1115,0.56,0.44,0.5035,0.26,0.2785,0.16,10.0
0.9745,0.545,0.42,0.353,0.305,0.174,0.125,13.0
1.4605,0.645,0.515,0.5835,0.41,0.3155,0.185,19.0
1.0105,0.575,0.435,0.368,0.32,0.222,0.13,10.0
1.0765,0.62,0.48,0.412,0.3,0.253,0.16,13.0
1.616,0.605,0.475,0.5495,0.34,0.332,0.16,18.0
0.2205,0.365,0.285,0.0855,0.07,0.0515,0.085,9.0
0.879,0.53,0.43,0.28,0.25,0.2165,0.135,10.0
0.6815,0.48,0.395,0.2145,0.2495,0.1405,0.15,18.0
0.5795,0.455,0.345,0.1685,0.215,0.125,0.15,13.0
0.224,0.37,0.28,0.0815,0.075,0.0575,0.105,8.0
0.674,0.49,0.395,0.3325,0.185,0.1235,0.12,9.0
0.9,0.56,0.45,0.472,0.218,0.182,0.14,7.0
1.0165,0.58,0.46,0.491,0.265,0.221,0.15,9.0
1.1685,0.59,0.47,0.539,0.28,0.279,0.135,8.0
1.089,0.6,0.475,0.5195,0.292,0.223,0.15,11.0
1.0325,0.61,0.47,0.497,0.2785,0.2175,0.155,9.0
1.3715,0.64,0.51,0.567,0.409,0.307,0.17,10.0
1.9045,0.71,0.55,0.882,0.5,0.44,0.2,13.0
2.4925,0.74,0.605,1.1455,0.5235,0.575,0.2,13.0
0.643,0.48,0.37,0.349,0.135,0.1155,0.13,8.0
0.6435,0.52,0.39,0.2885,0.161,0.157,0.12,7.0
0.8115,0.52,0.395,0.4035,0.2,0.166,0.125,7.0
0.9155,0.55,0.44,0.3645,0.25,0.195,0.155,8.0
1.1385,0.6,0.475,0.502,0.31,0.2295,0.155,9.0
1.403,0.615,0.505,0.6715,0.365,0.2925,0.19,8.0
1.1325,0.62,0.485,0.5235,0.2825,0.2505,0.165,9.0
1.437,0.625,0.485,0.5855,0.475,0.293,0.17,11.0
1.3635,0.635,0.495,0.583,0.295,0.2985,0.155,10.0
1.4545,0.64,0.5,0.642,0.354,0.3575,0.17,9.0
1.478,0.66,0.525,0.5815,0.372,0.381,0.18,10.0
1.787,0.72,0.565,0.718,0.529,0.385,0.2,11.0
0.7465,0.535,0.42,0.348,0.2185,0.1515,0.16,10.0
0.985,0.55,0.44,0.4645,0.27,0.201,0.16,8.0
0.85,0.555,0.44,0.4165,0.23,0.1685,0.145,8.0
0.838,0.555,0.44,0.4155,0.23,0.146,0.15,8.0
0.7615,0.56,0.415,0.3695,0.1955,0.17,0.13,8.0
0.87,0.575,0.44,0.3945,0.225,0.2195,0.145,8.0
0.929,0.59,0.46,0.38,0.255,0.24,0.145,10.0
0.939,0.6,0.41,0.4475,0.268,0.196,0.145,8.0
1.164,0.6,0.475,0.5045,0.335,0.2635,0.16,12.0
1.214,0.61,0.47,0.5315,0.325,0.2835,0.175,10.0
1.0815,0.625,0.495,0.4715,0.3135,0.254,0.18,10.0
1.179,0.625,0.47,0.605,0.271,0.258,0.175,9.0
1.469,0.65,0.505,0.7115,0.38,0.3335,0.18,9.0
1.492,0.655,0.52,0.7185,0.355,0.36,0.18,11.0
1.6615,0.67,0.525,0.8005,0.43,0.3645,0.18,10.0
1.348,0.71,0.57,0.8985,0.4535,0.4435,0.195,11.0
1.7405,0.715,0.545,0.871,0.449,0.347,0.18,10.0
0.4385,0.435,0.335,0.2075,0.1315,0.0715,0.11,7.0
0.5585,0.505,0.39,0.2575,0.1535,0.119,0.115,8.0
0.78,0.535,0.415,0.3165,0.2365,0.169,0.135,8.0
1.186,0.57,0.47,0.6355,0.277,0.2315,0.155,10.0
0.886,0.575,0.45,0.3605,0.2575,0.211,0.155,9.0
1.041,0.58,0.47,0.54,0.279,0.166,0.165,9.0
0.928,0.6,0.47,0.4225,0.275,0.183,0.15,8.0
1.157,0.6,0.475,0.522,0.36,0.2235,0.23,11.0
1.1415,0.625,0.48,0.5795,0.29,0.2145,0.16,9.0
1.1835,0.625,0.49,0.517,0.39,0.2375,0.165,11.0
1.2135,0.625,0.485,0.631,0.302,0.2235,0.16,9.0
1.3695,0.635,0.495,0.657,0.365,0.3055,0.17,10.0
1.3745,0.65,0.515,0.75,0.369,0.1805,0.185,12.0
1.463,0.65,0.515,0.658,0.4115,0.3135,0.18,11.0
1.46,0.655,0.525,0.686,0.405,0.311,0.16,11.0
1.6465,0.66,0.515,0.749,0.401,0.422,0.2,11.0
1.265,0.675,0.515,0.6025,0.325,0.299,0.145,10.0
1.56,0.685,0.53,0.647,0.465,0.383,0.17,11.0
1.6,0.715,0.52,0.708,0.445,0.3525,0.18,12.0
2.333,0.735,0.555,1.2395,0.6195,0.3645,0.22,12.0
0.678,0.515,0.39,0.341,0.119,0.1325,0.14,8.0
0.8035,0.545,0.43,0.409,0.228,0.144,0.155,7.0
0.8675,0.58,0.45,0.3935,0.215,0.221,0.16,9.0
1.14,0.6,0.46,0.423,0.365,0.2575,0.18,10.0
1.0735,0.615,0.475,0.4375,0.31,0.2585,0.155,11.0
1.4335,0.615,0.475,0.7315,0.3285,0.305,0.19,9.0
1.304,0.615,0.495,0.5795,0.371,0.3115,0.2,14.0
0.9505,0.62,0.46,0.4915,0.228,0.2,0.16,9.0
1.385,0.63,0.515,0.6355,0.38,0.2955,0.17,11.0
1.27,0.655,0.505,0.6035,0.335,0.262,0.165,10.0
1.583,0.66,0.53,0.7395,0.405,0.3505,0.175,10.0
1.5955,0.69,0.53,0.678,0.48,0.331,0.19,10.0
1.89,0.715,0.525,0.95,0.4305,0.436,0.2,10.0
0.769,0.53,0.41,0.346,0.215,0.173,0.125,9.0
0.7315,0.535,0.405,0.336,0.19,0.156,0.14,7.0
0.737,0.545,0.41,0.349,0.212,0.15,0.14,9.0
0.9895,0.59,0.465,0.4235,0.28,0.199,0.135,8.0
1.012,0.6,0.47,0.441,0.305,0.2015,0.16,10.0
1.1245,0.605,0.49,0.492,0.3555,0.222,0.165,11.0
1.0805,0.61,0.45,0.517,0.2935,0.2495,0.19,10.0
1.242,0.615,0.47,0.5675,0.317,0.287,0.175,11.0
1.3915,0.62,0.5,0.726,0.332,0.2795,0.18,11.0
1.085,0.62,0.525,0.454,0.35,0.1965,0.155,10.0
1.0855,0.62,0.48,0.481,0.305,0.2575,0.165,10.0
1.273,0.64,0.5,0.5065,0.405,0.2925,0.175,13.0
1.4865,0.645,0.51,0.6445,0.425,0.296,0.19,12.0
1.3655,0.65,0.52,0.6155,0.36,0.2885,0.17,11.0
1.276,0.65,0.495,0.6215,0.399,0.2305,0.17,11.0
1.2075,0.65,0.495,0.55,0.32,0.2695,0.16,10.0
1.4275,0.65,0.525,0.69,0.4355,0.306,0.205,13.0
1.155,0.65,0.51,0.4955,0.385,0.2025,0.175,12.0
1.3685,0.65,0.525,0.5975,0.4,0.296,0.19,11.0
1.261,0.66,0.51,0.5,0.339,0.2335,0.18,10.0
1.217,0.67,0.54,0.532,0.3315,0.2735,0.195,11.0
1.527,0.675,0.51,0.809,0.341,0.318,0.17,11.0
1.885,0.685,0.55,0.89,0.4895,0.41,0.19,10.0
1.432,0.685,0.535,0.637,0.46,0.247,0.175,11.0
1.4385,0.705,0.55,0.655,0.462,0.3255,0.21,11.0
2.14,0.71,0.555,1.2455,0.434,0.3725,0.175,11.0
2.548,0.78,0.6,1.1945,0.6745,0.5745,0.21,11.0
0.6485,0.43,0.31,0.2735,0.184,0.163,0.13,9.0
0.976,0.495,0.375,0.45,0.2475,0.2285,0.155,9.0
0.775,0.505,0.4,0.3445,0.185,0.157,0.15,7.0
0.681,0.51,0.38,0.3435,0.17,0.142,0.135,9.0
0.6145,0.515,0.37,0.3415,0.146,0.155,0.115,9.0
1.1215,0.605,0.455,0.533,0.271,0.273,0.16,10.0
1.167,0.615,0.505,0.4895,0.345,0.2955,0.165,10.0
1.0375,0.615,0.475,0.476,0.283,0.2325,0.15,9.0
1.223,0.625,0.48,0.565,0.3375,0.2975,0.18,10.0
1.124,0.625,0.47,0.556,0.287,0.2315,0.15,9.0
0.7905,0.53,0.425,0.307,0.2595,0.171,0.155,9.0
0.702,0.53,0.425,0.2975,0.22,0.1395,0.13,9.0
0.675,0.53,0.42,0.294,0.1825,0.156,0.135,10.0
0.86,0.555,0.46,0.3345,0.275,0.1935,0.16,10.0
0.8875,0.56,0.465,0.3345,0.2695,0.22,0.145,9.0
1.0535,0.575,0.465,0.516,0.235,0.2185,0.12,9.0
0.8275,0.58,0.45,0.321,0.2445,0.1975,0.155,8.0
0.9565,0.585,0.47,0.4025,0.265,0.2365,0.145,9.0
1.1785,0.595,0.48,0.526,0.314,0.2975,0.185,10.0
1.2205,0.615,0.48,0.4985,0.33,0.315,0.185,10.0
0.9685,0.615,0.455,0.49,0.2655,0.182,0.13,10.0
1.2555,0.62,0.48,0.527,0.3175,0.374,0.155,11.0
1.177,0.625,0.495,0.5055,0.345,0.278,0.155,9.0
1.2425,0.625,0.5,0.5995,0.335,0.248,0.185,10.0
1.09,0.63,0.49,0.407,0.354,0.224,0.16,12.0
1.4755,0.67,0.52,0.6275,0.374,0.379,0.175,10.0
1.5545,0.675,0.54,0.6645,0.512,0.278,0.175,12.0
1.8995,0.695,0.58,0.675,0.5295,0.478,0.2,13.0
2.381,0.74,0.58,0.8155,0.488,0.4695,0.205,12.0
0.359,0.425,0.305,0.173,0.0975,0.0875,0.11,9.0
0.623,0.515,0.385,0.2855,0.175,0.1285,0.13,10.0
0.8625,0.555,0.445,0.4225,0.24,0.155,0.13,9.0
0.5315,0.465,0.355,0.2725,0.1395,0.097,0.12,8.0
0.562,0.475,0.385,0.289,0.153,0.0905,0.12,8.0
0.836,0.565,0.445,0.406,0.2245,0.1605,0.14,9.0
0.9275,0.57,0.45,0.477,0.2515,0.1605,0.14,8.0
0.8815,0.57,0.44,0.3605,0.2735,0.1955,0.145,10.0
1.03,0.595,0.46,0.4275,0.3305,0.207,0.155,10.0
1.127,0.62,0.46,0.535,0.296,0.2635,0.17,7.0
1.1665,0.625,0.47,0.4605,0.3945,0.2565,0.17,11.0
1.7825,0.68,0.54,0.5565,0.4285,0.3235,0.195,11.0
1.543,0.68,0.52,0.7525,0.374,0.351,0.175,11.0
0.6335,0.5,0.385,0.2305,0.235,0.125,0.12,14.0
0.8105,0.535,0.41,0.345,0.24,0.187,0.15,11.0
0.22,0.335,0.26,0.0855,0.085,0.04,0.075,6.0
0.3555,0.41,0.325,0.146,0.105,0.072,0.1,9.0
0.79,0.52,0.425,0.372,0.19,0.205,0.125,8.0
0.62,0.5,0.42,0.255,0.205,0.15,0.125,11.0
0.955,0.575,0.45,0.44,0.27,0.1685,0.16,16.0
0.91,0.57,0.45,0.326,0.355,0.1895,0.155,14.0
0.416,0.455,0.35,0.1625,0.145,0.097,0.105,11.0
0.515,0.445,0.37,0.2495,0.159,0.087,0.125,9.0
0.3435,0.385,0.3,0.1645,0.1025,0.085,0.115,6.0
0.8255,0.56,0.44,0.2425,0.285,0.202,0.13,10.0
0.785,0.55,0.41,0.282,0.275,0.186,0.15,12.0
0.4405,0.41,0.335,0.19,0.135,0.085,0.115,8.0
1.373,0.655,0.515,0.443,0.49,0.3375,0.2,16.0
0.655,0.475,0.37,0.266,0.185,0.1725,0.125,10.0
0.782,0.525,0.395,0.285,0.285,0.1405,0.165,19.0
0.744,0.545,0.44,0.2875,0.25,0.204,0.165,15.0
0.1385,0.295,0.225,0.048,0.05,0.046,0.09,9.0
0.8615,0.545,0.45,0.2925,0.365,0.1545,0.16,16.0
0.478,0.45,0.355,0.18,0.155,0.1185,0.115,10.0
0.817,0.54,0.425,0.2945,0.195,0.153,0.12,10.0
1.221,0.62,0.5,0.4605,0.43,0.263,0.2,12.0
0.7365,0.515,0.4,0.2955,0.185,0.184,0.14,16.0
0.6295,0.495,0.38,0.263,0.215,0.1425,0.135,12.0
1.829,0.76,0.575,0.7035,0.56,0.386,0.19,14.0
0.476,0.445,0.345,0.2055,0.1085,0.1015,0.14,15.0
1.064,0.635,0.48,0.413,0.36,0.228,0.235,16.0
0.853,0.575,0.47,0.292,0.35,0.179,0.165,16.0
0.219,0.38,0.27,0.0835,0.07,0.0515,0.095,6.0
0.0635,0.245,0.18,0.0245,0.02,0.0135,0.065,4.0
0.4745,0.455,0.355,0.1865,0.168,0.0935,0.135,13.0
0.125,0.295,0.23,0.042,0.043,0.0285,0.085,8.0
0.2225,0.375,0.28,0.0875,0.08,0.043,0.095,10.0
0.266,0.395,0.28,0.0995,0.09,0.066,0.08,12.0
0.77,0.52,0.41,0.263,0.26,0.157,0.115,11.0
0.739,0.53,0.425,0.237,0.295,0.161,0.11,13.0
0.8695,0.555,0.42,0.3075,0.25,0.2575,0.145,14.0
0.6555,0.505,0.39,0.2595,0.19,0.18,0.105,11.0
1.0985,0.55,0.45,0.3765,0.4,0.215,0.175,14.0
0.991,0.55,0.44,0.348,0.375,0.168,0.16,20.0
0.8005,0.525,0.41,0.2635,0.25,0.1985,0.165,13.0
0.6175,0.475,0.365,0.202,0.19,0.1445,0.14,16.0
0.556,0.485,0.385,0.296,0.133,0.104,0.105,7.0
1.777,0.69,0.55,0.769,0.4305,0.38,0.195,11.0
2.173,0.695,0.55,1.133,0.496,0.4665,0.205,10.0
0.4015,0.415,0.315,0.199,0.097,0.087,0.12,8.0
0.599,0.485,0.39,0.251,0.169,0.1345,0.12,8.0
0.6245,0.495,0.375,0.282,0.155,0.143,0.115,6.0
0.9795,0.565,0.455,0.444,0.275,0.205,0.15,8.0
1.262,0.6,0.465,0.6245,0.33,0.2455,0.155,10.0
1.21,0.63,0.48,0.53,0.322,0.2555,0.185,11.0
1.3855,0.665,0.515,0.621,0.3445,0.302,0.165,8.0
1.5945,0.67,0.51,0.6705,0.4505,0.3845,0.2,10.0
1.4545,0.685,0.51,0.6315,0.3725,0.3105,0.18,9.0
2.003,0.7,0.6,0.8105,0.5755,0.4045,0.23,10.0
2.2385,0.72,0.6,0.984,0.621,0.411,0.235,12.0
0.5815,0.52,0.395,0.2565,0.17,0.1265,0.125,10.0
0.98,0.585,0.465,0.4315,0.247,0.2545,0.15,9.0
1.133,0.585,0.455,0.5515,0.305,0.223,0.155,12.0
1.146,0.61,0.49,0.597,0.265,0.246,0.16,8.0
1.142,0.61,0.475,0.62,0.245,0.237,0.15,9.0
1.12,0.615,0.53,0.5775,0.286,0.2095,0.17,9.0
1.131,0.625,0.505,0.5425,0.323,0.2265,0.175,8.0
1.065,0.625,0.48,0.4865,0.285,0.259,0.175,10.0
1.181,0.635,0.48,0.665,0.225,0.229,0.145,10.0
1.4385,0.66,0.505,0.6775,0.178,0.285,0.19,11.0
1.2275,0.66,0.485,0.61,0.3,0.274,0.155,8.0
1.4415,0.66,0.515,0.7055,0.335,0.3555,0.155,10.0
1.7475,0.72,0.545,0.8215,0.4705,0.383,0.195,11.0
0.6925,0.51,0.405,0.327,0.1805,0.155,0.125,7.0
0.998,0.59,0.45,0.445,0.301,0.214,0.16,9.0
0.6655,0.6,0.46,0.285,0.269,0.149,0.155,11.0
1.003,0.62,0.485,0.4655,0.28,0.2195,0.145,11.0
1.025,0.625,0.495,0.46,0.34,0.1945,0.155,9.0
1.2935,0.625,0.495,0.5805,0.355,0.317,0.175,9.0
1.0565,0.625,0.5,0.4615,0.305,0.258,0.175,10.0
1.7855,0.625,0.47,0.675,0.3245,0.247,0.145,13.0
1.403,0.645,0.51,0.5755,0.4545,0.2515,0.165,11.0
0.6125,0.515,0.39,0.302,0.1415,0.1365,0.12,8.0
0.911,0.62,0.465,0.375,0.278,0.2145,0.145,10.0
1.1955,0.63,0.49,0.5845,0.3,0.257,0.15,9.0
0.7805,0.545,0.45,0.3795,0.216,0.1625,0.15,8.0
0.8265,0.55,0.43,0.4405,0.225,0.159,0.18,10.0
0.7275,0.55,0.385,0.343,0.19,0.1625,0.13,8.0
0.9355,0.56,0.45,0.425,0.2725,0.1645,0.145,11.0
1.0145,0.57,0.445,0.516,0.3,0.164,0.16,10.0
1.218,0.585,0.51,0.639,0.3,0.241,0.16,11.0
0.874,0.59,0.45,0.369,0.24,0.2135,0.155,8.0
1.0105,0.6,0.47,0.423,0.298,0.219,0.13,9.0
1.0765,0.61,0.365,0.488,0.27,0.249,0.155,9.0
1.337,0.615,0.475,0.5995,0.37,0.2815,0.205,11.0
1.3705,0.625,0.5,0.645,0.3705,0.303,0.18,12.0
1.2435,0.63,0.485,0.5175,0.37,0.308,0.18,11.0
1.4135,0.63,0.53,0.667,0.3555,0.2945,0.175,13.0
1.2915,0.635,0.5,0.594,0.37,0.2695,0.18,9.0
1.4915,0.67,0.525,0.728,0.381,0.343,0.18,9.0
1.672,0.68,0.545,0.7075,0.48,0.364,0.185,11.0
1.9125,0.7,0.545,0.8825,0.506,0.4385,0.215,10.0
0.5305,0.48,0.365,0.2405,0.139,0.127,0.13,8.0
1.2825,0.51,0.41,0.569,0.3795,0.291,0.155,9.0
1.2415,0.625,0.48,0.6575,0.2785,0.2625,0.16,9.0
1.3455,0.65,0.525,0.586,0.3865,0.278,0.185,9.0
0.197,0.35,0.265,0.073,0.077,0.0365,0.09,7.0
0.7385,0.55,0.42,0.321,0.252,0.1485,0.145,11.0
0.9205,0.555,0.435,0.404,0.255,0.2275,0.145,8.0
0.824,0.58,0.45,0.3465,0.263,0.1765,0.14,10.0
0.997,0.585,0.45,0.4055,0.251,0.283,0.15,11.0
1.105,0.63,0.505,0.492,0.325,0.226,0.155,11.0
1.229,0.63,0.49,0.535,0.335,0.29,0.155,11.0
1.402,0.655,0.525,0.624,0.365,0.2935,0.18,13.0
1.669,0.67,0.535,0.7465,0.508,0.2935,0.19,11.0
1.7405,0.67,0.525,0.6205,0.657,0.297,0.2,11.0
1.51,0.695,0.53,0.664,0.385,0.4095,0.21,10.0
1.6645,0.695,0.55,0.727,0.445,0.36,0.195,11.0
2.0505,0.77,0.605,0.8005,0.355,0.526,0.175,11.0
0.4895,0.475,0.37,0.2185,0.146,0.107,0.11,8.0
0.5135,0.475,0.36,0.241,0.155,0.1045,0.14,8.0
0.3175,0.385,0.255,0.137,0.092,0.068,0.1,8.0
0.577,0.5,0.38,0.269,0.1535,0.1265,0.125,9.0
0.791,0.52,0.385,0.375,0.1815,0.18,0.165,10.0
0.8395,0.55,0.43,0.3155,0.2405,0.1955,0.13,10.0
0.8675,0.56,0.43,0.4,0.229,0.172,0.155,8.0
0.966,0.59,0.44,0.439,0.2605,0.2145,0.135,10.0
1.176,0.6,0.475,0.5255,0.308,0.2875,0.205,9.0
1.9485,0.71,0.555,0.9455,0.495,0.3765,0.195,12.0
