length,diameter,height,viscera_weight,shell_weight,shucked_weight,whole_weight,rings
0.54,0.405,0.155,0.194,0.29,0.3225,0.9715,19.0
0.335,0.255,0.075,0.0345,0.057,0.0615,0.1635,8.0
0.545,0.435,0.165,0.2665,0.325,0.3245,0.9955,19.0
0.495,0.4,0.12,0.161,0.19,0.2605,0.6605,15.0
0.5,0.375,0.13,0.1725,0.22,0.3055,0.721,14.0
0.515,0.4,0.125,0.2535,0.26,0.341,0.955,13.0
0.545,0.41,0.145,0.196,0.31,0.3035,0.873,18.0
0.74,0.535,0.185,0.4505,0.335,0.734,1.65,13.0
0.565,0.465,0.15,0.3525,0.33,0.377,1.1285,16.0
0.56,0.44,0.16,0.2785,0.26,0.5035,1.1115,10.0
0.545,0.42,0.125,0.174,0.305,0.353,0.9745,13.0
0.645,0.515,0.185,0.3155,0.41,0.5835,1.4605,19.0
0.575,0.435,0.13,0.222,0.32,0.368,1.0105,10.0
0.62,0.48,0.16,0.253,0.3,0.412,1.0765,13.0
0.605,0.475,0.16,0.332,0.34,0.5495,1.616,18.0
0.365,0.285,0.085,0.0515,0.07,0.0855,0.2205,9.0
0.53,0.43,0.135,0.2165,0.25,0.28,0.879,10.0
0.48,0.395,0.15,0.1405,0.2495,0.2145,0.6815,18.0
0.455,0.345,0.15,0.125,0.215,0.1685,0.5795,13.0
0.37,0.28,0.105,0.0575,0.075,0.0815,0.224,8.0
0.49,0.395,0.12,0.1235,0.185,0.3325,0.674,9.0
0.56,0.45,0.14,0.182,0.218,0.472,0.9,7.0
0.58,0.46,0.15,0.221,0.265,0.491,1.0165,9.0
0.59,0.47,0.135,0.279,0.28,0.539,1.1685,8.0
0.6,0.475,0.15,0.223,0.292,0.5195,1.089,11.0
0.61,0.47,0.155,0.2175,0.2785,0.497,1.0325,9.0
0.64,0.51,0.17,0.307,0.409,0.567,1.3715,10.0
0.71,0.55,0.2,0.44,0.5,0.882,1.9045,13.0
0.74,0.605,0.2,0.575,0.5235,1.1455,2.4925,13.0
0.48,0.37,0.13,0.1155,0.135,0.349,0.643,8.0
0.52,0.39,0.12,0.157,0.161,0.2885,0.6435,7.0
0.52,0.395,0.125,0.166,0.2,0.4035,0.8115,7.0
0.55,0.44,0.155,0.195,0.25,0.3645,0.9155,8.0
0.6,0.475,0.155,0.2295,0.31,0.502,1.1385,9.0
0.615,0.505,0.19,0.2925,0.365,0.6715,1.403,8.0
0.62,0.485,0.165,0.2505,0.2825,0.5235,1.1325,9.0
0.625,0.485,0.17,0.293,0.475,0.5855,1.437,11.0
0.635,0.495,0.155,0.2985,0.295,0.583,1.3635,10.0
0.64,0.5,0.17,0.3575,0.354,0.642,1.4545,9.0
0.66,0.525,0.18,0.381,0.372,0.5815,1.478,10.0
0.72,0.565,0.2,0.385,0.529,0.718,1.787,11.0
0.535,0.42,0.16,0.1515,0.2185,0.348,0.7465,10.0
0.55,0.44,0.16,0.201,0.27,0.4645,0.985,8.0
0.555,0.44,0.145,0.1685,0.23,0.4165,0.85,8.0
0.555,0.44,0.15,0.146,0.23,0.4155,0.838,8.0
0.56,0.415,0.13,0.17,0.1955,0.3695,0.7615,8.0
0.575,0.44,0.145,0.2195,0.225,0.3945,0.87,8.0
0.59,0.46,0.145,0.24,0.255,0.38,0.929,10.0
0.6,0.41,0.145,0.196,0.268,0.4475,0.939,8.0
0.6,0.475,0.16,0.2635,0.335,0.5045,1.164,12.0
0.61,0.47,0.175,0.2835,0.325,0.5315,1.214,10.0
0.625,0.495,0.18,0.254,0.3135,0.4715,1.0815,10.0
0.625,0.47,0.175,0.258,0.271,0.605,1.179,9.0
0.65,0.505,0.18,0.3335,0.38,0.7115,1.469,9.0
0.655,0.52,0.18,0.36,0.355,0.7185,1.492,11.0
0.67,0.525,0.18,0.3645,0.43,0.8005,1.6615,10.0
0.71,0.57,0.195,0.4435,0.4535,0.8985,1.348,11.0
0.715,0.545,0.18,0.347,0.449,0.871,1.7405,10.0
0.435,0.335,0.11,0.0715,0.1315,0.2075,0.4385,7.0
0.505,0.39,0.115,0.119,0.1535,0.2575,0.5585,8.0
0.535,0.415,0.135,0.169,0.2365,0.3165,0.78,8.0
0.57,0.47,0.155,0.2315,0.277,0.6355,1.186,10.0
0.575,0.45,0.155,0.211,0.2575,0.3605,0.886,9.0
0.58,0.47,0.165,0.166,0.279,0.54,1.041,9.0
0.6,0.47,0.15,0.183,0.275,0.4225,0.928,8.0
0.6,0.475,0.23,0.2235,0.36,0.522,1.157,11.0
0.625,0.48,0.16,0.2145,0.29,0.5795,1.1415,9.0
0.625,0.49,0.165,0.2375,0.39,0.517,1.1835,11.0
0.625,0.485,0.16,0.2235,0.302,0.631,1.2135,9.0
0.635,0.495,0.17,0.3055,0.365,0.657,1.3695,10.0
0.65,0.515,0.185,0.1805,0.369,0.75,1.3745,12.0
0.65,0.515,0.18,0.3135,0.4115,0.658,1.463,11.0
0.655,0.525,0.16,0.311,0.405,0.686,1.46,11.0
0.66,0.515,0.2,0.422,0.401,0.749,1.6465,11.0
0.675,0.515,0.145,0.299,0.325,0.6025,1.265,10.0
0.685,0.53,0.17,0.383,0.465,0.647,1.56,11.0
0.715,0.52,0.18,0.3525,0.445,0.708,1.6,12.0
0.735,0.555,0.22,0.3645,0.6195,1.2395,2.333,12.0
0.515,0.39,0.14,0.1325,0.119,0.341,0.678,8.0
0.545,0.43,0.155,0.144,0.228,0.409,0.8035,7.0
0.58,0.45,0.16,0.221,0.215,0.3935,0.8675,9.0
0.6,0.46,0.18,0.2575,0.365,0.423,1.14,10.0
0.615,0.475,0.155,0.2585,0.31,0.4375,1.0735,11.0
0.615,0.475,0.19,0.305,0.3285,0.7315,1.4335,9.0
0.615,0.495,0.2,0.3115,0.371,0.5795,1.304,14.0
0.62,0.46,0.16,0.2,0.228,0.4915,0.9505,9.0
0.63,0.515,0.17,0.2955,0.38,0.6355,1.385,11.0
0.655,0.505,0.165,0.262,0.335,0.6035,1.27,10.0
0.66,0.53,0.175,0.3505,0.405,0.7395,1.583,10.0
0.69,0.53,0.19,0.331,0.48,0.678,1.5955,10.0
0.715,0.525,0.2,0.436,0.4305,0.95,1.89,10.0
0.53,0.41,0.125,0.173,0.215,0.346,0.769,9.0
0.535,0.405,0.14,0.156,0.19,0.336,0.7315,7.0
0.545,0.41,0.14,0.15,0.212,0.349,0.737,9.0
0.59,0.465,0.135,0.199,0.28,0.4235,0.9895,8.0
0.6,0.47,0.16,0.2015,0.305,0.441,1.012,10.0
0.605,0.49,0.165,0.222,0.3555,0.492,1.1245,11.0
0.61,0.45,0.19,0.2495,0.2935,0.517,1.0805,10.0
0.615,0.47,0.175,0.287,0.317,0.5675,1.242,11.0
0.62,0.5,0.18,0.2795,0.332,0.726,1.3915,11.0
0.62,0.525,0.155,0.1965,0.35,0.454,1.085,10.0
0.62,0.48,0.165,0.2575,0.305,0.481,1.0855,10.0
0.64,0.5,0.175,0.2925,0.405,0.5065,1.273,13.0
0.645,0.51,0.19,0.296,0.425,0.6445,1.4865,12.0
0.65,0.52,0.17,0.2885,0.36,0.6155,1.3655,11.0
0.65,0.495,0.17,0.2305,0.399,0.6215,1.276,11.0
0.65,0.495,0.16,0.2695,0.32,0.55,1.2075,10.0
0.65,0.525,0.205,0.306,0.4355,0.69,1.4275,13.0
0.65,0.51,0.175,0.2025,0.385,0.4955,1.155,12.0
0.65,0.525,0.19,0.296,0.4,0.5975,1.3685,11.0
0.66,0.51,0.18,0.2335,0.339,0.5,1.261,10.0
0.67,0.54,0.195,0.2735,0.3315,0.532,1.217,11.0
0.675,0.51,0.17,0.318,0.341,0.809,1.527,11.0
0.685,0.55,0.19,0.41,0.4895,0.89,1.885,10.0
0.685,0.535,0.175,0.247,0.46,0.637,1.432,11.0
0.705,0.55,0.21,0.3255,0.462,0.655,1.4385,11.0
0.71,0.555,0.175,0.3725,0.434,1.2455,2.14,11.0
0.78,0.6,0.21,0.5745,0.6745,1.1945,2.548,11.0
0.43,0.31,0.13,0.163,0.184,0.2735,0.6485,9.0
0.495,0.375,0.155,0.2285,0.2475,0.45,0.976,9.0
0.505,0.4,0.15,0.157,0.185,0.3445,0.775,7.0
0.51,0.38,0.135,0.142,0.17,0.3435,0.681,9.0
0.515,0.37,0.115,0.155,0.146,0.3415,0.6145,9.0
0.605,0.455,0.16,0.273,0.271,0.533,1.1215,10.0
0.615,0.505,0.165,0.2955,0.345,0.4895,1.167,10.0
0.615,0.475,0.15,0.2325,0.283,0.476,1.0375,9.0
0.625,0.48,0.18,0.2975,0.3375,0.565,1.223,10.0
0.625,0.47,0.15,0.2315,0.287,0.556,1.124,9.0
0.53,0.425,0.155,0.171,0.2595,0.307,0.7905,9.0
0.53,0.425,0.13,0.1395,0.22,0.2975,0.702,9.0
0.53,0.42,0.135,0.156,0.1825,0.294,0.675,10.0
0.555,0.46,0.16,0.1935,0.275,0.3345,0.86,10.0
0.56,0.465,0.145,0.22,0.2695,0.3345,0.8875,9.0
0.575,0.465,0.12,0.2185,0.235,0.516,1.0535,9.0
0.58,0.45,0.155,0.1975,0.2445,0.321,0.8275,8.0
0.585,0.47,0.145,0.2365,0.265,0.4025,0.9565,9.0
0.595,0.48,0.185,0.2975,0.314,0.526,1.1785,10.0
0.615,0.48,0.185,0.315,0.33,0.4985,1.2205,10.0
0.615,0.455,0.13,0.182,0.2655,0.49,0.9685,10.0
0.62,0.48,0.155,0.374,0.3175,0.527,1.2555,11.0
0.625,0.495,0.155,0.278,0.345,0.5055,1.177,9.0
0.625,0.5,0.185,0.248,0.335,0.5995,1.2425,10.0
0.63,0.49,0.16,0.224,0.354,0.407,1.09,12.0
0.67,0.52,0.175,0.379,0.374,0.6275,1.4755,10.0
0.675,0.54,0.175,0.278,0.512,0.6645,1.5545,12.0
0.695,0.58,0.2,0.478,0.5295,0.675,1.8995,13.0
0.74,0.58,0.205,0.4695,0.488,0.8155,2.381,12.0
0.425,0.305,0.11,0.0875,0.0975,0.173,0.359,9.0
0.515,0.385,0.13,0.1285,0.175,0.2855,0.623,10.0
0.555,0.445,0.13,0.155,0.24,0.4225,0.8625,9.0
0.465,0.355,0.12,0.097,0.1395,0.2725,0.5315,8.0
0.475,0.385,0.12,0.0905,0.153,0.289,0.562,8.0
0.565,0.445,0.14,0.1605,0.2245,0.406,0.836,9.0
0.57,0.45,0.14,0.1605,0.2515,0.477,0.9275,8.0
0.57,0.44,0.145,0.1955,0.2735,0.3605,0.8815,10.0
0.595,0.46,0.155,0.207,0.3305,0.4275,1.03,10.0
0.62,0.46,0.17,0.2635,0.296,0.535,1.127,7.0
0.625,0.47,0.17,0.2565,0.3945,0.4605,1.1665,11.0
0.68,0.54,0.195,0.3235,0.4285,0.5565,1.7825,11.0
0.68,0.52,0.175,0.351,0.374,0.7525,1.543,11.0
0.5,0.385,0.12,0.125,0.235,0.2305,0.6335,14.0
0.535,0.41,0.15,0.187,0.24,0.345,0.8105,11.0
0.335,0.26,0.075,0.04,0.085,0.0855,0.22,6.0
0.41,0.325,0.1,0.072,0.105,0.146,0.3555,9.0
0.52,0.425,0.125,0.205,0.19,0.372,0.79,8.0
0.5,0.42,0.125,0.15,0.205,0.255,0.62,11.0
0.575,0.45,0.16,0.1685,0.27,0.44,0.955,16.0
0.57,0.45,0.155,0.1895,0.355,0.326,0.91,14.0
0.455,0.35,0.105,0.097,0.145,0.1625,0.416,11.0
0.445,0.37,0.125,0.087,0.159,0.2495,0.515,9.0
0.385,0.3,0.115,0.085,0.1025,0.1645,0.3435,6.0
0.56,0.44,0.13,0.202,0.285,0.2425,0.8255,10.0
0.55,0.41,0.15,0.186,0.275,0.282,0.785,12.0
0.41,0.335,0.115,0.085,0.135,0.19,0.4405,8.0
0.655,0.515,0.2,0.3375,0.49,0.443,1.373,16.0
0.475,0.37,0.125,0.1725,0.185,0.266,0.655,10.0
0.525,0.395,0.165,0.1405,0.285,0.285,0.782,19.0
0.545,0.44,0.165,0.204,0.25,0.2875,0.744,15.0
0.295,0.225,0.09,0.046,0.05,0.048,0.1385,9.0
0.545,0.45,0.16,0.1545,0.365,0.2925,0.8615,16.0
0.45,0.355,0.115,0.1185,0.155,0.18,0.478,10.0
0.54,0.425,0.12,0.153,0.195,0.2945,0.817,10.0
0.62,0.5,0.2,0.263,0.43,0.4605,1.221,12.0
0.515,0.4,0.14,0.184,0.185,0.2955,0.7365,16.0
0.495,0.38,0.135,0.1425,0.215,0.263,0.6295,12.0
0.76,0.575,0.19,0.386,0.56,0.7035,1.829,14.0
0.445,0.345,0.14,0.1015,0.1085,0.2055,0.476,15.0
0.635,0.48,0.235,0.228,0.36,0.413,1.064,16.0
0.575,0.47,0.165,0.179,0.35,0.292,0.853,16.0
0.38,0.27,0.095,0.0515,0.07,0.0835,0.219,6.0
0.245,0.18,0.065,0.0135,0.02,0.0245,0.0635,4.0
0.455,0.355,0.135,0.0935,0.168,0.1865,0.4745,13.0
0.295,0.23,0.085,0.0285,0.043,0.042,0.125,8.0
0.375,0.28,0.095,0.043,0.08,0.0875,0.2225,10.0
0.395,0.28,0.08,0.066,0.09,0.0995,0.266,12.0
0.52,0.41,0.115,0.157,0.26,0.263,0.77,11.0
0.53,0.425,0.11,0.161,0.295,0.237,0.739,13.0
0.555,0.42,0.145,0.2575,0.25,0.3075,0.8695,14.0
0.505,0.39,0.105,0.18,0.19,0.2595,0.6555,11.0
0.55,0.45,0.175,0.215,0.4,0.3765,1.0985,14.0
0.55,0.44,0.16,0.168,0.375,0.348,0.991,20.0
0.525,0.41,0.165,0.1985,0.25,0.2635,0.8005,13.0
0.475,0.365,0.14,0.1445,0.19,0.202,0.6175,16.0
0.485,0.385,0.105,0.104,0.133,0.296,0.556,7.0
0.69,0.55,0.195,0.38,0.4305,0.769,1.777,11.0
0.695,0.55,0.205,0.4665,0.496,1.133,2.173,10.0
0.415,0.315,0.12,0.087,0.097,0.199,0.4015,8.0
0.485,0.39,0.12,0.1345,0.169,0.251,0.599,8.0
0.495,0.375,0.115,0.143,0.155,0.282,0.6245,6.0
0.565,0.455,0.15,0.205,0.275,0.444,0.9795,8.0
0.6,0.465,0.155,0.2455,0.33,0.6245,1.262,10.0
0.63,0.48,0.185,0.2555,0.322,0.53,1.21,11.0
0.665,0.515,0.165,0.302,0.3445,0.621,1.3855,8.0
0.67,0.51,0.2,0.3845,0.4505,0.6705,1.5945,10.0
0.685,0.51,0.18,0.3105,0.3725,0.6315,1.4545,9.0
0.7,0.6,0.23,0.4045,0.5755,0.8105,2.003,10.0
0.72,0.6,0.235,0.411,0.621,0.984,2.2385,12.0
0.52,0.395,0.125,0.1265,0.17,0.2565,0.5815,10.0
0.585,0.465,0.15,0.2545,0.247,0.4315,0.98,9.0
0.585,0.455,0.155,0.223,0.305,0.5515,1.133,12.0
0.61,0.49,0.16,0.246,0.265,0.597,1.146,8.0
0.61,0.475,0.15,0.237,0.245,0.62,1.142,9.0
0.615,0.53,0.17,0.2095,0.286,0.5775,1.12,9.0
0.625,0.505,0.175,0.2265,0.323,0.5425,1.131,8.0
0.625,0.48,0.175,0.259,0.285,0.4865,1.065,10.0
0.635,0.48,0.145,0.229,0.225,0.665,1.181,10.0
0.66,0.505,0.19,0.285,0.178,0.6775,1.4385,11.0
0.66,0.485,0.155,0.274,0.3,0.61,1.2275,8.0
0.66,0.515,0.155,0.3555,0.335,0.7055,1.4415,10.0
0.72,0.545,0.195,0.383,0.4705,0.8215,1.7475,11.0
0.51,0.405,0.125,0.155,0.1805,0.327,0.6925,7.0
0.59,0.45,0.16,0.214,0.301,0.445,0.998,9.0
0.6,0.46,0.155,0.149,0.269,0.285,0.6655,11.0
0.62,0.485,0.145,0.2195,0.28,0.4655,1.003,11.0
0.625,0.495,0.155,0.1945,0.34,0.46,1.025,9.0
0.625,0.495,0.175,0.317,0.355,0.5805,1.2935,9.0
0.625,0.5,0.175,0.258,0.305,0.4615,1.0565,10.0
0.625,0.47,0.145,0.247,0.3245,0.675,1.7855,13.0
0.645,0.51,0.165,0.2515,0.4545,0.5755,1.403,11.0
0.515,0.39,0.12,0.1365,0.1415,0.302,0.6125,8.0
0.62,0.465,0.145,0.2145,0.278,0.375,0.911,10.0
0.63,0.49,0.15,0.257,0.3,0.5845,1.1955,9.0
0.545,0.45,0.15,0.1625,0.216,0.3795,0.7805,8.0
0.55,0.43,0.18,0.159,0.225,0.4405,0.8265,10.0
0.55,0.385,0.13,0.1625,0.19,0.343,0.7275,8.0
0.56,0.45,0.145,0.1645,0.2725,0.425,0.9355,11.0
0.57,0.445,0.16,0.164,0.3,0.516,1.0145,10.0
0.585,0.51,0.16,0.241,0.3,0.639,1.218,11.0
0.59,0.45,0.155,0.2135,0.24,0.369,0.874,8.0
0.6,0.47,0.13,0.219,0.298,0.423,1.0105,9.0
0.61,0.365,0.155,0.249,0.27,0.488,1.0765,9.0
0.615,0.475,0.205,0.2815,0.37,0.5995,1.337,11.0
0.625,0.5,0.18,0.303,0.3705,0.645,1.3705,12.0
0.63,0.485,0.18,0.308,0.37,0.5175,1.2435,11.0
0.63,0.53,0.175,0.2945,0.3555,0.667,1.4135,13.0
0.635,0.5,0.18,0.2695,0.37,0.594,1.2915,9.0
0.67,0.525,0.18,0.343,0.381,0.728,1.4915,9.0
0.68,0.545,0.185,0.364,0.48,0.7075,1.672,11.0
0.7,0.545,0.215,0.4385,0.506,0.8825,1.9125,10.0
0.48,0.365,0.13,0.127,0.139,0.2405,0.5305,8.0
0.51,0.41,0.155,0.291,0.3795,0.569,1.2825,9.0
0.625,0.48,0.16,0.2625,0.2785,0.6575,1.2415,9.0
0.65,0.525,0.185,0.278,0.3865,0.586,1.3455,9.0
0.35,0.265,0.09,0.0365,0.077,0.073,0.197,7.0
0.55,0.42,0.145,0.1485,0.252,0.321,0.7385,11.0
0.555,0.435,0.145,0.2275,0.255,0.404,0.9205,8.0
0.58,0.45,0.14,0.1765,0.263,0.3465,0.824,10.0
0.585,0.45,0.15,0.283,0.251,0.4055,0.997,11.0
0.63,0.505,0.155,0.226,0.325,0.492,1.105,11.0
0.63,0.49,0.155,0.29,0.335,0.535,1.229,11.0
0.655,0.525,0.18,0.2935,0.365,0.624,1.402,13.0
0.67,0.535,0.19,0.2935,0.508,0.7465,1.669,11.0
0.67,0.525,0.2,0.297,0.657,0.6205,1.7405,11.0
0.695,0.53,0.21,0.4095,0.385,0.664,1.51,10.0
0.695,0.55,0.195,0.36,0.445,0.727,1.6645,11.0
0.77,0.605,0.175,0.526,0.355,0.8005,2.0505,11.0
0.475,0.37,0.11,0.107,0.146,0.2185,0.4895,8.0
0.475,0.36,0.14,0.1045,0.155,0.241,0.5135,8.0
0.385,0.255,0.1,0.068,0.092,0.137,0.3175,8.0
0.5,0.38,0.125,0.1265,0.1535,0.269,0.577,9.0
0.52,0.385,0.165,0.18,0.1815,0.375,0.791,10.0
0.55,0.43,0.13,0.1955,0.2405,0.3155,0.8395,10.0
0.56,0.43,0.155,0.172,0.229,0.4,0.8675,8.0
0.59,0.44,0.135,0.2145,0.2605,0.439,0.966,10.0
0.6,0.475,0.205,0.2875,0.308,0.5255,1.176,9.0
0.71,0.555,0.195,0.3765,0.495,0.9455,1.9485,12.0
