length,diameter,whole_weight,shucked_weight,viscera_weight,height,shell_weight,rings
0.54,0.405,0.9715,0.3225,0.194,0.155,0.29,19.0
0.335,0.255,0.1635,0.0615,0.0345,0.075,0.057,8.0
0.545,0.435,0.9955,0.3245,0.2665,0.165,0.325,19.0
0.495,0.4,0.6605,0.2605,0.161,0.12,0.19,15.0
0.5,0.375,0.721,0.3055,0.1725,0.13,0.22,14.0
0.515,0.4,0.955,0.341,0.2535,0.125,0.26,13.0
0.545,0.41,0.873,0.3035,0.196,0.145,0.31,18.0
0.74,0.535,1.65,0.734,0.4505,0.185,0.335,13.0
0.565,0.465,1.1285,0.377,0.3525,0.15,0.33,16.0
0.56,0.44,1.1115,0.5035,0.2785,0.16,0.26,10.0
0.545,0.42,0.9745,0.353,0.174,0.125,0.305,13.0
0.645,0.515,1.4605,0.5835,0.3155,0.185,0.41,19.0
0.575,0.435,1.0105,0.368,0.222,0.13,0.32,10.0
0.62,0.48,1.0765,0.412,0.253,0.16,0.3,13.0
0.605,0.475,1.616,0.5495,0.332,0.16,0.34,18.0
0.365,0.285,0.2205,0.0855,0.0515,0.085,0.07,9.0
0.53,0.43,0.879,0.28,0.2165,0.135,0.25,10.0
0.48,0.395,0.6815,0.2145,0.1405,0.15,0.2495,18.0
0.455,0.345,0.5795,0.1685,0.125,0.15,0.215,13.0
0.37,0.28,0.224,0.0815,0.0575,0.105,0.075,8.0
0.49,0.395,0.674,0.3325,0.1235,0.12,0.185,9.0
0.56,0.45,0.9,0.472,0.182,0.14,0.218,7.0
0.58,0.46,1.0165,0.491,0.221,0.15,0.265,9.0
0.59,0.47,1.1685,0.539,0.279,0.135,0.28,8.0
0.6,0.475,1.089,0.5195,0.223,0.15,0.292,11.0
0.61,0.47,1.0325,0.497,0.2175,0.155,0.2785,9.0
0.64,0.51,1.3715,0.567,0.307,0.17,0.409,10.0
0.71,0.55,1.9045,0.882,0.44,0.2,0.5,13.0
0.74,0.605,2.4925,1.1455,0.575,0.2,0.5235,13.0
0.48,0.37,0.643,0.349,0.1155,0.13,0.135,8.0
0.52,0.39,0.6435,0.2885,0.157,0.12,0.161,7.0
0.52,0.395,0.8115,0.4035,0.166,0.125,0.2,7.0
0.55,0.44,0.9155,0.3645,0.195,0.155,0.25,8.0
0.6,0.475,1.1385,0.502,0.2295,0.155,0.31,9.0
0.615,0.505,1.403,0.6715,0.2925,0.19,0.365,8.0
0.62,0.485,1.1325,0.5235,0.2505,0.165,0.2825,9.0
0.625,0.485,1.437,0.5855,0.293,0.17,0.475,11.0
0.635,0.495,1.3635,0.583,0.2985,0.155,0.295,10.0
0.64,0.5,1.4545,0.642,0.3575,0.17,0.354,9.0
0.66,0.525,1.478,0.5815,0.381,0.18,0.372,10.0
0.72,0.565,1.787,0.718,0.385,0.2,0.529,11.0
0.535,0.42,0.7465,0.348,0.1515,0.16,0.2185,10.0
0.55,0.44,0.985,0.4645,0.201,0.16,0.27,8.0
0.555,0.44,0.85,0.4165,0.1685,0.145,0.23,8.0
0.555,0.44,0.838,0.4155,0.146,0.15,0.23,8.0
0.56,0.415,0.7615,0.3695,0.17,0.13,0.1955,8.0
0.575,0.44,0.87,0.3945,0.2195,0.145,0.225,8.0
0.59,0.46,0.929,0.38,0.24,0.145,0.255,10.0
0.6,0.41,0.939,0.4475,0.196,0.145,0.268,8.0
0.6,0.475,1.164,0.5045,0.2635,0.16,0.335,12.0
0.61,0.47,1.214,0.5315,0.2835,0.175,0.325,10.0
0.625,0.495,1.0815,0.4715,0.254,0.18,0.3135,10.0
0.625,0.47,1.179,0.605,0.258,0.175,0.271,9.0
0.65,0.505,1.469,0.7115,0.3335,0.18,0.38,9.0
0.655,0.52,1.492,0.7185,0.36,0.18,0.355,11.0
0.67,0.525,1.6615,0.8005,0.3645,0.18,0.43,10.0
0.71,0.57,1.348,0.8985,0.4435,0.195,0.4535,11.0
0.715,0.545,1.7405,0.871,0.347,0.18,0.449,10.0
0.435,0.335,0.4385,0.2075,0.0715,0.11,0.1315,7.0
0.505,0.39,0.5585,0.2575,0.119,0.115,0.1535,8.0
0.535,0.415,0.78,0.3165,0.169,0.135,0.2365,8.0
0.57,0.47,1.186,0.6355,0.2315,0.155,0.277,10.0
0.575,0.45,0.886,0.3605,0.211,0.155,0.2575,9.0
0.58,0.47,1.041,0.54,0.166,0.165,0.279,9.0
0.6,0.47,0.928,0.4225,0.183,0.15,0.275,8.0
0.6,0.475,1.157,0.522,0.2235,0.23,0.36,11.0
0.625,0.48,1.1415,0.5795,0.2145,0.16,0.29,9.0
0.625,0.49,1.1835,0.517,0.2375,0.165,0.39,11.0
0.625,0.485,1.2135,0.631,0.2235,0.16,0.302,9.0
0.635,0.495,1.3695,0.657,0.3055,0.17,0.365,10.0
0.65,0.515,1.3745,0.75,0.1805,0.185,0.369,12.0
0.65,0.515,1.463,0.658,0.3135,0.18,0.4115,11.0
0.655,0.525,1.46,0.686,0.311,0.16,0.405,11.0
0.66,0.515,1.6465,0.749,0.422,0.2,0.401,11.0
0.675,0.515,1.265,0.6025,0.299,0.145,0.325,10.0
0.685,0.53,1.56,0.647,0.383,0.17,0.465,11.0
0.715,0.52,1.6,0.708,0.3525,0.18,0.445,12.0
0.735,0.555,2.333,1.2395,0.3645,0.22,0.6195,12.0
0.515,0.39,0.678,0.341,0.1325,0.14,0.119,8.0
0.545,0.43,0.8035,0.409,0.144,0.155,0.228,7.0
0.58,0.45,0.8675,0.3935,0.221,0.16,0.215,9.0
0.6,0.46,1.14,0.423,0.2575,0.18,0.365,10.0
0.615,0.475,1.0735,0.4375,0.2585,0.155,0.31,11.0
0.615,0.475,1.4335,0.7315,0.305,0.19,0.3285,9.0
0.615,0.495,1.304,0.5795,0.3115,0.2,0.371,14.0
0.62,0.46,0.9505,0.4915,0.2,0.16,0.228,9.0
0.63,0.515,1.385,0.6355,0.2955,0.17,0.38,11.0
0.655,0.505,1.27,0.6035,0.262,0.165,0.335,10.0
0.66,0.53,1.583,0.7395,0.3505,0.175,0.405,10.0
0.69,0.53,1.5955,0.678,0.331,0.19,0.48,10.0
0.715,0.525,1.89,0.95,0.436,0.2,0.4305,10.0
0.53,0.41,0.769,0.346,0.173,0.125,0.215,9.0
0.535,0.405,0.7315,0.336,0.156,0.14,0.19,7.0
0.545,0.41,0.737,0.349,0.15,0.14,0.212,9.0
0.59,0.465,0.9895,0.4235,0.199,0.135,0.28,8.0
0.6,0.47,1.012,0.441,0.2015,0.16,0.305,10.0
0.605,0.49,1.1245,0.492,0.222,0.165,0.3555,11.0
0.61,0.45,1.0805,0.517,0.2495,0.19,0.2935,10.0
0.615,0.47,1.242,0.5675,0.287,0.175,0.317,11.0
0.62,0.5,1.3915,0.726,0.2795,0.18,0.332,11.0
0.62,0.525,1.085,0.454,0.1965,0.155,0.35,10.0
0.62,0.48,1.0855,0.481,0.2575,0.165,0.305,10.0
0.64,0.5,1.273,0.5065,0.2925,0.175,0.405,13.0
0.645,0.51,1.4865,0.6445,0.296,0.19,0.425,12.0
0.65,0.52,1.3655,0.6155,0.2885,0.17,0.36,11.0
0.65,0.495,1.276,0.6215,0.2305,0.17,0.399,11.0
0.65,0.495,1.2075,0.55,0.2695,0.16,0.32,10.0
0.65,0.525,1.4275,0.69,0.306,0.205,0.4355,13.0
0.65,0.51,1.155,0.4955,0.2025,0.175,0.385,12.0
0.65,0.525,1.3685,0.5975,0.296,0.19,0.4,11.0
0.66,0.51,1.261,0.5,0.2335,0.18,0.339,10.0
0.67,0.54,1.217,0.532,0.2735,0.195,0.3315,11.0
0.675,0.51,1.527,0.809,0.318,0.17,0.341,11.0
0.685,0.55,1.885,0.89,0.41,0.19,0.4895,10.0
0.685,0.535,1.432,0.637,0.247,0.175,0.46,11.0
0.705,0.55,1.4385,0.655,0.3255,0.21,0.462,11.0
0.71,0.555,2.14,1.2455,0.3725,0.175,0.434,11.0
0.78,0.6,2.548,1.1945,0.5745,0.21,0.6745,11.0
0.43,0.31,0.6485,0.2735,0.163,0.13,0.184,9.0
0.495,0.375,0.976,0.45,0.2285,0.155,0.2475,9.0
0.505,0.4,0.775,0.3445,0.157,0.15,0.185,7.0
0.51,0.38,0.681,0.3435,0.142,0.135,0.17,9.0
0.515,0.37,0.6145,0.3415,0.155,0.115,0.146,9.0
0.605,0.455,1.1215,0.533,0.273,0.16,0.271,10.0
0.615,0.505,1.167,0.4895,0.2955,0.165,0.345,10.0
0.615,0.475,1.0375,0.476,0.2325,0.15,0.283,9.0
0.625,0.48,1.223,0.565,0.2975,0.18,0.3375,10.0
0.625,0.47,1.124,0.556,0.2315,0.15,0.287,9.0
0.53,0.425,0.7905,0.307,0.171,0.155,0.2595,9.0
0.53,0.425,0.702,0.2975,0.1395,0.13,0.22,9.0
0.53,0.42,0.675,0.294,0.156,0.135,0.1825,10.0
0.555,0.46,0.86,0.3345,0.1935,0.16,0.275,10.0
0.56,0.465,0.8875,0.3345,0.22,0.145,0.2695,9.0
0.575,0.465,1.0535,0.516,0.2185,0.12,0.235,9.0
0.58,0.45,0.8275,0.321,0.1975,0.155,0.2445,8.0
0.585,0.47,0.9565,0.4025,0.2365,0.145,0.265,9.0
0.595,0.48,1.1785,0.526,0.2975,0.185,0.314,10.0
0.615,0.48,1.2205,0.4985,0.315,0.185,0.33,10.0
0.615,0.455,0.9685,0.49,0.182,0.13,0.2655,10.0
0.62,0.48,1.2555,0.527,0.374,0.155,0.3175,11.0
0.625,0.495,1.177,0.5055,0.278,0.155,0.345,9.0
0.625,0.5,1.2425,0.5995,0.248,0.185,0.335,10.0
0.63,0.49,1.09,0.407,0.224,0.16,0.354,12.0
0.67,0.52,1.4755,0.6275,0.379,0.175,0.374,10.0
0.675,0.54,1.5545,0.6645,0.278,0.175,0.512,12.0
0.695,0.58,1.8995,0.675,0.478,0.2,0.5295,13.0
0.74,0.58,2.381,0.8155,0.4695,0.205,0.488,12.0
0.425,0.305,0.359,0.173,0.0875,0.11,0.0975,9.0
0.515,0.385,0.623,0.2855,0.1285,0.13,0.175,10.0
0.555,0.445,0.8625,0.4225,0.155,0.13,0.24,9.0
0.465,0.355,0.5315,0.2725,0.097,0.12,0.1395,8.0
0.475,0.385,0.562,0.289,0.0905,0.12,0.153,8.0
0.565,0.445,0.836,0.406,0.1605,0.14,0.2245,9.0
0.57,0.45,0.9275,0.477,0.1605,0.14,0.2515,8.0
0.57,0.44,0.8815,0.3605,0.1955,0.145,0.2735,10.0
0.595,0.46,1.03,0.4275,0.207,0.155,0.3305,10.0
0.62,0.46,1.127,0.535,0.2635,0.17,0.296,7.0
0.625,0.47,1.1665,0.4605,0.2565,0.17,0.3945,11.0
0.68,0.54,1.7825,0.5565,0.3235,0.195,0.4285,11.0
0.68,0.52,1.543,0.7525,0.351,0.175,0.374,11.0
0.5,0.385,0.6335,0.2305,0.125,0.12,0.235,14.0
0.535,0.41,0.8105,0.345,0.187,0.15,0.24,11.0
0.335,0.26,0.22,0.0855,0.04,0.075,0.085,6.0
0.41,0.325,0.3555,0.146,0.072,0.1,0.105,9.0
0.52,0.425,0.79,0.372,0.205,0.125,0.19,8.0
0.5,0.42,0.62,0.255,0.15,0.125,0.205,11.0
0.575,0.45,0.955,0.44,0.1685,0.16,0.27,16.0
0.57,0.45,0.91,0.326,0.1895,0.155,0.355,14.0
0.455,0.35,0.416,0.1625,0.097,0.105,0.145,11.0
0.445,0.37,0.515,0.2495,0.087,0.125,0.159,9.0
0.385,0.3,0.3435,0.1645,0.085,0.115,0.1025,6.0
0.56,0.44,0.8255,0.2425,0.202,0.13,0.285,10.0
0.55,0.41,0.785,0.282,0.186,0.15,0.275,12.0
0.41,0.335,0.4405,0.19,0.085,0.115,0.135,8.0
0.655,0.515,1.373,0.443,0.3375,0.2,0.49,16.0
0.475,0.37,0.655,0.266,0.1725,0.125,0.185,10.0
0.525,0.395,0.782,0.285,0.1405,0.165,0.285,19.0
0.545,0.44,0.744,0.2875,0.204,0.165,0.25,15.0
0.295,0.225,0.1385,0.048,0.046,0.09,0.05,9.0
0.545,0.45,0.8615,0.2925,0.1545,0.16,0.365,16.0
0.45,0.355,0.478,0.18,0.1185,0.115,0.155,10.0
0.54,0.425,0.817,0.2945,0.153,0.12,0.195,10.0
0.62,0.5,1.221,0.4605,0.263,0.2,0.43,12.0
0.515,0.4,0.7365,0.2955,0.184,0.14,0.185,16.0
0.495,0.38,0.6295,0.263,0.1425,0.135,0.215,12.0
0.76,0.575,1.829,0.7035,0.386,0.19,0.56,14.0
0.445,0.345,0.476,0.2055,0.1015,0.14,0.1085,15.0
0.635,0.48,1.064,0.413,0.228,0.235,0.36,16.0
0.575,0.47,0.853,0.292,0.179,0.165,0.35,16.0
0.38,0.27,0.219,0.0835,0.0515,0.095,0.07,6.0
0.245,0.18,0.0635,0.0245,0.0135,0.065,0.02,4.0
0.455,0.355,0.4745,0.1865,0.0935,0.135,0.168,13.0
0.295,0.23,0.125,0.042,0.0285,0.085,0.043,8.0
0.375,0.28,0.2225,0.0875,0.043,0.095,0.08,10.0
0.395,0.28,0.266,0.0995,0.066,0.08,0.09,12.0
0.52,0.41,0.77,0.263,0.157,0.115,0.26,11.0
0.53,0.425,0.739,0.237,0.161,0.11,0.295,13.0
0.555,0.42,0.8695,0.3075,0.2575,0.145,0.25,14.0
0.505,0.39,0.6555,0.2595,0.18,0.105,0.19,11.0
0.55,0.45,1.0985,0.3765,0.215,0.175,0.4,14.0
0.55,0.44,0.991,0.348,0.168,0.16,0.375,20.0
0.525,0.41,0.8005,0.2635,0.1985,0.165,0.25,13.0
0.475,0.365,0.6175,0.202,0.1445,0.14,0.19,16.0
0.485,0.385,0.556,0.296,0.104,0.105,0.133,7.0
0.69,0.55,1.777,0.769,0.38,0.195,0.4305,11.0
0.695,0.55,2.173,1.133,0.4665,0.205,0.496,10.0
0.415,0.315,0.4015,0.199,0.087,0.12,0.097,8.0
0.485,0.39,0.599,0.251,0.1345,0.12,0.169,8.0
0.495,0.375,0.6245,0.282,0.143,0.115,0.155,6.0
0.565,0.455,0.9795,0.444,0.205,0.15,0.275,8.0
0.6,0.465,1.262,0.6245,0.2455,0.155,0.33,10.0
0.63,0.48,1.21,0.53,0.2555,0.185,0.322,11.0
0.665,0.515,1.3855,0.621,0.302,0.165,0.3445,8.0
0.67,0.51,1.5945,0.6705,0.3845,0.2,0.4505,10.0
0.685,0.51,1.4545,0.6315,0.3105,0.18,0.3725,9.0
0.7,0.6,2.003,0.8105,0.4045,0.23,0.5755,10.0
0.72,0.6,2.2385,0.984,0.411,0.235,0.621,12.0
0.52,0.395,0.5815,0.2565,0.1265,0.125,0.17,10.0
0.585,0.465,0.98,0.4315,0.2545,0.15,0.247,9.0
0.585,0.455,1.133,0.5515,0.223,0.155,0.305,12.0
0.61,0.49,1.146,0.597,0.246,0.16,0.265,8.0
0.61,0.475,1.142,0.62,0.237,0.15,0.245,9.0
0.615,0.53,1.12,0.5775,0.2095,0.17,0.286,9.0
0.625,0.505,1.131,0.5425,0.2265,0.175,0.323,8.0
0.625,0.48,1.065,0.4865,0.259,0.175,0.285,10.0
0.635,0.48,1.181,0.665,0.229,0.145,0.225,10.0
0.66,0.505,1.4385,0.6775,0.285,0.19,0.178,11.0
0.66,0.485,1.2275,0.61,0.274,0.155,0.3,8.0
0.66,0.515,1.4415,0.7055,0.3555,0.155,0.335,10.0
0.72,0.545,1.7475,0.8215,0.383,0.195,0.4705,11.0
0.51,0.405,0.6925,0.327,0.155,0.125,0.1805,7.0
0.59,0.45,0.998,0.445,0.214,0.16,0.301,9.0
0.6,0.46,0.6655,0.285,0.149,0.155,0.269,11.0
0.62,0.485,1.003,0.4655,0.2195,0.145,0.28,11.0
0.625,0.495,1.025,0.46,0.1945,0.155,0.34,9.0
0.625,0.495,1.2935,0.5805,0.317,0.175,0.355,9.0
0.625,0.5,1.0565,0.4615,0.258,0.175,0.305,10.0
0.625,0.47,1.7855,0.675,0.247,0.145,0.3245,13.0
0.645,0.51,1.403,0.5755,0.2515,0.165,0.4545,11.0
0.515,0.39,0.6125,0.302,0.1365,0.12,0.1415,8.0
0.62,0.465,0.911,0.375,0.2145,0.145,0.278,10.0
0.63,0.49,1.1955,0.5845,0.257,0.15,0.3,9.0
0.545,0.45,0.7805,0.3795,0.1625,0.15,0.216,8.0
0.55,0.43,0.8265,0.4405,0.159,0.18,0.225,10.0
0.55,0.385,0.7275,0.343,0.1625,0.13,0.19,8.0
0.56,0.45,0.9355,0.425,0.1645,0.145,0.2725,11.0
0.57,0.445,1.0145,0.516,0.164,0.16,0.3,10.0
0.585,0.51,1.218,0.639,0.241,0.16,0.3,11.0
0.59,0.45,0.874,0.369,0.2135,0.155,0.24,8.0
0.6,0.47,1.0105,0.423,0.219,0.13,0.298,9.0
0.61,0.365,1.0765,0.488,0.249,0.155,0.27,9.0
0.615,0.475,1.337,0.5995,0.2815,0.205,0.37,11.0
0.625,0.5,1.3705,0.645,0.303,0.18,0.3705,12.0
0.63,0.485,1.2435,0.5175,0.308,0.18,0.37,11.0
0.63,0.53,1.4135,0.667,0.2945,0.175,0.3555,13.0
0.635,0.5,1.2915,0.594,0.2695,0.18,0.37,9.0
0.67,0.525,1.4915,0.728,0.343,0.18,0.381,9.0
0.68,0.545,1.672,0.7075,0.364,0.185,0.48,11.0
0.7,0.545,1.9125,0.8825,0.4385,0.215,0.506,10.0
0.48,0.365,0.5305,0.2405,0.127,0.13,0.139,8.0
0.51,0.41,1.2825,0.569,0.291,0.155,0.3795,9.0
0.625,0.48,1.2415,0.6575,0.2625,0.16,0.2785,9.0
0.65,0.525,1.3455,0.586,0.278,0.185,0.3865,9.0
0.35,0.265,0.197,0.073,0.0365,0.09,0.077,7.0
0.55,0.42,0.7385,0.321,0.1485,0.145,0.252,11.0
0.555,0.435,0.9205,0.404,0.2275,0.145,0.255,8.0
0.58,0.45,0.824,0.3465,0.1765,0.14,0.263,10.0
0.585,0.45,0.997,0.4055,0.283,0.15,0.251,11.0
0.63,0.505,1.105,0.492,0.226,0.155,0.325,11.0
0.63,0.49,1.229,0.535,0.29,0.155,0.335,11.0
0.655,0.525,1.402,0.624,0.2935,0.18,0.365,13.0
0.67,0.535,1.669,0.7465,0.2935,0.19,0.508,11.0
0.67,0.525,1.7405,0.6205,0.297,0.2,0.657,11.0
0.695,0.53,1.51,0.664,0.4095,0.21,0.385,10.0
0.695,0.55,1.6645,0.727,0.36,0.195,0.445,11.0
0.77,0.605,2.0505,0.8005,0.526,0.175,0.355,11.0
0.475,0.37,0.4895,0.2185,0.107,0.11,0.146,8.0
0.475,0.36,0.5135,0.241,0.1045,0.14,0.155,8.0
0.385,0.255,0.3175,0.137,0.068,0.1,0.092,8.0
0.5,0.38,0.577,0.269,0.1265,0.125,0.1535,9.0
0.52,0.385,0.791,0.375,0.18,0.165,0.1815,10.0
0.55,0.43,0.8395,0.3155,0.1955,0.13,0.2405,10.0
0.56,0.43,0.8675,0.4,0.172,0.155,0.229,8.0
0.59,0.44,0.966,0.439,0.2145,0.135,0.2605,10.0
0.6,0.475,1.176,0.5255,0.2875,0.205,0.308,9.0
0.71,0.555,1.9485,0.9455,0.3765,0.195,0.495,12.0
