diameter,shucked_weight,shell_weight,height,whole_weight,viscera_weight,length,rings
0.405,0.3225,0.29,0.155,0.9715,0.194,0.54,19.0
0.255,0.0615,0.057,0.075,0.1635,0.0345,0.335,8.0
0.435,0.3245,0.325,0.165,0.9955,0.2665,0.545,19.0
0.4,0.2605,0.19,0.12,0.6605,0.161,0.495,15.0
0.375,0.3055,0.22,0.13,0.721,0.1725,0.5,14.0
0.4,0.341,0.26,0.125,0.955,0.2535,0.515,13.0
0.41,0.3035,0.31,0.145,0.873,0.196,0.545,18.0
0.535,0.734,0.335,0.185,1.65,0.4505,0.74,13.0
0.465,0.377,0.33,0.15,1.1285,0.3525,0.565,16.0
0.44,0.5035,0.26,0.16,1.1115,0.2785,0.56,10.0
0.42,0.353,0.305,0.125,0.9745,0.174,0.545,13.0
0.515,0.5835,0.41,0.185,1.4605,0.3155,0.645,19.0
0.435,0.368,0.32,0.13,1.0105,0.222,0.575,10.0
0.48,0.412,0.3,0.16,1.0765,0.253,0.62,13.0
0.475,0.5495,0.34,0.16,1.616,0.332,0.605,18.0
0.285,0.0855,0.07,0.085,0.2205,0.0515,0.365,9.0
0.43,0.28,0.25,0.135,0.879,0.2165,0.53,10.0
0.395,0.2145,0.2495,0.15,0.6815,0.1405,0.48,18.0
0.345,0.1685,0.215,0.15,0.5795,0.125,0.455,13.0
0.28,0.0815,0.075,0.105,0.224,0.0575,0.37,8.0
0.395,0.3325,0.185,0.12,0.674,0.1235,0.49,9.0
0.45,0.472,0.218,0.14,0.9,0.182,0.56,7.0
0.46,0.491,0.265,0.15,1.0165,0.221,0.58,9.0
0.47,0.539,0.28,0.135,1.1685,0.279,0.59,8.0
0.475,0.5195,0.292,0.15,1.089,0.223,0.6,11.0
0.47,0.497,0.2785,0.155,1.0325,0.2175,0.61,9.0
0.51,0.567,0.409,0.17,1.3715,0.307,0.64,10.0
0.55,0.882,0.5,0.2,1.9045,0.44,0.71,13.0
0.605,1.1455,0.5235,0.2,2.4925,0.575,0.74,13.0
0.37,0.349,0.135,0.13,0.643,0.1155,0.48,8.0
0.39,0.2885,0.161,0.12,0.6435,0.157,0.52,7.0
0.395,0.4035,0.2,0.125,0.8115,0.166,0.52,7.0
0.44,0.3645,0.25,0.155,0.9155,0.195,0.55,8.0
0.475,0.502,0.31,0.155,1.1385,0.2295,0.6,9.0
0.505,0.6715,0.365,0.19,1.403,0.2925,0.615,8.0
0.485,0.5235,0.2825,0.165,1.1325,0.2505,0.62,9.0
0.485,0.5855,0.475,0.17,1.437,0.293,0.625,11.0
0.495,0.583,0.295,0.155,1.3635,0.2985,0.635,10.0
0.5,0.642,0.354,0.17,1.4545,0.3575,0.64,9.0
0.525,0.5815,0.372,0.18,1.478,0.381,0.66,10.0
0.565,0.718,0.529,0.2,1.787,0.385,0.72,11.0
0.42,0.348,0.2185,0.16,0.7465,0.1515,0.535,10.0
0.44,0.4645,0.27,0.16,0.985,0.201,0.55,8.0
0.44,0.4165,0.23,0.145,0.85,0.1685,0.555,8.0
0.44,0.4155,0.23,0.15,0.838,0.146,0.555,8.0
0.415,0.3695,0.1955,0.13,0.7615,0.17,0.56,8.0
0.44,0.3945,0.225,0.145,0.87,0.2195,0.575,8.0
0.46,0.38,0.255,0.145,0.929,0.24,0.59,10.0
0.41,0.4475,0.268,0.145,0.939,0.196,0.6,8.0
0.475,0.5045,0.335,0.16,1.164,0.2635,0.6,12.0
0.47,0.5315,0.325,0.175,1.214,0.2835,0.61,10.0
0.495,0.4715,0.3135,0.18,1.0815,0.254,0.625,10.0
0.47,0.605,0.271,0.175,1.179,0.258,0.625,9.0
0.505,0.7115,0.38,0.18,1.469,0.3335,0.65,9.0
0.52,0.7185,0.355,0.18,1.492,0.36,0.655,11.0
0.525,0.8005,0.43,0.18,1.6615,0.3645,0.67,10.0
0.57,0.8985,0.4535,0.195,1.348,0.4435,0.71,11.0
0.545,0.871,0.449,0.18,1.7405,0.347,0.715,10.0
0.335,0.2075,0.1315,0.11,0.4385,0.0715,0.435,7.0
0.39,0.2575,0.1535,0.115,0.5585,0.119,0.505,8.0
0.415,0.3165,0.2365,0.135,0.78,0.169,0.535,8.0
0.47,0.6355,0.277,0.155,1.186,0.2315,0.57,10.0
0.45,0.3605,0.2575,0.155,0.886,0.211,0.575,9.0
0.47,0.54,0.279,0.165,1.041,0.166,0.58,9.0
0.47,0.4225,0.275,0.15,0.928,0.183,0.6,8.0
0.475,0.522,0.36,0.23,1.157,0.2235,0.6,11.0
0.48,0.5795,0.29,0.16,1.1415,0.2145,0.625,9.0
0.49,0.517,0.39,0.165,1.1835,0.2375,0.625,11.0
0.485,0.631,0.302,0.16,1.2135,0.2235,0.625,9.0
0.495,0.657,0.365,0.17,1.3695,0.3055,0.635,10.0
0.515,0.75,0.369,0.185,1.3745,0.1805,0.65,12.0
0.515,0.658,0.4115,0.18,1.463,0.3135,0.65,11.0
0.525,0.686,0.405,0.16,1.46,0.311,0.655,11.0
0.515,0.749,0.401,0.2,1.6465,0.422,0.66,11.0
0.515,0.6025,0.325,0.145,1.265,0.299,0.675,10.0
0.53,0.647,0.465,0.17,1.56,0.383,0.685,11.0
0.52,0.708,0.445,0.18,1.6,0.3525,0.715,12.0
0.555,1.2395,0.6195,0.22,2.333,0.3645,0.735,12.0
0.39,0.341,0.119,0.14,0.678,0.1325,0.515,8.0
0.43,0.409,0.228,0.155,0.8035,0.144,0.545,7.0
0.45,0.3935,0.215,0.16,0.8675,0.221,0.58,9.0
0.46,0.423,0.365,0.18,1.14,0.2575,0.6,10.0
0.475,0.4375,0.31,0.155,1.0735,0.2585,0.615,11.0
0.475,0.7315,0.3285,0.19,1.4335,0.305,0.615,9.0
0.495,0.5795,0.371,0.2,1.304,0.3115,0.615,14.0
0.46,0.4915,0.228,0.16,0.9505,0.2,0.62,9.0
0.515,0.6355,0.38,0.17,1.385,0.2955,0.63,11.0
0.505,0.6035,0.335,0.165,1.27,0.262,0.655,10.0
0.53,0.7395,0.405,0.175,1.583,0.3505,0.66,10.0
0.53,0.678,0.48,0.19,1.5955,0.331,0.69,10.0
0.525,0.95,0.4305,0.2,1.89,0.436,0.715,10.0
0.41,0.346,0.215,0.125,0.769,0.173,0.53,9.0
0.405,0.336,0.19,0.14,0.7315,0.156,0.535,7.0
0.41,0.349,0.212,0.14,0.737,0.15,0.545,9.0
0.465,0.4235,0.28,0.135,0.9895,0.199,0.59,8.0
0.47,0.441,0.305,0.16,1.012,0.2015,0.6,10.0
0.49,0.492,0.3555,0.165,1.1245,0.222,0.605,11.0
0.45,0.517,0.2935,0.19,1.0805,0.2495,0.61,10.0
0.47,0.5675,0.317,0.175,1.242,0.287,0.615,11.0
0.5,0.726,0.332,0.18,1.3915,0.2795,0.62,11.0
0.525,0.454,0.35,0.155,1.085,0.1965,0.62,10.0
0.48,0.481,0.305,0.165,1.0855,0.2575,0.62,10.0
0.5,0.5065,0.405,0.175,1.273,0.2925,0.64,13.0
0.51,0.6445,0.425,0.19,1.4865,0.296,0.645,12.0
0.52,0.6155,0.36,0.17,1.3655,0.2885,0.65,11.0
0.495,0.6215,0.399,0.17,1.276,0.2305,0.65,11.0
0.495,0.55,0.32,0.16,1.2075,0.2695,0.65,10.0
0.525,0.69,0.4355,0.205,1.4275,0.306,0.65,13.0
0.51,0.4955,0.385,0.175,1.155,0.2025,0.65,12.0
0.525,0.5975,0.4,0.19,1.3685,0.296,0.65,11.0
0.51,0.5,0.339,0.18,1.261,0.2335,0.66,10.0
0.54,0.532,0.3315,0.195,1.217,0.2735,0.67,11.0
0.51,0.809,0.341,0.17,1.527,0.318,0.675,11.0
0.55,0.89,0.4895,0.19,1.885,0.41,0.685,10.0
0.535,0.637,0.46,0.175,1.432,0.247,0.685,11.0
0.55,0.655,0.462,0.21,1.4385,0.3255,0.705,11.0
0.555,1.2455,0.434,0.175,2.14,0.3725,0.71,11.0
0.6,1.1945,0.6745,0.21,2.548,0.5745,0.78,11.0
0.31,0.2735,0.184,0.13,0.6485,0.163,0.43,9.0
0.375,0.45,0.2475,0.155,0.976,0.2285,0.495,9.0
0.4,0.3445,0.185,0.15,0.775,0.157,0.505,7.0
0.38,0.3435,0.17,0.135,0.681,0.142,0.51,9.0
0.37,0.3415,0.146,0.115,0.6145,0.155,0.515,9.0
0.455,0.533,0.271,0.16,1.1215,0.273,0.605,10.0
0.505,0.4895,0.345,0.165,1.167,0.2955,0.615,10.0
0.475,0.476,0.283,0.15,1.0375,0.2325,0.615,9.0
0.48,0.565,0.3375,0.18,1.223,0.2975,0.625,10.0
0.47,0.556,0.287,0.15,1.124,0.2315,0.625,9.0
0.425,0.307,0.2595,0.155,0.7905,0.171,0.53,9.0
0.425,0.2975,0.22,0.13,0.702,0.1395,0.53,9.0
0.42,0.294,0.1825,0.135,0.675,0.156,0.53,10.0
0.46,0.3345,0.275,0.16,0.86,0.1935,0.555,10.0
0.465,0.3345,0.2695,0.145,0.8875,0.22,0.56,9.0
0.465,0.516,0.235,0.12,1.0535,0.2185,0.575,9.0
0.45,0.321,0.2445,0.155,0.8275,0.1975,0.58,8.0
0.47,0.4025,0.265,0.145,0.9565,0.2365,0.585,9.0
0.48,0.526,0.314,0.185,1.1785,0.2975,0.595,10.0
0.48,0.4985,0.33,0.185,1.2205,0.315,0.615,10.0
0.455,0.49,0.2655,0.13,0.9685,0.182,0.615,10.0
0.48,0.527,0.3175,0.155,1.2555,0.374,0.62,11.0
0.495,0.5055,0.345,0.155,1.177,0.278,0.625,9.0
0.5,0.5995,0.335,0.185,1.2425,0.248,0.625,10.0
0.49,0.407,0.354,0.16,1.09,0.224,0.63,12.0
0.52,0.6275,0.374,0.175,1.4755,0.379,0.67,10.0
0.54,0.6645,0.512,0.175,1.5545,0.278,0.675,12.0
0.58,0.675,0.5295,0.2,1.8995,0.478,0.695,13.0
0.58,0.8155,0.488,0.205,2.381,0.4695,0.74,12.0
0.305,0.173,0.0975,0.11,0.359,0.0875,0.425,9.0
0.385,0.2855,0.175,0.13,0.623,0.1285,0.515,10.0
0.445,0.4225,0.24,0.13,0.8625,0.155,0.555,9.0
0.355,0.2725,0.1395,0.12,0.5315,0.097,0.465,8.0
0.385,0.289,0.153,0.12,0.562,0.0905,0.475,8.0
0.445,0.406,0.2245,0.14,0.836,0.1605,0.565,9.0
0.45,0.477,0.2515,0.14,0.9275,0.1605,0.57,8.0
0.44,0.3605,0.2735,0.145,0.8815,0.1955,0.57,10.0
0.46,0.4275,0.3305,0.155,1.03,0.207,0.595,10.0
0.46,0.535,0.296,0.17,1.127,0.2635,0.62,7.0
0.47,0.4605,0.3945,0.17,1.1665,0.2565,0.625,11.0
0.54,0.5565,0.4285,0.195,1.7825,0.3235,0.68,11.0
0.52,0.7525,0.374,0.175,1.543,0.351,0.68,11.0
0.385,0.2305,0.235,0.12,0.6335,0.125,0.5,14.0
0.41,0.345,0.24,0.15,0.8105,0.187,0.535,11.0
0.26,0.0855,0.085,0.075,0.22,0.04,0.335,6.0
0.325,0.146,0.105,0.1,0.3555,0.072,0.41,9.0
0.425,0.372,0.19,0.125,0.79,0.205,0.52,8.0
0.42,0.255,0.205,0.125,0.62,0.15,0.5,11.0
0.45,0.44,0.27,0.16,0.955,0.1685,0.575,16.0
0.45,0.326,0.355,0.155,0.91,0.1895,0.57,14.0
0.35,0.1625,0.145,0.105,0.416,0.097,0.455,11.0
0.37,0.2495,0.159,0.125,0.515,0.087,0.445,9.0
0.3,0.1645,0.1025,0.115,0.3435,0.085,0.385,6.0
0.44,0.2425,0.285,0.13,0.8255,0.202,0.56,10.0
0.41,0.282,0.275,0.15,0.785,0.186,0.55,12.0
0.335,0.19,0.135,0.115,0.4405,0.085,0.41,8.0
0.515,0.443,0.49,0.2,1.373,0.3375,0.655,16.0
0.37,0.266,0.185,0.125,0.655,0.1725,0.475,10.0
0.395,0.285,0.285,0.165,0.782,0.1405,0.525,19.0
0.44,0.2875,0.25,0.165,0.744,0.204,0.545,15.0
0.225,0.048,0.05,0.09,0.1385,0.046,0.295,9.0
0.45,0.2925,0.365,0.16,0.8615,0.1545,0.545,16.0
0.355,0.18,0.155,0.115,0.478,0.1185,0.45,10.0
0.425,0.2945,0.195,0.12,0.817,0.153,0.54,10.0
0.5,0.4605,0.43,0.2,1.221,0.263,0.62,12.0
0.4,0.2955,0.185,0.14,0.7365,0.184,0.515,16.0
0.38,0.263,0.215,0.135,0.6295,0.1425,0.495,12.0
0.575,0.7035,0.56,0.19,1.829,0.386,0.76,14.0
0.345,0.2055,0.1085,0.14,0.476,0.1015,0.445,15.0
0.48,0.413,0.36,0.235,1.064,0.228,0.635,16.0
0.47,0.292,0.35,0.165,0.853,0.179,0.575,16.0
0.27,0.0835,0.07,0.095,0.219,0.0515,0.38,6.0
0.18,0.0245,0.02,0.065,0.0635,0.0135,0.245,4.0
0.355,0.1865,0.168,0.135,0.4745,0.0935,0.455,13.0
0.23,0.042,0.043,0.085,0.125,0.0285,0.295,8.0
0.28,0.0875,0.08,0.095,0.2225,0.043,0.375,10.0
0.28,0.0995,0.09,0.08,0.266,0.066,0.395,12.0
0.41,0.263,0.26,0.115,0.77,0.157,0.52,11.0
0.425,0.237,0.295,0.11,0.739,0.161,0.53,13.0
0.42,0.3075,0.25,0.145,0.8695,0.2575,0.555,14.0
0.39,0.2595,0.19,0.105,0.6555,0.18,0.505,11.0
0.45,0.3765,0.4,0.175,1.0985,0.215,0.55,14.0
0.44,0.348,0.375,0.16,0.991,0.168,0.55,20.0
0.41,0.2635,0.25,0.165,0.8005,0.1985,0.525,13.0
0.365,0.202,0.19,0.14,0.6175,0.1445,0.475,16.0
0.385,0.296,0.133,0.105,0.556,0.104,0.485,7.0
0.55,0.769,0.4305,0.195,1.777,0.38,0.69,11.0
0.55,1.133,0.496,0.205,2.173,0.4665,0.695,10.0
0.315,0.199,0.097,0.12,0.4015,0.087,0.415,8.0
0.39,0.251,0.169,0.12,0.599,0.1345,0.485,8.0
0.375,0.282,0.155,0.115,0.6245,0.143,0.495,6.0
0.455,0.444,0.275,0.15,0.9795,0.205,0.565,8.0
0.465,0.6245,0.33,0.155,1.262,0.2455,0.6,10.0
0.48,0.53,0.322,0.185,1.21,0.2555,0.63,11.0
0.515,0.621,0.3445,0.165,1.3855,0.302,0.665,8.0
0.51,0.6705,0.4505,0.2,1.5945,0.3845,0.67,10.0
0.51,0.6315,0.3725,0.18,1.4545,0.3105,0.685,9.0
0.6,0.8105,0.5755,0.23,2.003,0.4045,0.7,10.0
0.6,0.984,0.621,0.235,2.2385,0.411,0.72,12.0
0.395,0.2565,0.17,0.125,0.5815,0.1265,0.52,10.0
0.465,0.4315,0.247,0.15,0.98,0.2545,0.585,9.0
0.455,0.5515,0.305,0.155,1.133,0.223,0.585,12.0
0.49,0.597,0.265,0.16,1.146,0.246,0.61,8.0
0.475,0.62,0.245,0.15,1.142,0.237,0.61,9.0
0.53,0.5775,0.286,0.17,1.12,0.2095,0.615,9.0
0.505,0.5425,0.323,0.175,1.131,0.2265,0.625,8.0
0.48,0.4865,0.285,0.175,1.065,0.259,0.625,10.0
0.48,0.665,0.225,0.145,1.181,0.229,0.635,10.0
0.505,0.6775,0.178,0.19,1.4385,0.285,0.66,11.0
0.485,0.61,0.3,0.155,1.2275,0.274,0.66,8.0
0.515,0.7055,0.335,0.155,1.4415,0.3555,0.66,10.0
0.545,0.8215,0.4705,0.195,1.7475,0.383,0.72,11.0
0.405,0.327,0.1805,0.125,0.6925,0.155,0.51,7.0
0.45,0.445,0.301,0.16,0.998,0.214,0.59,9.0
0.46,0.285,0.269,0.155,0.6655,0.149,0.6,11.0
0.485,0.4655,0.28,0.145,1.003,0.2195,0.62,11.0
0.495,0.46,0.34,0.155,1.025,0.1945,0.625,9.0
0.495,0.5805,0.355,0.175,1.2935,0.317,0.625,9.0
0.5,0.4615,0.305,0.175,1.0565,0.258,0.625,10.0
0.47,0.675,0.3245,0.145,1.7855,0.247,0.625,13.0
0.51,0.5755,0.4545,0.165,1.403,0.2515,0.645,11.0
0.39,0.302,0.1415,0.12,0.6125,0.1365,0.515,8.0
0.465,0.375,0.278,0.145,0.911,0.2145,0.62,10.0
0.49,0.5845,0.3,0.15,1.1955,0.257,0.63,9.0
0.45,0.3795,0.216,0.15,0.7805,0.1625,0.545,8.0
0.43,0.4405,0.225,0.18,0.8265,0.159,0.55,10.0
0.385,0.343,0.19,0.13,0.7275,0.1625,0.55,8.0
0.45,0.425,0.2725,0.145,0.9355,0.1645,0.56,11.0
0.445,0.516,0.3,0.16,1.0145,0.164,0.57,10.0
0.51,0.639,0.3,0.16,1.218,0.241,0.585,11.0
0.45,0.369,0.24,0.155,0.874,0.2135,0.59,8.0
0.47,0.423,0.298,0.13,1.0105,0.219,0.6,9.0
0.365,0.488,0.27,0.155,1.0765,0.249,0.61,9.0
0.475,0.5995,0.37,0.205,1.337,0.2815,0.615,11.0
0.5,0.645,0.3705,0.18,1.3705,0.303,0.625,12.0
0.485,0.5175,0.37,0.18,1.2435,0.308,0.63,11.0
0.53,0.667,0.3555,0.175,1.4135,0.2945,0.63,13.0
0.5,0.594,0.37,0.18,1.2915,0.2695,0.635,9.0
0.525,0.728,0.381,0.18,1.4915,0.343,0.67,9.0
0.545,0.7075,0.48,0.185,1.672,0.364,0.68,11.0
0.545,0.8825,0.506,0.215,1.9125,0.4385,0.7,10.0
0.365,0.2405,0.139,0.13,0.5305,0.127,0.48,8.0
0.41,0.569,0.3795,0.155,1.2825,0.291,0.51,9.0
0.48,0.6575,0.2785,0.16,1.2415,0.2625,0.625,9.0
0.525,0.586,0.3865,0.185,1.3455,0.278,0.65,9.0
0.265,0.073,0.077,0.09,0.197,0.0365,0.35,7.0
0.42,0.321,0.252,0.145,0.7385,0.1485,0.55,11.0
0.435,0.404,0.255,0.145,0.9205,0.2275,0.555,8.0
0.45,0.3465,0.263,0.14,0.824,0.1765,0.58,10.0
0.45,0.4055,0.251,0.15,0.997,0.283,0.585,11.0
0.505,0.492,0.325,0.155,1.105,0.226,0.63,11.0
0.49,0.535,0.335,0.155,1.229,0.29,0.63,11.0
0.525,0.624,0.365,0.18,1.402,0.2935,0.655,13.0
0.535,0.7465,0.508,0.19,1.669,0.2935,0.67,11.0
0.525,0.6205,0.657,0.2,1.7405,0.297,0.67,11.0
0.53,0.664,0.385,0.21,1.51,0.4095,0.695,10.0
0.55,0.727,0.445,0.195,1.6645,0.36,0.695,11.0
0.605,0.8005,0.355,0.175,2.0505,0.526,0.77,11.0
0.37,0.2185,0.146,0.11,0.4895,0.107,0.475,8.0
0.36,0.241,0.155,0.14,0.5135,0.1045,0.475,8.0
0.255,0.137,0.092,0.1,0.3175,0.068,0.385,8.0
0.38,0.269,0.1535,0.125,0.577,0.1265,0.5,9.0
0.385,0.375,0.1815,0.165,0.791,0.18,0.52,10.0
0.43,0.3155,0.2405,0.13,0.8395,0.1955,0.55,10.0
0.43,0.4,0.229,0.155,0.8675,0.172,0.56,8.0
0.44,0.439,0.2605,0.135,0.966,0.2145,0.59,10.0
0.475,0.5255,0.308,0.205,1.176,0.2875,0.6,9.0
0.555,0.9455,0.495,0.195,1.9485,0.3765,0.71,12.0
